CUI,LAT,TS,LUI,STT,SUI,ISPREF,AUI,SAUI,SCUI,SDUI,SAB,TTY,CODE,STR,SRL,SUPPRESS,CVF,dummy,STYs,ICD10CMCode,concept_code,concept_id
C2845207,ENG,P,L9411506,PF,S11651027,N,A17818172,,,S52.255J,ICD10CM,PT,S52.255J,"Nondisplaced comminuted fracture of shaft of ulna, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",4,N,,,['Injury or Poisoning'],S52255J,S52.255J,45554494
C2845212,ENG,P,L9391062,PF,S11651024,N,A17856283,,,S52.255Q,ICD10CM,PT,S52.255Q,"Nondisplaced comminuted fracture of shaft of ulna, left arm, subsequent encounter for open fracture type I or II with malunion",4,N,,,['Injury or Poisoning'],S52255Q,S52.255Q,45564034
C2845214,ENG,P,L9391060,PF,S11651018,N,A17830995,,,S52.255S,ICD10CM,PT,S52.255S,"Nondisplaced comminuted fracture of shaft of ulna, left arm, sequela",4,N,,,['Injury or Poisoning'],S52255S,S52.255S,45602740
C2845233,ENG,P,L9378746,PF,S11631516,Y,A17869178,,,S52.261,ICD10CM,HT,S52.261,"Displaced segmental fracture of shaft of ulna, right arm",4,N,,,['Injury or Poisoning'],S52261,S52.261,12887
C2845237,ENG,P,L9398932,PF,S11631507,N,A17818176,,,S52.261D,ICD10CM,PT,S52.261D,"Displaced segmental fracture of shaft of ulna, right arm, subsequent encounter for closed fracture with routine healing",4,N,,,['Injury or Poisoning'],S52261D,S52.261D,45540073
C2845241,ENG,P,L9368390,PF,S11631508,N,A17805260,,,S52.261H,ICD10CM,PT,S52.261H,"Displaced segmental fracture of shaft of ulna, right arm, subsequent encounter for open fracture type I or II with delayed healing",4,N,,,['Injury or Poisoning'],S52261H,S52.261H,45540074
C2845249,ENG,P,L9368389,PF,S11631503,N,A17805262,,,S52.261S,ICD10CM,PT,S52.261S,"Displaced segmental fracture of shaft of ulna, right arm, sequela",4,N,,,['Injury or Poisoning'],S52261S,S52.261S,45602743
C2845255,ENG,P,L9388891,PF,S11631494,N,A17792430,,,S52.262E,ICD10CM,PT,S52.262E,"Displaced segmental fracture of shaft of ulna, left arm, subsequent encounter for open fracture type I or II with routine healing",4,N,,,['Injury or Poisoning'],S52262E,S52.262E,45607551
C2845266,ENG,P,L9358043,PF,S11631486,N,A17779720,,,S52.262S,ICD10CM,PT,S52.262S,"Displaced segmental fracture of shaft of ulna, left arm, sequela",4,N,,,['Injury or Poisoning'],S52262S,S52.262S,45554502
C2845267,ENG,P,L9337656,PF,S11631533,Y,A17869181,,,S52.263,ICD10CM,HT,S52.263,"Displaced segmental fracture of shaft of ulna, unspecified arm",4,N,,,['Injury or Poisoning'],S52263,S52.263,12889
C2845274,ENG,P,L9347802,PF,S11631521,N,A17831006,,,S52.263G,ICD10CM,PT,S52.263G,"Displaced segmental fracture of shaft of ulna, unspecified arm, subsequent encounter for closed fracture with delayed healing",4,N,,,['Injury or Poisoning'],S52263G,S52.263G,45568871
C2845276,ENG,P,L9409161,PF,S11631529,N,A17843664,,,S52.263J,ICD10CM,PT,S52.263J,"Displaced segmental fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",4,N,,,['Injury or Poisoning'],S52263J,S52.263J,45583413
C2845282,ENG,P,L9398934,PF,S11631530,N,A17792433,,,S52.263R,ICD10CM,PT,S52.263R,"Displaced segmental fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",4,N,,,['Injury or Poisoning'],S52263R,S52.263R,45578533
C2845289,ENG,P,L9381451,PF,S11654818,N,A17869186,,,S52.264E,ICD10CM,PT,S52.264E,"Nondisplaced segmental fracture of shaft of ulna, right arm, subsequent encounter for open fracture type I or II with routine healing",4,N,,,['Injury or Poisoning'],S52264E,S52.264E,45568873
C2845297,ENG,P,L9411996,PF,S11654812,N,A17856291,,,S52.264P,ICD10CM,PT,S52.264P,"Nondisplaced segmental fracture of shaft of ulna, right arm, subsequent encounter for closed fracture with malunion",4,N,,,['Injury or Poisoning'],S52264P,S52.264P,45588267
C2845300,ENG,P,L9360851,PF,S11654810,N,A17843667,,,S52.264S,ICD10CM,PT,S52.264S,"Nondisplaced segmental fracture of shaft of ulna, right arm, sequela",4,N,,,['Injury or Poisoning'],S52264S,S52.264S,45578534
C2845303,ENG,P,L9360847,PF,S11654791,N,A17843668,,,S52.265B,ICD10CM,PT,S52.265B,"Nondisplaced segmental fracture of shaft of ulna, left arm, initial encounter for open fracture type I or II",4,N,,,['Injury or Poisoning'],S52265B,S52.265B,45535222
C2845327,ENG,P,L9371207,PF,S11654836,N,A17843671,,,S52.266J,ICD10CM,PT,S52.266J,"Nondisplaced segmental fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",4,N,,,['Injury or Poisoning'],S52266J,S52.266J,45568876
C2845343,ENG,P,L9360197,PF,S11649262,Y,A17779727,,,S52.271F,ICD10CM,PT,S52.271F,"Monteggia's fracture of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",4,N,,,['Injury or Poisoning'],S52271F,S52.271F,45593140
C2845352,ENG,P,L9370498,PF,S11649260,Y,A17843674,,,S52.271R,ICD10CM,PT,S52.271R,"Monteggia's fracture of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",4,N,,,['Injury or Poisoning'],S52271R,S52.271R,45554505
C2845356,ENG,P,L9339709,PF,S11649231,Y,A17792445,,,S52.272B,ICD10CM,PT,S52.272B,"Monteggia's fracture of left ulna, initial encounter for open fracture type I or II",4,N,,,['Injury or Poisoning'],S52272B,S52.272B,45593141
C2845360,ENG,P,L9360194,PF,S11649245,Y,A17779730,,,S52.272F,ICD10CM,PT,S52.272F,"Monteggia's fracture of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",4,N,,,['Injury or Poisoning'],S52272F,S52.272F,45593142
C2845376,ENG,P,L9370500,PF,S11649276,Y,A17831014,,,S52.279E,ICD10CM,PT,S52.279E,"Monteggia's fracture of unspecified ulna, subsequent encounter for open fracture type I or II with routine healing",4,N,,,['Injury or Poisoning'],S52279E,S52.279E,45559226
C2845399,ENG,P,L9356146,PF,S11615472,Y,A17779737,,,S52.281K,ICD10CM,PT,S52.281K,"Bent bone of right ulna, subsequent encounter for closed fracture with nonunion",4,N,,,['Injury or Poisoning'],S52281K,S52.281K,45607560
C2845401,ENG,P,L9366544,PF,S11615480,Y,A17818194,,,S52.281N,ICD10CM,PT,S52.281N,"Bent bone of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",4,N,,,['Injury or Poisoning'],S52281N,S52.281N,45535230
C2845420,ENG,P,L9356141,PF,S11615440,Y,A17779739,,,S52.282Q,ICD10CM,PT,S52.282Q,"Bent bone of left ulna, subsequent encounter for open fracture type I or II with malunion",4,N,,,['Injury or Poisoning'],S52282Q,S52.282Q,45535234
C2845424,ENG,P,L9356153,PF,S11615501,Y,A17856305,,,S52.283A,ICD10CM,PT,S52.283A,"Bent bone of unspecified ulna, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S52283A,S52.283A,45583426
C2845431,ENG,P,L9396947,PF,S11615509,Y,A17843683,,,S52.283H,ICD10CM,PT,S52.283H,"Bent bone of unspecified ulna, subsequent encounter for open fracture type I or II with delayed healing",4,N,,,['Injury or Poisoning'],S52283H,S52.283H,45564047
C2845433,ENG,P,L9356155,PF,S11615507,Y,A17869206,,,S52.283K,ICD10CM,PT,S52.283K,"Bent bone of unspecified ulna, subsequent encounter for closed fracture with nonunion",4,N,,,['Injury or Poisoning'],S52283K,S52.283K,45578541
C2845470,ENG,P,L9402243,PF,S11659968,N,A17869211,,,S52.292N,ICD10CM,PT,S52.292N,"Other fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",4,N,,,['Injury or Poisoning'],S52292N,S52.292N,45597947
