code,code_type,description,concept_id,code_class,concept_name,domain_id,concept_code,domain_id,concept_class_id,vocabulary_id,mapped_concept_id,mapped_concept_name,mapped_domain_id,mapped_concept_code,mapped_concept_class_id,mapped_vocabulary_id
C82.18,ICD10CM,"Follicular lymphoma grade II, lymph nodes of multiple sites",45537852,canc,"Follicular lymphoma grade II, lymph nodes of multiple sites",Condition,C82.18,Condition,5-char billing code,ICD10CM,132841,Malignant lymphoma of lymph nodes of multiple sites,Condition,93197009,Disorder,SNOMED
C82.18,ICD10CM,"Follicular lymphoma grade II, lymph nodes of multiple sites",45537852,canc,"Follicular lymphoma grade II, lymph nodes of multiple sites",Condition,C82.18,Condition,5-char billing code,ICD10CM,4001329,"Follicular non-Hodgkin's lymphoma, mixed small cleaved cell and large cell (clinical)",Condition,109971005,Disorder,SNOMED
C82.19,ICD10CM,"Follicular lymphoma grade II, extranodal and solid organ sites",45581234,canc,"Follicular lymphoma grade II, extranodal and solid organ sites",Condition,C82.19,Condition,5-char billing code,ICD10CM,4001329,"Follicular non-Hodgkin's lymphoma, mixed small cleaved cell and large cell (clinical)",Condition,109971005,Disorder,SNOMED
C82.20,ICD10CM,"Follicular lymphoma grade III, unspecified, unspecified site",45576350,canc,"Follicular lymphoma grade III, unspecified, unspecified site",Condition,C82.20,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.21,ICD10CM,"Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck",45595700,canc,"Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck",Condition,C82.21,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.21,ICD10CM,"Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck",45595700,canc,"Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck",Condition,C82.21,Condition,5-char billing code,ICD10CM,37165833,Malignant lymphoma of lymph nodes of head and neck,Condition,1255807003,Disorder,SNOMED
C82.22,ICD10CM,"Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes",45537853,canc,"Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes",Condition,C82.22,Condition,5-char billing code,ICD10CM,435753,Malignant lymphoma of intrathoracic lymph nodes,Condition,93193008,Disorder,SNOMED
C82.22,ICD10CM,"Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes",45537853,canc,"Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes",Condition,C82.22,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.23,ICD10CM,"Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes",45566630,canc,"Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes",Condition,C82.23,Condition,5-char billing code,ICD10CM,200349,Malignant lymphoma of intra-abdominal lymph nodes,Condition,93191005,Disorder,SNOMED
C82.23,ICD10CM,"Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes",45566630,canc,"Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes",Condition,C82.23,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.24,ICD10CM,"Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb",45595701,canc,"Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb",Condition,C82.24,Condition,5-char billing code,ICD10CM,37165865,Malignant lymphoma of lymph nodes of upper limb,Condition,1255906008,Disorder,SNOMED
C82.24,ICD10CM,"Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb",45595701,canc,"Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb",Condition,C82.24,Condition,5-char billing code,ICD10CM,44808028,Follicular lymphoma grade 3,Condition,847651000000100,Disorder,SNOMED
C82.25,ICD10CM,"Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb",45547534,canc,"Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb",Condition,C82.25,Condition,5-char billing code,ICD10CM,37165866,Malignant lymphoma of lymph nodes of lower limb,Condition,1255907004,Disorder,SNOMED
C82.25,ICD10CM,"Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb",45547534,canc,"Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb",Condition,C82.25,Condition,5-char billing code,ICD10CM,44808028,Follicular lymphoma grade 3,Condition,847651000000100,Disorder,SNOMED
C82.26,ICD10CM,"Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes",45586032,canc,"Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes",Condition,C82.26,Condition,5-char billing code,ICD10CM,195195,Malignant lymphoma of intrapelvic lymph nodes,Condition,93192003,Disorder,SNOMED
C82.26,ICD10CM,"Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes",45586032,canc,"Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes",Condition,C82.26,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.27,ICD10CM,"Follicular lymphoma grade III, unspecified, spleen",45590935,canc,"Follicular lymphoma grade III, unspecified, spleen",Condition,C82.27,Condition,5-char billing code,ICD10CM,200343,Malignant lymphoma of spleen,Condition,93198004,Disorder,SNOMED
C82.27,ICD10CM,"Follicular lymphoma grade III, unspecified, spleen",45590935,canc,"Follicular lymphoma grade III, unspecified, spleen",Condition,C82.27,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.28,ICD10CM,"Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites",45586033,canc,"Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites",Condition,C82.28,Condition,5-char billing code,ICD10CM,132841,Malignant lymphoma of lymph nodes of multiple sites,Condition,93197009,Disorder,SNOMED
C82.28,ICD10CM,"Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites",45586033,canc,"Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites",Condition,C82.28,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.29,ICD10CM,"Follicular lymphoma grade III, unspecified, extranodal and solid organ sites",45571552,canc,"Follicular lymphoma grade III, unspecified, extranodal and solid organ sites",Condition,C82.29,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.30,ICD10CM,"Follicular lymphoma grade IIIa, unspecified site",45561844,canc,"Follicular lymphoma grade IIIa, unspecified site",Condition,C82.30,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.31,ICD10CM,"Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck",45552298,canc,"Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck",Condition,C82.31,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.31,ICD10CM,"Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck",45552298,canc,"Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck",Condition,C82.31,Condition,5-char billing code,ICD10CM,37165833,Malignant lymphoma of lymph nodes of head and neck,Condition,1255807003,Disorder,SNOMED
C82.32,ICD10CM,"Follicular lymphoma grade IIIa, intrathoracic lymph nodes",45542639,canc,"Follicular lymphoma grade IIIa, intrathoracic lymph nodes",Condition,C82.32,Condition,5-char billing code,ICD10CM,435753,Malignant lymphoma of intrathoracic lymph nodes,Condition,93193008,Disorder,SNOMED
C82.32,ICD10CM,"Follicular lymphoma grade IIIa, intrathoracic lymph nodes",45542639,canc,"Follicular lymphoma grade IIIa, intrathoracic lymph nodes",Condition,C82.32,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.33,ICD10CM,"Follicular lymphoma grade IIIa, intra-abdominal lymph nodes",45547535,canc,"Follicular lymphoma grade IIIa, intra-abdominal lymph nodes",Condition,C82.33,Condition,5-char billing code,ICD10CM,200349,Malignant lymphoma of intra-abdominal lymph nodes,Condition,93191005,Disorder,SNOMED
C82.33,ICD10CM,"Follicular lymphoma grade IIIa, intra-abdominal lymph nodes",45547535,canc,"Follicular lymphoma grade IIIa, intra-abdominal lymph nodes",Condition,C82.33,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.34,ICD10CM,"Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb",45532947,canc,"Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb",Condition,C82.34,Condition,5-char billing code,ICD10CM,606919,Follicular lymphoma grade 3a,Condition,1148851002,Disorder,SNOMED
C82.34,ICD10CM,"Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb",45532947,canc,"Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb",Condition,C82.34,Condition,5-char billing code,ICD10CM,37165865,Malignant lymphoma of lymph nodes of upper limb,Condition,1255906008,Disorder,SNOMED
C82.35,ICD10CM,"Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb",45595702,canc,"Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb",Condition,C82.35,Condition,5-char billing code,ICD10CM,606919,Follicular lymphoma grade 3a,Condition,1148851002,Disorder,SNOMED
C82.35,ICD10CM,"Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb",45595702,canc,"Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb",Condition,C82.35,Condition,5-char billing code,ICD10CM,37165866,Malignant lymphoma of lymph nodes of lower limb,Condition,1255907004,Disorder,SNOMED
C82.36,ICD10CM,"Follicular lymphoma grade IIIa, intrapelvic lymph nodes",45581235,canc,"Follicular lymphoma grade IIIa, intrapelvic lymph nodes",Condition,C82.36,Condition,5-char billing code,ICD10CM,195195,Malignant lymphoma of intrapelvic lymph nodes,Condition,93192003,Disorder,SNOMED
C82.36,ICD10CM,"Follicular lymphoma grade IIIa, intrapelvic lymph nodes",45581235,canc,"Follicular lymphoma grade IIIa, intrapelvic lymph nodes",Condition,C82.36,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.37,ICD10CM,"Follicular lymphoma grade IIIa, spleen",45590937,canc,"Follicular lymphoma grade IIIa, spleen",Condition,C82.37,Condition,5-char billing code,ICD10CM,200343,Malignant lymphoma of spleen,Condition,93198004,Disorder,SNOMED
C82.37,ICD10CM,"Follicular lymphoma grade IIIa, spleen",45590937,canc,"Follicular lymphoma grade IIIa, spleen",Condition,C82.37,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.38,ICD10CM,"Follicular lymphoma grade IIIa, lymph nodes of multiple sites",45576351,canc,"Follicular lymphoma grade IIIa, lymph nodes of multiple sites",Condition,C82.38,Condition,5-char billing code,ICD10CM,132841,Malignant lymphoma of lymph nodes of multiple sites,Condition,93197009,Disorder,SNOMED
C82.38,ICD10CM,"Follicular lymphoma grade IIIa, lymph nodes of multiple sites",45576351,canc,"Follicular lymphoma grade IIIa, lymph nodes of multiple sites",Condition,C82.38,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.39,ICD10CM,"Follicular lymphoma grade IIIa, extranodal and solid organ sites",45557026,canc,"Follicular lymphoma grade IIIa, extranodal and solid organ sites",Condition,C82.39,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.40,ICD10CM,"Follicular lymphoma grade IIIb, unspecified site",45586034,canc,"Follicular lymphoma grade IIIb, unspecified site",Condition,C82.40,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.41,ICD10CM,"Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck",45542640,canc,"Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck",Condition,C82.41,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.41,ICD10CM,"Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck",45542640,canc,"Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck",Condition,C82.41,Condition,5-char billing code,ICD10CM,37165833,Malignant lymphoma of lymph nodes of head and neck,Condition,1255807003,Disorder,SNOMED
C82.42,ICD10CM,"Follicular lymphoma grade IIIb, intrathoracic lymph nodes",45605299,canc,"Follicular lymphoma grade IIIb, intrathoracic lymph nodes",Condition,C82.42,Condition,5-char billing code,ICD10CM,435753,Malignant lymphoma of intrathoracic lymph nodes,Condition,93193008,Disorder,SNOMED
C82.42,ICD10CM,"Follicular lymphoma grade IIIb, intrathoracic lymph nodes",45605299,canc,"Follicular lymphoma grade IIIb, intrathoracic lymph nodes",Condition,C82.42,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.43,ICD10CM,"Follicular lymphoma grade IIIb, intra-abdominal lymph nodes",45532948,canc,"Follicular lymphoma grade IIIb, intra-abdominal lymph nodes",Condition,C82.43,Condition,5-char billing code,ICD10CM,200349,Malignant lymphoma of intra-abdominal lymph nodes,Condition,93191005,Disorder,SNOMED
C82.43,ICD10CM,"Follicular lymphoma grade IIIb, intra-abdominal lymph nodes",45532948,canc,"Follicular lymphoma grade IIIb, intra-abdominal lymph nodes",Condition,C82.43,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.44,ICD10CM,"Follicular lymphoma grade IIIb, lymph nodes of axilla and upper limb",45600542,canc,"Follicular lymphoma grade IIIb, lymph nodes of axilla and upper limb",Condition,C82.44,Condition,5-char billing code,ICD10CM,606914,Follicular lymphoma grade 3b,Condition,1148845007,Disorder,SNOMED
C82.44,ICD10CM,"Follicular lymphoma grade IIIb, lymph nodes of axilla and upper limb",45600542,canc,"Follicular lymphoma grade IIIb, lymph nodes of axilla and upper limb",Condition,C82.44,Condition,5-char billing code,ICD10CM,37165865,Malignant lymphoma of lymph nodes of upper limb,Condition,1255906008,Disorder,SNOMED
C82.45,ICD10CM,"Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb",45542641,canc,"Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb",Condition,C82.45,Condition,5-char billing code,ICD10CM,606914,Follicular lymphoma grade 3b,Condition,1148845007,Disorder,SNOMED
C82.45,ICD10CM,"Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb",45542641,canc,"Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb",Condition,C82.45,Condition,5-char billing code,ICD10CM,37165866,Malignant lymphoma of lymph nodes of lower limb,Condition,1255907004,Disorder,SNOMED
C82.46,ICD10CM,"Follicular lymphoma grade IIIb, intrapelvic lymph nodes",45566631,canc,"Follicular lymphoma grade IIIb, intrapelvic lymph nodes",Condition,C82.46,Condition,5-char billing code,ICD10CM,195195,Malignant lymphoma of intrapelvic lymph nodes,Condition,93192003,Disorder,SNOMED
C82.46,ICD10CM,"Follicular lymphoma grade IIIb, intrapelvic lymph nodes",45566631,canc,"Follicular lymphoma grade IIIb, intrapelvic lymph nodes",Condition,C82.46,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.47,ICD10CM,"Follicular lymphoma grade IIIb, spleen",45537854,canc,"Follicular lymphoma grade IIIb, spleen",Condition,C82.47,Condition,5-char billing code,ICD10CM,200343,Malignant lymphoma of spleen,Condition,93198004,Disorder,SNOMED
C82.47,ICD10CM,"Follicular lymphoma grade IIIb, spleen",45537854,canc,"Follicular lymphoma grade IIIb, spleen",Condition,C82.47,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.48,ICD10CM,"Follicular lymphoma grade IIIb, lymph nodes of multiple sites",45576352,canc,"Follicular lymphoma grade IIIb, lymph nodes of multiple sites",Condition,C82.48,Condition,5-char billing code,ICD10CM,132841,Malignant lymphoma of lymph nodes of multiple sites,Condition,93197009,Disorder,SNOMED
C82.48,ICD10CM,"Follicular lymphoma grade IIIb, lymph nodes of multiple sites",45576352,canc,"Follicular lymphoma grade IIIb, lymph nodes of multiple sites",Condition,C82.48,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.49,ICD10CM,"Follicular lymphoma grade IIIb, extranodal and solid organ sites",45600543,canc,"Follicular lymphoma grade IIIb, extranodal and solid organ sites",Condition,C82.49,Condition,5-char billing code,ICD10CM,4003833,"Follicular non-Hodgkin's lymphoma, large cell (clinical)",Condition,109972003,Disorder,SNOMED
C82.50,ICD10CM,"Diffuse follicle center lymphoma, unspecified site",45600544,canc,"Diffuse follicle center lymphoma, unspecified site",Condition,C82.50,Condition,5-char billing code,ICD10CM,40486171,Diffuse follicle center lymphoma,Condition,449220000,Disorder,SNOMED
C82.51,ICD10CM,"Diffuse follicle center lymphoma, lymph nodes of head, face, and neck",45576354,canc,"Diffuse follicle center lymphoma, lymph nodes of head, face, and neck",Condition,C82.51,Condition,5-char billing code,ICD10CM,37165833,Malignant lymphoma of lymph nodes of head and neck,Condition,1255807003,Disorder,SNOMED
C82.51,ICD10CM,"Diffuse follicle center lymphoma, lymph nodes of head, face, and neck",45576354,canc,"Diffuse follicle center lymphoma, lymph nodes of head, face, and neck",Condition,C82.51,Condition,5-char billing code,ICD10CM,40486171,Diffuse follicle center lymphoma,Condition,449220000,Disorder,SNOMED
C82.52,ICD10CM,"Diffuse follicle center lymphoma, intrathoracic lymph nodes",45576355,canc,"Diffuse follicle center lymphoma, intrathoracic lymph nodes",Condition,C82.52,Condition,5-char billing code,ICD10CM,435753,Malignant lymphoma of intrathoracic lymph nodes,Condition,93193008,Disorder,SNOMED
C82.52,ICD10CM,"Diffuse follicle center lymphoma, intrathoracic lymph nodes",45576355,canc,"Diffuse follicle center lymphoma, intrathoracic lymph nodes",Condition,C82.52,Condition,5-char billing code,ICD10CM,40486171,Diffuse follicle center lymphoma,Condition,449220000,Disorder,SNOMED
C82.53,ICD10CM,"Diffuse follicle center lymphoma, intra-abdominal lymph nodes",45586035,canc,"Diffuse follicle center lymphoma, intra-abdominal lymph nodes",Condition,C82.53,Condition,5-char billing code,ICD10CM,200349,Malignant lymphoma of intra-abdominal lymph nodes,Condition,93191005,Disorder,SNOMED
C82.53,ICD10CM,"Diffuse follicle center lymphoma, intra-abdominal lymph nodes",45586035,canc,"Diffuse follicle center lymphoma, intra-abdominal lymph nodes",Condition,C82.53,Condition,5-char billing code,ICD10CM,40486171,Diffuse follicle center lymphoma,Condition,449220000,Disorder,SNOMED
C82.54,ICD10CM,"Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb",45542642,canc,"Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb",Condition,C82.54,Condition,5-char billing code,ICD10CM,37165865,Malignant lymphoma of lymph nodes of upper limb,Condition,1255906008,Disorder,SNOMED
C82.54,ICD10CM,"Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb",45542642,canc,"Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb",Condition,C82.54,Condition,5-char billing code,ICD10CM,40486171,Diffuse follicle center lymphoma,Condition,449220000,Disorder,SNOMED
C82.55,ICD10CM,"Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb",45581236,canc,"Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb",Condition,C82.55,Condition,5-char billing code,ICD10CM,37165866,Malignant lymphoma of lymph nodes of lower limb,Condition,1255907004,Disorder,SNOMED
C82.55,ICD10CM,"Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb",45581236,canc,"Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb",Condition,C82.55,Condition,5-char billing code,ICD10CM,40486171,Diffuse follicle center lymphoma,Condition,449220000,Disorder,SNOMED
C82.56,ICD10CM,"Diffuse follicle center lymphoma, intrapelvic lymph nodes",45547536,canc,"Diffuse follicle center lymphoma, intrapelvic lymph nodes",Condition,C82.56,Condition,5-char billing code,ICD10CM,195195,Malignant lymphoma of intrapelvic lymph nodes,Condition,93192003,Disorder,SNOMED
C82.56,ICD10CM,"Diffuse follicle center lymphoma, intrapelvic lymph nodes",45547536,canc,"Diffuse follicle center lymphoma, intrapelvic lymph nodes",Condition,C82.56,Condition,5-char billing code,ICD10CM,40486171,Diffuse follicle center lymphoma,Condition,449220000,Disorder,SNOMED
C82.57,ICD10CM,"Diffuse follicle center lymphoma, spleen",45537855,canc,"Diffuse follicle center lymphoma, spleen",Condition,C82.57,Condition,5-char billing code,ICD10CM,200343,Malignant lymphoma of spleen,Condition,93198004,Disorder,SNOMED
C82.57,ICD10CM,"Diffuse follicle center lymphoma, spleen",45537855,canc,"Diffuse follicle center lymphoma, spleen",Condition,C82.57,Condition,5-char billing code,ICD10CM,40486171,Diffuse follicle center lymphoma,Condition,449220000,Disorder,SNOMED
C82.58,ICD10CM,"Diffuse follicle center lymphoma, lymph nodes of multiple sites",45537856,canc,"Diffuse follicle center lymphoma, lymph nodes of multiple sites",Condition,C82.58,Condition,5-char billing code,ICD10CM,132841,Malignant lymphoma of lymph nodes of multiple sites,Condition,93197009,Disorder,SNOMED
C82.58,ICD10CM,"Diffuse follicle center lymphoma, lymph nodes of multiple sites",45537856,canc,"Diffuse follicle center lymphoma, lymph nodes of multiple sites",Condition,C82.58,Condition,5-char billing code,ICD10CM,40486171,Diffuse follicle center lymphoma,Condition,449220000,Disorder,SNOMED
C82.59,ICD10CM,"Diffuse follicle center lymphoma, extranodal and solid organ sites",45537857,canc,"Diffuse follicle center lymphoma, extranodal and solid organ sites",Condition,C82.59,Condition,5-char billing code,ICD10CM,40486171,Diffuse follicle center lymphoma,Condition,449220000,Disorder,SNOMED
C82.60,ICD10CM,"Cutaneous follicle center lymphoma, unspecified site",45547537,canc,"Cutaneous follicle center lymphoma, unspecified site",Condition,C82.60,Condition,5-char billing code,ICD10CM,4301668,Primary cutaneous follicular center B-cell lymphoma,Condition,404143002,Disorder,SNOMED
C82.61,ICD10CM,"Cutaneous follicle center lymphoma, lymph nodes of head, face, and neck",45605301,canc,"Cutaneous follicle center lymphoma, lymph nodes of head, face, and neck",Condition,C82.61,Condition,5-char billing code,ICD10CM,4301668,Primary cutaneous follicular center B-cell lymphoma,Condition,404143002,Disorder,SNOMED
C82.62,ICD10CM,"Cutaneous follicle center lymphoma, intrathoracic lymph nodes",45532949,canc,"Cutaneous follicle center lymphoma, intrathoracic lymph nodes",Condition,C82.62,Condition,5-char billing code,ICD10CM,435492,Nodular lymphoma of intrathoracic lymph nodes,Condition,95188007,Disorder,SNOMED
C82.62,ICD10CM,"Cutaneous follicle center lymphoma, intrathoracic lymph nodes",45532949,canc,"Cutaneous follicle center lymphoma, intrathoracic lymph nodes",Condition,C82.62,Condition,5-char billing code,ICD10CM,4301668,Primary cutaneous follicular center B-cell lymphoma,Condition,404143002,Disorder,SNOMED
C82.63,ICD10CM,"Cutaneous follicle center lymphoma, intra-abdominal lymph nodes",45605302,canc,"Cutaneous follicle center lymphoma, intra-abdominal lymph nodes",Condition,C82.63,Condition,5-char billing code,ICD10CM,200338,Nodular lymphoma of intra-abdominal lymph nodes,Condition,95186006,Disorder,SNOMED
C82.63,ICD10CM,"Cutaneous follicle center lymphoma, intra-abdominal lymph nodes",45605302,canc,"Cutaneous follicle center lymphoma, intra-abdominal lymph nodes",Condition,C82.63,Condition,5-char billing code,ICD10CM,4301668,Primary cutaneous follicular center B-cell lymphoma,Condition,404143002,Disorder,SNOMED
C82.64,ICD10CM,"Cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb",45566632,canc,"Cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb",Condition,C82.64,Condition,5-char billing code,ICD10CM,35610325,"Follicular lymphoma, cutaneous follicle centre",Condition,1091861000000100,Disorder,SNOMED
C82.64,ICD10CM,"Cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb",45566632,canc,"Cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb",Condition,C82.64,Condition,5-char billing code,ICD10CM,37165865,Malignant lymphoma of lymph nodes of upper limb,Condition,1255906008,Disorder,SNOMED
C82.65,ICD10CM,"Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb",45586036,canc,"Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb",Condition,C82.65,Condition,5-char billing code,ICD10CM,35610325,"Follicular lymphoma, cutaneous follicle centre",Condition,1091861000000100,Disorder,SNOMED
C82.65,ICD10CM,"Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb",45586036,canc,"Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb",Condition,C82.65,Condition,5-char billing code,ICD10CM,37165866,Malignant lymphoma of lymph nodes of lower limb,Condition,1255907004,Disorder,SNOMED
C82.66,ICD10CM,"Cutaneous follicle center lymphoma, intrapelvic lymph nodes",45581237,canc,"Cutaneous follicle center lymphoma, intrapelvic lymph nodes",Condition,C82.66,Condition,5-char billing code,ICD10CM,198088,Nodular lymphoma of intrapelvic lymph nodes,Condition,95187002,Disorder,SNOMED
C82.66,ICD10CM,"Cutaneous follicle center lymphoma, intrapelvic lymph nodes",45581237,canc,"Cutaneous follicle center lymphoma, intrapelvic lymph nodes",Condition,C82.66,Condition,5-char billing code,ICD10CM,4301668,Primary cutaneous follicular center B-cell lymphoma,Condition,404143002,Disorder,SNOMED
C82.67,ICD10CM,"Cutaneous follicle center lymphoma, spleen",45571553,canc,"Cutaneous follicle center lymphoma, spleen",Condition,C82.67,Condition,5-char billing code,ICD10CM,198374,Nodular lymphoma of spleen,Condition,95193005,Disorder,SNOMED
C82.67,ICD10CM,"Cutaneous follicle center lymphoma, spleen",45571553,canc,"Cutaneous follicle center lymphoma, spleen",Condition,C82.67,Condition,5-char billing code,ICD10CM,4301668,Primary cutaneous follicular center B-cell lymphoma,Condition,404143002,Disorder,SNOMED
C82.68,ICD10CM,"Cutaneous follicle center lymphoma, lymph nodes of multiple sites",45600545,canc,"Cutaneous follicle center lymphoma, lymph nodes of multiple sites",Condition,C82.68,Condition,5-char billing code,ICD10CM,320347,Nodular lymphoma of lymph nodes of multiple sites,Condition,95192000,Disorder,SNOMED
C82.68,ICD10CM,"Cutaneous follicle center lymphoma, lymph nodes of multiple sites",45600545,canc,"Cutaneous follicle center lymphoma, lymph nodes of multiple sites",Condition,C82.68,Condition,5-char billing code,ICD10CM,4301668,Primary cutaneous follicular center B-cell lymphoma,Condition,404143002,Disorder,SNOMED
