code,code_type,description,concept_id,code_class,concept_name,domain_id,concept_code,domain_id,concept_class_id,vocabulary_id,mapped_concept_id,mapped_concept_name,mapped_domain_id,mapped_concept_code,mapped_concept_class_id,mapped_vocabulary_id
D68.8,ICD10CM,Other specified coagulation defects,35206765,coag,Other specified coagulation defects,Condition,D68.8,Condition,4-char billing code,ICD10CM,432585,Blood coagulation disorder,Condition,64779008,Disorder,SNOMED
D68.9,ICD10CM,"Coagulation defect, unspecified",35206766,coag,"Coagulation defect, unspecified",Condition,D68.9,Condition,4-char billing code,ICD10CM,432585,Blood coagulation disorder,Condition,64779008,Disorder,SNOMED
D69.1,ICD10CM,Qualitative platelet defects,35206768,coag,Qualitative platelet defects,Condition,D69.1,Condition,4-char billing code,ICD10CM,437241,Qualitative platelet disorder,Condition,267532001,Disorder,SNOMED
D69.3,ICD10CM,Immune thrombocytopenic purpura,35206770,coag,Immune thrombocytopenic purpura,Condition,D69.3,Condition,4-char billing code,ICD10CM,4103532,Immune thrombocytopenia,Condition,2897005,Disorder,SNOMED
D69.41,ICD10CM,Evans syndrome,45557091,coag,Evans syndrome,Condition,D69.41,Condition,5-char billing code,ICD10CM,436956,Evans syndrome,Condition,75331009,Disorder,SNOMED
D69.42,ICD10CM,Congenital and hereditary thrombocytopenia purpura,45571640,coag,Congenital and hereditary thrombocytopenia purpura,Condition,D69.42,Condition,5-char billing code,ICD10CM,4119134,Thrombocytopenic purpura,Condition,302873008,Disorder,SNOMED
D69.49,ICD10CM,Other primary thrombocytopenia,45542714,coag,Other primary thrombocytopenia,Condition,D69.49,Condition,5-char billing code,ICD10CM,441264,Primary thrombocytopenia,Condition,267534000,Disorder,SNOMED
D69.51,ICD10CM,Posttransfusion purpura,45586120,coag,Posttransfusion purpura,Condition,D69.51,Condition,5-char billing code,ICD10CM,4247776,Posttransfusion purpura,Condition,73162004,Disorder,SNOMED
D69.59,ICD10CM,Other secondary thrombocytopenia,45576412,coag,Other secondary thrombocytopenia,Condition,D69.59,Condition,5-char billing code,ICD10CM,40321716,Secondary thrombocytopenia,Condition,154826009,Disorder,SNOMED
D69.6,ICD10CM,"Thrombocytopenia, unspecified",35206772,coag,"Thrombocytopenia, unspecified",Condition,D69.6,Condition,4-char billing code,ICD10CM,432870,Thrombocytopenic disorder,Condition,302215000,Disorder,SNOMED
I27.81,ICD10CM,Cor pulmonale (chronic),45601029,cpd,Cor pulmonale (chronic),Condition,I27.81,Condition,5-char billing code,ICD10CM,4195892,Chronic cor pulmonale,Condition,79955004,Disorder,SNOMED
I27.82,ICD10CM,Chronic pulmonary embolism,45533441,cpd,Chronic pulmonary embolism,Condition,I27.82,Condition,5-char billing code,ICD10CM,44782732,Chronic pulmonary embolism,Condition,133971000119108,Disorder,SNOMED
I27.83,ICD10CM,Eisenmenger's syndrome,1326598,cpd,Eisenmenger's syndrome,Condition,I27.83,Condition,5-char billing code,ICD10CM,40493243,Eisenmenger's syndrome,Condition,445928005,Disorder,SNOMED
I27.89,ICD10CM,Other specified pulmonary heart diseases,45533442,cpd,Other specified pulmonary heart diseases,Condition,I27.89,Condition,5-char billing code,ICD10CM,4307356,Cor pulmonale,Condition,83291003,Disorder,SNOMED
I27.9,ICD10CM,"Pulmonary heart disease, unspecified",35207710,cpd,"Pulmonary heart disease, unspecified",Condition,I27.9,Condition,4-char billing code,ICD10CM,4307356,Cor pulmonale,Condition,83291003,Disorder,SNOMED
J40,ICD10CM,"Bronchitis, not specified as acute or chronic",35208013,cpd,"Bronchitis, not specified as acute or chronic",Condition,J40,Condition,3-char billing code,ICD10CM,256451,Bronchitis,Condition,32398004,Disorder,SNOMED
J41.0,ICD10CM,Simple chronic bronchitis,35208014,cpd,Simple chronic bronchitis,Condition,J41.0,Condition,4-char billing code,ICD10CM,261889,Simple chronic bronchitis,Condition,61937009,Disorder,SNOMED
J41.1,ICD10CM,Mucopurulent chronic bronchitis,35208015,cpd,Mucopurulent chronic bronchitis,Condition,J41.1,Condition,4-char billing code,ICD10CM,257905,Mucopurulent chronic bronchitis,Condition,74417001,Disorder,SNOMED
J41.8,ICD10CM,Mixed simple and mucopurulent chronic bronchitis,35208016,cpd,Mixed simple and mucopurulent chronic bronchitis,Condition,J41.8,Condition,4-char billing code,ICD10CM,4112826,Mixed simple and mucopurulent chronic bronchitis,Condition,195953005,Disorder,SNOMED
J42,ICD10CM,Unspecified chronic bronchitis,35208017,cpd,Unspecified chronic bronchitis,Condition,J42,Condition,3-char billing code,ICD10CM,255841,Chronic bronchitis,Condition,63480004,Disorder,SNOMED
J43.0,ICD10CM,Unilateral pulmonary emphysema [MacLeod's syndrome],35208018,cpd,Unilateral pulmonary emphysema [MacLeod's syndrome],Condition,J43.0,Condition,4-char billing code,ICD10CM,261325,Pulmonary emphysema,Condition,87433001,Disorder,SNOMED
J43.1,ICD10CM,Panlobular emphysema,35208019,cpd,Panlobular emphysema,Condition,J43.1,Condition,4-char billing code,ICD10CM,4177944,Panacinar emphysema,Condition,4981000,Disorder,SNOMED
J43.2,ICD10CM,Centrilobular emphysema,35208020,cpd,Centrilobular emphysema,Condition,J43.2,Condition,4-char billing code,ICD10CM,4286497,Centriacinar emphysema,Condition,68328006,Disorder,SNOMED
J43.8,ICD10CM,Other emphysema,35208021,cpd,Other emphysema,Condition,J43.8,Condition,4-char billing code,ICD10CM,261325,Pulmonary emphysema,Condition,87433001,Disorder,SNOMED
J43.9,ICD10CM,"Emphysema, unspecified",35208022,cpd,"Emphysema, unspecified",Condition,J43.9,Condition,4-char billing code,ICD10CM,261325,Pulmonary emphysema,Condition,87433001,Disorder,SNOMED
J44.0,ICD10CM,Chronic obstructive pulmonary disease with (acute) lower respiratory infection,35208023,cpd,Chronic obstructive pulmonary disease with (acute) lower respiratory infection,Condition,J44.0,Condition,4-char billing code,ICD10CM,4110056,Chronic obstructive pulmonary disease with acute lower respiratory infection,Condition,196001008,Disorder,SNOMED
J44.1,ICD10CM,Chronic obstructive pulmonary disease with (acute) exacerbation,35208024,cpd,Chronic obstructive pulmonary disease with (acute) exacerbation,Condition,J44.1,Condition,4-char billing code,ICD10CM,257004,Acute exacerbation of chronic obstructive pulmonary disease,Condition,195951007,Disorder,SNOMED
J44.9,ICD10CM,"Chronic obstructive pulmonary disease, unspecified",35208025,cpd,"Chronic obstructive pulmonary disease, unspecified",Condition,J44.9,Condition,4-char billing code,ICD10CM,255573,Chronic obstructive pulmonary disease,Condition,13645005,Disorder,SNOMED
J45.20,ICD10CM,"Mild intermittent asthma, uncomplicated",45548116,cpd,"Mild intermittent asthma, uncomplicated",Condition,J45.20,Condition,5-char billing code,ICD10CM,4146581,Mild intermittent asthma,Condition,427679007,Disorder,SNOMED
J45.21,ICD10CM,Mild intermittent asthma with (acute) exacerbation,45572169,cpd,Mild intermittent asthma with (acute) exacerbation,Condition,J45.21,Condition,5-char billing code,ICD10CM,4138760,Exacerbation of intermittent asthma,Condition,425969006,Disorder,SNOMED
J45.22,ICD10CM,Mild intermittent asthma with status asthmaticus,45572170,cpd,Mild intermittent asthma with status asthmaticus,Condition,J45.22,Condition,5-char billing code,ICD10CM,45769438,Acute severe exacerbation of asthma,Condition,708090002,Disorder,SNOMED
J45.30,ICD10CM,"Mild persistent asthma, uncomplicated",45576951,cpd,"Mild persistent asthma, uncomplicated",Condition,J45.30,Condition,5-char billing code,ICD10CM,45768963,Uncomplicated mild persistent asthma,Condition,707511009,Disorder,SNOMED
J45.31,ICD10CM,Mild persistent asthma with (acute) exacerbation,45548117,cpd,Mild persistent asthma with (acute) exacerbation,Condition,J45.31,Condition,5-char billing code,ICD10CM,45768911,Exacerbation of mild persistent asthma,Condition,707445000,Disorder,SNOMED
J45.32,ICD10CM,Mild persistent asthma with status asthmaticus,45576952,cpd,Mild persistent asthma with status asthmaticus,Condition,J45.32,Condition,5-char billing code,ICD10CM,45769352,Acute severe exacerbation of mild persistent asthma,Condition,707981009,Disorder,SNOMED
J45.40,ICD10CM,"Moderate persistent asthma, uncomplicated",45601133,cpd,"Moderate persistent asthma, uncomplicated",Condition,J45.40,Condition,5-char billing code,ICD10CM,45768964,Uncomplicated moderate persistent asthma,Condition,707512002,Disorder,SNOMED
J45.41,ICD10CM,Moderate persistent asthma with (acute) exacerbation,45543269,cpd,Moderate persistent asthma with (acute) exacerbation,Condition,J45.41,Condition,5-char billing code,ICD10CM,45772937,Exacerbation of moderate persistent asthma,Condition,707446004,Disorder,SNOMED
J45.42,ICD10CM,Moderate persistent asthma with status asthmaticus,45557626,cpd,Moderate persistent asthma with status asthmaticus,Condition,J45.42,Condition,5-char billing code,ICD10CM,45769351,Acute severe exacerbation of moderate persistent asthma,Condition,707980005,Disorder,SNOMED
J45.50,ICD10CM,"Severe persistent asthma, uncomplicated",45567265,cpd,"Severe persistent asthma, uncomplicated",Condition,J45.50,Condition,5-char billing code,ICD10CM,45768965,Uncomplicated severe persistent asthma,Condition,707513007,Disorder,SNOMED
J45.51,ICD10CM,Severe persistent asthma with (acute) exacerbation,45567266,cpd,Severe persistent asthma with (acute) exacerbation,Condition,J45.51,Condition,5-char billing code,ICD10CM,45769350,Acute severe exacerbation of severe persistent asthma,Condition,707979007,Disorder,SNOMED
J45.52,ICD10CM,Severe persistent asthma with status asthmaticus,45581860,cpd,Severe persistent asthma with status asthmaticus,Condition,J45.52,Condition,5-char billing code,ICD10CM,37116845,Acute severe refractory exacerbation of asthma,Condition,733858005,Disorder,SNOMED
J45.52,ICD10CM,Severe persistent asthma with status asthmaticus,45581860,cpd,Severe persistent asthma with status asthmaticus,Condition,J45.52,Condition,5-char billing code,ICD10CM,45769350,Acute severe exacerbation of severe persistent asthma,Condition,707979007,Disorder,SNOMED
J45.901,ICD10CM,Unspecified asthma with (acute) exacerbation,45601134,cpd,Unspecified asthma with (acute) exacerbation,Condition,J45.901,Condition,6-char billing code,ICD10CM,257581,Acute asthma,Condition,281239006,Disorder,SNOMED
J45.902,ICD10CM,Unspecified asthma with status asthmaticus,45543270,cpd,Unspecified asthma with status asthmaticus,Condition,J45.902,Condition,6-char billing code,ICD10CM,37116845,Acute severe refractory exacerbation of asthma,Condition,733858005,Disorder,SNOMED
J45.909,ICD10CM,"Unspecified asthma, uncomplicated",45562457,cpd,"Unspecified asthma, uncomplicated",Condition,J45.909,Condition,6-char billing code,ICD10CM,45768910,Uncomplicated asthma,Condition,707444001,Disorder,SNOMED
J45.990,ICD10CM,Exercise induced bronchospasm,45586674,cpd,Exercise induced bronchospasm,Condition,J45.990,Condition,6-char billing code,ICD10CM,45768908,Exercise induced bronchospasm,Condition,707440005,Disorder,SNOMED
J45.991,ICD10CM,Cough variant asthma,45586675,cpd,Cough variant asthma,Condition,J45.991,Condition,6-char billing code,ICD10CM,313236,Cough variant asthma,Condition,409663006,Disorder,SNOMED
J45.998,ICD10CM,Other asthma,45572171,cpd,Other asthma,Condition,J45.998,Condition,6-char billing code,ICD10CM,317009,Asthma,Condition,195967001,Disorder,SNOMED
J47.0,ICD10CM,Bronchiectasis with acute lower respiratory infection,45562458,cpd,Bronchiectasis with acute lower respiratory infection,Condition,J47.0,Condition,4-char billing code,ICD10CM,256449,Bronchiectasis,Condition,12295008,Disorder,SNOMED
J47.1,ICD10CM,Bronchiectasis with (acute) exacerbation,45572172,cpd,Bronchiectasis with (acute) exacerbation,Condition,J47.1,Condition,4-char billing code,ICD10CM,40483342,Acute exacerbation of bronchiectasis,Condition,445378003,Disorder,SNOMED
J47.9,ICD10CM,"Bronchiectasis, uncomplicated",45562459,cpd,"Bronchiectasis, uncomplicated",Condition,J47.9,Condition,4-char billing code,ICD10CM,256449,Bronchiectasis,Condition,12295008,Disorder,SNOMED
J60,ICD10CM,Coalworker's pneumoconiosis,35208026,cpd,Coalworker's pneumoconiosis,Condition,J60,Condition,3-char billing code,ICD10CM,252946,Coal workers' pneumoconiosis,Condition,29422001,Disorder,SNOMED
J61,ICD10CM,Pneumoconiosis due to asbestos and other mineral fibers,35208027,cpd,Pneumoconiosis due to asbestos and other mineral fibers,Condition,J61,Condition,3-char billing code,ICD10CM,256450,Asbestosis,Condition,22607003,Disorder,SNOMED
J62.0,ICD10CM,Pneumoconiosis due to talc dust,35208028,cpd,Pneumoconiosis due to talc dust,Condition,J62.0,Condition,4-char billing code,ICD10CM,4249010,Pneumoconiosis caused by talc,Condition,73144008,Disorder,SNOMED
J62.8,ICD10CM,Pneumoconiosis due to other dust containing silica,35208029,cpd,Pneumoconiosis due to other dust containing silica,Condition,J62.8,Condition,4-char billing code,ICD10CM,442125,Pneumoconiosis caused by silica,Condition,805002,Disorder,SNOMED
J63.0,ICD10CM,Aluminosis (of lung),35208030,cpd,Aluminosis (of lung),Condition,J63.0,Condition,4-char billing code,ICD10CM,4236624,Aluminosis of lung,Condition,90623003,Disorder,SNOMED
J63.1,ICD10CM,Bauxite fibrosis (of lung),35208031,cpd,Bauxite fibrosis (of lung),Condition,J63.1,Condition,4-char billing code,ICD10CM,4032314,Bauxite fibrosis of lung,Condition,14700006,Disorder,SNOMED
J63.2,ICD10CM,Berylliosis,35208032,cpd,Berylliosis,Condition,J63.2,Condition,4-char billing code,ICD10CM,4221139,Berylliosis,Condition,8247009,Disorder,SNOMED
J63.3,ICD10CM,Graphite fibrosis (of lung),35208033,cpd,Graphite fibrosis (of lung),Condition,J63.3,Condition,4-char billing code,ICD10CM,4066407,Graphite fibrosis of lung,Condition,17385007,Disorder,SNOMED
J63.4,ICD10CM,Siderosis,35208034,cpd,Siderosis,Condition,J63.4,Condition,4-char billing code,ICD10CM,4266525,Pulmonary siderosis,Condition,62371005,Disorder,SNOMED
J63.5,ICD10CM,Stannosis,35208035,cpd,Stannosis,Condition,J63.5,Condition,4-char billing code,ICD10CM,4196950,Stannosis,Condition,51277007,Disorder,SNOMED
J63.6,ICD10CM,Pneumoconiosis due to other specified inorganic dusts,45586677,cpd,Pneumoconiosis due to other specified inorganic dusts,Condition,J63.6,Condition,4-char billing code,ICD10CM,254389,Pneumoconiosis caused by inorganic dust,Condition,17996008,Disorder,SNOMED
J64,ICD10CM,Unspecified pneumoconiosis,35208036,cpd,Unspecified pneumoconiosis,Condition,J64,Condition,3-char billing code,ICD10CM,259044,Pneumoconiosis,Condition,40122008,Disorder,SNOMED
J65,ICD10CM,Pneumoconiosis associated with tuberculosis,35208037,cpd,Pneumoconiosis associated with tuberculosis,Condition,J65,Condition,3-char billing code,ICD10CM,4112676,Pneumoconiosis associated with tuberculosis,Condition,196017002,Disorder,SNOMED
J66.0,ICD10CM,Byssinosis,35208038,cpd,Byssinosis,Condition,J66.0,Condition,4-char billing code,ICD10CM,4311814,Byssinosis,Condition,85761009,Disorder,SNOMED
J66.1,ICD10CM,Flax-dressers' disease,35208039,cpd,Flax-dressers' disease,Condition,J66.1,Condition,4-char billing code,ICD10CM,4027669,Flax-dressers' disease,Condition,13151001,Disorder,SNOMED
J66.2,ICD10CM,Cannabinosis,35208040,cpd,Cannabinosis,Condition,J66.2,Condition,4-char billing code,ICD10CM,4302900,Cannabinosis,Condition,78723001,Disorder,SNOMED
J66.8,ICD10CM,Airway disease due to other specific organic dusts,35208041,cpd,Airway disease due to other specific organic dusts,Condition,J66.8,Condition,4-char billing code,ICD10CM,320136,Disorder of respiratory system,Condition,50043002,Disorder,SNOMED
J67.0,ICD10CM,Farmer's lung,35208042,cpd,Farmer's lung,Condition,J67.0,Condition,4-char billing code,ICD10CM,435298,Farmers' lung,Condition,18690003,Disorder,SNOMED
J67.1,ICD10CM,Bagassosis,35208043,cpd,Bagassosis,Condition,J67.1,Condition,4-char billing code,ICD10CM,437588,Bagassosis,Condition,67242002,Disorder,SNOMED
J67.2,ICD10CM,Bird fancier's lung,35208044,cpd,Bird fancier's lung,Condition,J67.2,Condition,4-char billing code,ICD10CM,439853,Bird-fanciers' lung,Condition,69339004,Disorder,SNOMED
J67.3,ICD10CM,Suberosis,35208045,cpd,Suberosis,Condition,J67.3,Condition,4-char billing code,ICD10CM,443890,Suberosis,Condition,13394002,Disorder,SNOMED
J67.4,ICD10CM,Maltworker's lung,35208046,cpd,Maltworker's lung,Condition,J67.4,Condition,4-char billing code,ICD10CM,434975,Malt-workers' lung,Condition,25897000,Disorder,SNOMED
J67.5,ICD10CM,Mushroom-worker's lung,35208047,cpd,Mushroom-worker's lung,Condition,J67.5,Condition,4-char billing code,ICD10CM,433233,Mushroom workers' lung,Condition,52333004,Disorder,SNOMED
J67.6,ICD10CM,Maple-bark-stripper's lung,35208048,cpd,Maple-bark-stripper's lung,Condition,J67.6,Condition,4-char billing code,ICD10CM,438175,Maple-bark strippers' lung,Condition,86638007,Disorder,SNOMED
J67.7,ICD10CM,Air conditioner and humidifier lung,35208049,cpd,Air conditioner and humidifier lung,Condition,J67.7,Condition,4-char billing code,ICD10CM,434670,Humidifier lung,Condition,48347002,Disorder,SNOMED
J67.8,ICD10CM,Hypersensitivity pneumonitis due to other organic dusts,35208050,cpd,Hypersensitivity pneumonitis due to other organic dusts,Condition,J67.8,Condition,4-char billing code,ICD10CM,444084,Hypersensitivity pneumonitis,Condition,37471005,Disorder,SNOMED
J67.9,ICD10CM,Hypersensitivity pneumonitis due to unspecified organic dust,35208051,cpd,Hypersensitivity pneumonitis due to unspecified organic dust,Condition,J67.9,Condition,4-char billing code,ICD10CM,444084,Hypersensitivity pneumonitis,Condition,37471005,Disorder,SNOMED
J68.4,ICD10CM,"Chronic respiratory conditions due to chemicals, gases, fumes and vapors",35208056,cpd,"Chronic respiratory conditions due to chemicals, gases, fumes and vapors",Condition,J68.4,Condition,4-char billing code,ICD10CM,4063381,Chronic disease of respiratory system,Condition,17097001,Disorder,SNOMED
J70.1,ICD10CM,Chronic and other pulmonary manifestations due to radiation,35208063,cpd,Chronic and other pulmonary manifestations due to radiation,Condition,J70.1,Condition,4-char billing code,ICD10CM,252348,Chronic pulmonary radiation disease,Condition,196049002,Disorder,SNOMED
J70.3,ICD10CM,Chronic drug-induced interstitial lung disorders,35208065,cpd,Chronic drug-induced interstitial lung disorders,Condition,J70.3,Condition,4-char billing code,ICD10CM,4112814,Chronic drug-induced interstitial lung disorders,Condition,196053000,Disorder,SNOMED
D50.8,ICD10CM,Other iron deficiency anemias,35206694,dane,Other iron deficiency anemias,Condition,D50.8,Condition,4-char billing code,ICD10CM,436659,Iron deficiency anemia,Condition,87522002,Disorder,SNOMED
D50.9,ICD10CM,"Iron deficiency anemia, unspecified",35206695,dane,"Iron deficiency anemia, unspecified",Condition,D50.9,Condition,4-char billing code,ICD10CM,436659,Iron deficiency anemia,Condition,87522002,Disorder,SNOMED
D51.0,ICD10CM,Vitamin B12 deficiency anemia due to intrinsic factor deficiency,35206696,dane,Vitamin B12 deficiency anemia due to intrinsic factor deficiency,Condition,D51.0,Condition,4-char billing code,ICD10CM,432295,Pernicious anemia,Condition,84027009,Disorder,SNOMED
D51.1,ICD10CM,Vitamin B12 deficiency anemia due to selective vitamin B12 malabsorption with proteinuria,35206697,dane,Vitamin B12 deficiency anemia due to selective vitamin B12 malabsorption with proteinuria,Condition,D51.1,Condition,4-char billing code,ICD10CM,4096927,Megaloblastic anemia due to vitamin B-12 malabsorption with proteinuria,Condition,26333003,Disorder,SNOMED
D51.2,ICD10CM,Transcobalamin II deficiency,35206698,dane,Transcobalamin II deficiency,Condition,D51.2,Condition,4-char billing code,ICD10CM,4029726,Transcobalamin II deficiency,Condition,237934001,Disorder,SNOMED
D51.3,ICD10CM,Other dietary vitamin B12 deficiency anemia,35206699,dane,Other dietary vitamin B12 deficiency anemia,Condition,D51.3,Condition,4-char billing code,ICD10CM,4147491,Vitamin B12 deficiency anemia due to dietary causes,Condition,267517008,Disorder,SNOMED
D51.8,ICD10CM,Other vitamin B12 deficiency anemias,35206700,dane,Other vitamin B12 deficiency anemias,Condition,D51.8,Condition,4-char billing code,ICD10CM,432588,Megaloblastic anemia due to vitamin B-12 deficiency,Condition,49472006,Disorder,SNOMED
D51.9,ICD10CM,"Vitamin B12 deficiency anemia, unspecified",35206701,dane,"Vitamin B12 deficiency anemia, unspecified",Condition,D51.9,Condition,4-char billing code,ICD10CM,432588,Megaloblastic anemia due to vitamin B-12 deficiency,Condition,49472006,Disorder,SNOMED
D52.0,ICD10CM,Dietary folate deficiency anemia,35206702,dane,Dietary folate deficiency anemia,Condition,D52.0,Condition,4-char billing code,ICD10CM,4143351,Folate deficiency anemia due to dietary causes,Condition,267518003,Disorder,SNOMED
D52.1,ICD10CM,Drug-induced folate deficiency anemia,35206703,dane,Drug-induced folate deficiency anemia,Condition,D52.1,Condition,4-char billing code,ICD10CM,4100987,"Folate deficiency anemia, drug-induced",Condition,191148006,Disorder,SNOMED
D52.8,ICD10CM,Other folate deficiency anemias,35206704,dane,Other folate deficiency anemias,Condition,D52.8,Condition,4-char billing code,ICD10CM,440977,Megaloblastic anemia due to folate deficiency,Condition,85649008,Disorder,SNOMED
D52.9,ICD10CM,"Folate deficiency anemia, unspecified",35206705,dane,"Folate deficiency anemia, unspecified",Condition,D52.9,Condition,4-char billing code,ICD10CM,440977,Megaloblastic anemia due to folate deficiency,Condition,85649008,Disorder,SNOMED
D53.0,ICD10CM,Protein deficiency anemia,35206706,dane,Protein deficiency anemia,Condition,D53.0,Condition,4-char billing code,ICD10CM,444289,Anemia due to protein deficiency,Condition,85746008,Disorder,SNOMED
D53.1,ICD10CM,"Other megaloblastic anemias, not elsewhere classified",35206707,dane,"Other megaloblastic anemias, not elsewhere classified",Condition,D53.1,Condition,4-char billing code,ICD10CM,435789,Megaloblastic anemia,Condition,53165003,Disorder,SNOMED
D53.2,ICD10CM,Scorbutic anemia,35206708,dane,Scorbutic anemia,Condition,D53.2,Condition,4-char billing code,ICD10CM,4101573,Vitamin C deficiency anemia,Condition,191161006,Disorder,SNOMED
D53.8,ICD10CM,Other specified nutritional anemias,35206709,dane,Other specified nutritional anemias,Condition,D53.8,Condition,4-char billing code,ICD10CM,4280354,Nutritional anemia,Condition,66612000,Disorder,SNOMED
D53.9,ICD10CM,"Nutritional anemia, unspecified",35206710,dane,"Nutritional anemia, unspecified",Condition,D53.9,Condition,4-char billing code,ICD10CM,4280354,Nutritional anemia,Condition,66612000,Disorder,SNOMED
F31.30,ICD10CM,"Bipolar disorder, current episode depressed, mild or moderate severity, unspecified",45571756,depre,"Bipolar disorder, current episode depressed, mild or moderate severity, unspecified",Condition,F31.30,Condition,5-char billing code,ICD10CM,439254,"Bipolar affective disorder, current episode depression",Condition,191627008,Disorder,SNOMED
F31.30,ICD10CM,"Bipolar disorder, current episode depressed, mild or moderate severity, unspecified",45571756,depre,"Bipolar disorder, current episode depressed, mild or moderate severity, unspecified",Condition,F31.30,Condition,5-char billing code,ICD10CM,4088609,Somatic syndrome absent,Observation,280430004,Clinical Finding,SNOMED
F31.31,ICD10CM,"Bipolar disorder, current episode depressed, mild",45566839,depre,"Bipolar disorder, current episode depressed, mild",Condition,F31.31,Condition,5-char billing code,ICD10CM,439253,"Bipolar affective disorder, currently depressed, mild",Condition,191629006,Disorder,SNOMED
F31.32,ICD10CM,"Bipolar disorder, current episode depressed, moderate",45538062,depre,"Bipolar disorder, current episode depressed, moderate",Condition,F31.32,Condition,5-char billing code,ICD10CM,437528,"Bipolar affective disorder, currently depressed, moderate",Condition,191630001,Disorder,SNOMED
F31.4,ICD10CM,"Bipolar disorder, current episode depressed, severe, without psychotic features",35207147,depre,"Bipolar disorder, current episode depressed, severe, without psychotic features",Condition,F31.4,Condition,4-char billing code,ICD10CM,439254,"Bipolar affective disorder, current episode depression",Condition,191627008,Disorder,SNOMED
F31.5,ICD10CM,"Bipolar disorder, current episode depressed, severe, with psychotic features",35207148,depre,"Bipolar disorder, current episode depressed, severe, with psychotic features",Condition,F31.5,Condition,4-char billing code,ICD10CM,35622934,Psychosis and severe depression co-occurrent and due to bipolar affective disorder,Condition,765176007,Disorder,SNOMED
F32.0,ICD10CM,"Major depressive disorder, single episode, mild",35207150,depre,"Major depressive disorder, single episode, mild",Condition,F32.0,Condition,4-char billing code,ICD10CM,4195572,"Mild major depression, single episode",Condition,79298009,Disorder,SNOMED
F32.1,ICD10CM,"Major depressive disorder, single episode, moderate",35207151,depre,"Major depressive disorder, single episode, moderate",Condition,F32.1,Condition,4-char billing code,ICD10CM,4049623,"Moderate major depression, single episode",Condition,15639000,Disorder,SNOMED
F32.2,ICD10CM,"Major depressive disorder, single episode, severe without psychotic features",35207152,depre,"Major depressive disorder, single episode, severe without psychotic features",Condition,F32.2,Condition,4-char billing code,ICD10CM,441534,"Severe major depression, single episode, without psychotic features",Condition,76441001,Disorder,SNOMED
F32.3,ICD10CM,"Major depressive disorder, single episode, severe with psychotic features",35207153,depre,"Major depressive disorder, single episode, severe with psychotic features",Condition,F32.3,Condition,4-char billing code,ICD10CM,438406,"Severe major depression, single episode, with psychotic features",Condition,430852001,Disorder,SNOMED
F32.4,ICD10CM,"Major depressive disorder, single episode, in partial remission",45576541,depre,"Major depressive disorder, single episode, in partial remission",Condition,F32.4,Condition,4-char billing code,ICD10CM,4323418,"Major depression single episode, in partial remission",Condition,70747007,Disorder,SNOMED
F32.5,ICD10CM,"Major depressive disorder, single episode, in full remission",45547704,depre,"Major depressive disorder, single episode, in full remission",Condition,F32.5,Condition,4-char billing code,ICD10CM,4025677,Single episode of major depression in full remission,Condition,19527009,Disorder,SNOMED
F32.81,ICD10CM,Premenstrual dysphoric disorder,37200319,depre,Premenstrual dysphoric disorder,Condition,F32.81,Condition,5-char billing code,ICD10CM,4242733,Premenstrual dysphoric disorder,Condition,596004,Disorder,SNOMED
F32.89,ICD10CM,Other specified depressive episodes,37200320,depre,Other specified depressive episodes,Condition,F32.89,Condition,5-char billing code,ICD10CM,440383,Depressive disorder,Condition,35489007,Disorder,SNOMED
F32.9,ICD10CM,"Major depressive disorder, single episode, unspecified",35207155,depre,"Major depressive disorder, single episode, unspecified",Condition,F32.9,Condition,4-char billing code,ICD10CM,4152280,Major depressive disorder,Condition,370143000,Disorder,SNOMED
F32.A,ICD10CM,"Depression, unspecified",766349,depre,"Depression, unspecified",Condition,F32.A,Condition,4-char billing code,ICD10CM,440383,Depressive disorder,Condition,35489007,Disorder,SNOMED
F33.0,ICD10CM,"Major depressive disorder, recurrent, mild",35207156,depre,"Major depressive disorder, recurrent, mild",Condition,F33.0,Condition,4-char billing code,ICD10CM,4228802,Mild recurrent major depression,Condition,40379007,Disorder,SNOMED
F33.1,ICD10CM,"Major depressive disorder, recurrent, moderate",35207157,depre,"Major depressive disorder, recurrent, moderate",Condition,F33.1,Condition,4-char billing code,ICD10CM,4077577,Moderate recurrent major depression,Condition,18818009,Disorder,SNOMED
F33.2,ICD10CM,"Major depressive disorder, recurrent severe without psychotic features",35207158,depre,"Major depressive disorder, recurrent severe without psychotic features",Condition,F33.2,Condition,4-char billing code,ICD10CM,435220,Severe recurrent major depression without psychotic features,Condition,36474008,Disorder,SNOMED
F33.3,ICD10CM,"Major depressive disorder, recurrent, severe with psychotic symptoms",35207159,depre,"Major depressive disorder, recurrent, severe with psychotic symptoms",Condition,F33.3,Condition,4-char billing code,ICD10CM,434911,"Recurrent major depressive episodes, severe, with psychosis",Condition,191613003,Disorder,SNOMED
F33.40,ICD10CM,"Major depressive disorder, recurrent, in remission, unspecified",45547706,depre,"Major depressive disorder, recurrent, in remission, unspecified",Condition,F33.40,Condition,5-char billing code,ICD10CM,433991,Recurrent major depression in remission,Condition,68019004,Disorder,SNOMED
F33.41,ICD10CM,"Major depressive disorder, recurrent, in partial remission",45552479,depre,"Major depressive disorder, recurrent, in partial remission",Condition,F33.41,Condition,5-char billing code,ICD10CM,4141454,Recurrent major depression in partial remission,Condition,33135002,Disorder,SNOMED
