CUI,CODE,STR,PREFIX_CODE
C0477315,D65-D69,"Coagulation defects, purpura and other hemorrhagic conditions (D65-D69)",D66
C0477315,D65-D69,"Coagulation defects, purpura and other hemorrhagic conditions (D65-D69)",D67
C0477315,D65-D69,"Coagulation defects, purpura and other hemorrhagic conditions (D65-D69)",D68
C0477315,D65-D69,"Coagulation defects, purpura and other hemorrhagic conditions (D65-D69)",D69
C2873809,D70-D77,Other disorders of blood and blood-forming organs (D70-D77),D70
C2873809,D70-D77,Other disorders of blood and blood-forming organs (D70-D77),D71
C2873809,D70-D77,Other disorders of blood and blood-forming organs (D70-D77),D72
C2873809,D70-D77,Other disorders of blood and blood-forming organs (D70-D77),D73
C2873809,D70-D77,Other disorders of blood and blood-forming organs (D70-D77),D74
C2873809,D70-D77,Other disorders of blood and blood-forming organs (D70-D77),D75
C2873809,D70-D77,Other disorders of blood and blood-forming organs (D70-D77),D76
C2873809,D70-D77,Other disorders of blood and blood-forming organs (D70-D77),D77
C2873827,D78-D78,Intraoperative and postprocedural complications of the spleen (D78),D78
C0477322,D80-D89,Certain disorders involving the immune mechanism (D80-D89),D80
C0477322,D80-D89,Certain disorders involving the immune mechanism (D80-D89),D81
C0477322,D80-D89,Certain disorders involving the immune mechanism (D80-D89),D82
C0477322,D80-D89,Certain disorders involving the immune mechanism (D80-D89),D83
C0477322,D80-D89,Certain disorders involving the immune mechanism (D80-D89),D84
C0477322,D80-D89,Certain disorders involving the immune mechanism (D80-D89),D85
C0477322,D80-D89,Certain disorders involving the immune mechanism (D80-D89),D86
C0477322,D80-D89,Certain disorders involving the immune mechanism (D80-D89),D87
C0477322,D80-D89,Certain disorders involving the immune mechanism (D80-D89),D88
C0477322,D80-D89,Certain disorders involving the immune mechanism (D80-D89),D89
C0040128,E00-E07,Disorders of thyroid gland (E00-E07),E00
C0040128,E00-E07,Disorders of thyroid gland (E00-E07),E01
C0040128,E00-E07,Disorders of thyroid gland (E00-E07),E02
C0040128,E00-E07,Disorders of thyroid gland (E00-E07),E03
C0040128,E00-E07,Disorders of thyroid gland (E00-E07),E04
C0040128,E00-E07,Disorders of thyroid gland (E00-E07),E05
C0040128,E00-E07,Disorders of thyroid gland (E00-E07),E06
C0040128,E00-E07,Disorders of thyroid gland (E00-E07),E07
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E00
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E01
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E02
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E03
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E04
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E05
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E06
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E07
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E08
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E09
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E10
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E11
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E12
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E13
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E14
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E15
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E16
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E17
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E18
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E19
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E20
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E21
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E22
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E23
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E24
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E25
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E26
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E27
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E28
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E29
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E30
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E31
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E32
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E33
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E34
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E35
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E36
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E37
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E38
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E39
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E40
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E41
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E42
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E43
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E44
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E45
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E46
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E47
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E48
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E49
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E50
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E51
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E52
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E53
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E54
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E55
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E56
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E57
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E58
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E59
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E60
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E61
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E62
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E63
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E64
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E65
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E66
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E67
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E68
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E69
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E70
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E71
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E72
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E73
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E74
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E75
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E76
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E77
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E78
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E79
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E80
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E81
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E82
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E83
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E84
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E85
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E86
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E87
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E88
C2976854,E00-E89,"Endocrine, nutritional and metabolic diseases (E00-E89)",E89
C0011849,E08-E13,Diabetes mellitus (E08-E13),E08
C0011849,E08-E13,Diabetes mellitus (E08-E13),E09
C0011849,E08-E13,Diabetes mellitus (E08-E13),E10
C0011849,E08-E13,Diabetes mellitus (E08-E13),E11
C0011849,E08-E13,Diabetes mellitus (E08-E13),E12
C0011849,E08-E13,Diabetes mellitus (E08-E13),E13
C0348451,E15-E16,Other disorders of glucose regulation and pancreatic internal secretion (E15-E16),E15
C0348451,E15-E16,Other disorders of glucose regulation and pancreatic internal secretion (E15-E16),E16
C0178257,E20-E35,Disorders of other endocrine glands (E20-E35),E20
C0178257,E20-E35,Disorders of other endocrine glands (E20-E35),E21
C0178257,E20-E35,Disorders of other endocrine glands (E20-E35),E22
C0178257,E20-E35,Disorders of other endocrine glands (E20-E35),E23
C0178257,E20-E35,Disorders of other endocrine glands (E20-E35),E24
C0178257,E20-E35,Disorders of other endocrine glands (E20-E35),E25
C0178257,E20-E35,Disorders of other endocrine glands (E20-E35),E26
C0178257,E20-E35,Disorders of other endocrine glands (E20-E35),E27
C0178257,E20-E35,Disorders of other endocrine glands (E20-E35),E28
C0178257,E20-E35,Disorders of other endocrine glands (E20-E35),E29
C0178257,E20-E35,Disorders of other endocrine glands (E20-E35),E30
C0178257,E20-E35,Disorders of other endocrine glands (E20-E35),E31
C0178257,E20-E35,Disorders of other endocrine glands (E20-E35),E32
C0178257,E20-E35,Disorders of other endocrine glands (E20-E35),E33
C0178257,E20-E35,Disorders of other endocrine glands (E20-E35),E34
C0178257,E20-E35,Disorders of other endocrine glands (E20-E35),E35
C2976862,E36-E36,Intraoperative complications of endocrine system (E36),E36
C0162429,E40-E46,Malnutrition (E40-E46),E40
C0162429,E40-E46,Malnutrition (E40-E46),E41
C0162429,E40-E46,Malnutrition (E40-E46),E42
C0162429,E40-E46,Malnutrition (E40-E46),E43
C0162429,E40-E46,Malnutrition (E40-E46),E44
C0162429,E40-E46,Malnutrition (E40-E46),E45
C0162429,E40-E46,Malnutrition (E40-E46),E46
C0154241,E50-E64,Other nutritional deficiencies (E50-E64),E50
C0154241,E50-E64,Other nutritional deficiencies (E50-E64),E51
C0154241,E50-E64,Other nutritional deficiencies (E50-E64),E52
C0154241,E50-E64,Other nutritional deficiencies (E50-E64),E53
C0154241,E50-E64,Other nutritional deficiencies (E50-E64),E54
C0154241,E50-E64,Other nutritional deficiencies (E50-E64),E55
C0154241,E50-E64,Other nutritional deficiencies (E50-E64),E56
C0154241,E50-E64,Other nutritional deficiencies (E50-E64),E57
C0154241,E50-E64,Other nutritional deficiencies (E50-E64),E58
C0154241,E50-E64,Other nutritional deficiencies (E50-E64),E59
C0154241,E50-E64,Other nutritional deficiencies (E50-E64),E60
C0154241,E50-E64,Other nutritional deficiencies (E50-E64),E61
C0154241,E50-E64,Other nutritional deficiencies (E50-E64),E62
C0154241,E50-E64,Other nutritional deficiencies (E50-E64),E63
C0154241,E50-E64,Other nutritional deficiencies (E50-E64),E64
C1561827,E65-E68,"Overweight, obesity and other hyperalimentation (E65-E68)",E65
C1561827,E65-E68,"Overweight, obesity and other hyperalimentation (E65-E68)",E66
C1561827,E65-E68,"Overweight, obesity and other hyperalimentation (E65-E68)",E67
C1561827,E65-E68,"Overweight, obesity and other hyperalimentation (E65-E68)",E68
C2976863,E70-E88,Metabolic disorders (E70-E88),E70
C2976863,E70-E88,Metabolic disorders (E70-E88),E71
C2976863,E70-E88,Metabolic disorders (E70-E88),E72
C2976863,E70-E88,Metabolic disorders (E70-E88),E73
C2976863,E70-E88,Metabolic disorders (E70-E88),E74
C2976863,E70-E88,Metabolic disorders (E70-E88),E75
C2976863,E70-E88,Metabolic disorders (E70-E88),E76
C2976863,E70-E88,Metabolic disorders (E70-E88),E77
C2976863,E70-E88,Metabolic disorders (E70-E88),E78
C2976863,E70-E88,Metabolic disorders (E70-E88),E79
C2976863,E70-E88,Metabolic disorders (E70-E88),E80
C2976863,E70-E88,Metabolic disorders (E70-E88),E81
C2976863,E70-E88,Metabolic disorders (E70-E88),E82
C2976863,E70-E88,Metabolic disorders (E70-E88),E83
C2976863,E70-E88,Metabolic disorders (E70-E88),E84
C2976863,E70-E88,Metabolic disorders (E70-E88),E85
C2976863,E70-E88,Metabolic disorders (E70-E88),E86
C2976863,E70-E88,Metabolic disorders (E70-E88),E87
C2976863,E70-E88,Metabolic disorders (E70-E88),E88
C2976866,E89-E89,"Postprocedural endocrine and metabolic complications and disorders, not elsewhere classified (E89)",E89
C2874362,F01-F09,Mental disorders due to known physiological conditions (F01-F09),F01
C2874362,F01-F09,Mental disorders due to known physiological conditions (F01-F09),F02
C2874362,F01-F09,Mental disorders due to known physiological conditions (F01-F09),F03
C2874362,F01-F09,Mental disorders due to known physiological conditions (F01-F09),F04
C2874362,F01-F09,Mental disorders due to known physiological conditions (F01-F09),F05
C2874362,F01-F09,Mental disorders due to known physiological conditions (F01-F09),F06
C2874362,F01-F09,Mental disorders due to known physiological conditions (F01-F09),F07
C2874362,F01-F09,Mental disorders due to known physiological conditions (F01-F09),F08
C2874362,F01-F09,Mental disorders due to known physiological conditions (F01-F09),F09
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F01
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F02
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F03
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F04
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F05
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F06
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F07
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F08
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F09
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F10
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F11
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F12
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F13
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F14
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F15
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F16
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F17
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F18
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F19
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F20
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F21
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F22
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F23
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F24
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F25
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F26
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F27
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F28
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F29
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F30
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F31
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F32
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F33
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F34
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F35
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F36
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F37
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F38
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F39
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F40
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F41
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F42
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F43
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F44
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F45
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F46
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F47
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F48
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F49
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F50
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F51
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F52
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F53
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F54
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F55
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F56
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F57
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F58
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F59
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F60
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F61
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F62
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F63
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F64
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F65
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F66
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F67
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F68
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F69
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F70
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F71
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F72
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F73
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F74
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F75
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F76
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F77
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F78
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F79
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F80
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F81
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F82
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F83
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F84
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F85
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F86
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F87
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F88
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F89
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F90
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F91
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F92
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F93
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F94
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F95
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F96
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F97
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F98
C3263949,F01-F99,"Mental, Behavioral and Neurodevelopmental disorders (F01-F99)",F99
C0556008,F10-F19,Mental and behavioral disorders due to psychoactive substance use (F10-F19),F10
C0556008,F10-F19,Mental and behavioral disorders due to psychoactive substance use (F10-F19),F11
C0556008,F10-F19,Mental and behavioral disorders due to psychoactive substance use (F10-F19),F12
C0556008,F10-F19,Mental and behavioral disorders due to psychoactive substance use (F10-F19),F13
C0556008,F10-F19,Mental and behavioral disorders due to psychoactive substance use (F10-F19),F14
C0556008,F10-F19,Mental and behavioral disorders due to psychoactive substance use (F10-F19),F15
C0556008,F10-F19,Mental and behavioral disorders due to psychoactive substance use (F10-F19),F16
C0556008,F10-F19,Mental and behavioral disorders due to psychoactive substance use (F10-F19),F17
C0556008,F10-F19,Mental and behavioral disorders due to psychoactive substance use (F10-F19),F18
C0556008,F10-F19,Mental and behavioral disorders due to psychoactive substance use (F10-F19),F19
C2874857,F20-F29,"Schizophrenia, schizotypal, delusional, and other non-mood psychotic disorders (F20-F29)",F20
C2874857,F20-F29,"Schizophrenia, schizotypal, delusional, and other non-mood psychotic disorders (F20-F29)",F21
C2874857,F20-F29,"Schizophrenia, schizotypal, delusional, and other non-mood psychotic disorders (F20-F29)",F22
C2874857,F20-F29,"Schizophrenia, schizotypal, delusional, and other non-mood psychotic disorders (F20-F29)",F23
C2874857,F20-F29,"Schizophrenia, schizotypal, delusional, and other non-mood psychotic disorders (F20-F29)",F24
C2874857,F20-F29,"Schizophrenia, schizotypal, delusional, and other non-mood psychotic disorders (F20-F29)",F25
C2874857,F20-F29,"Schizophrenia, schizotypal, delusional, and other non-mood psychotic disorders (F20-F29)",F26
C2874857,F20-F29,"Schizophrenia, schizotypal, delusional, and other non-mood psychotic disorders (F20-F29)",F27
C2874857,F20-F29,"Schizophrenia, schizotypal, delusional, and other non-mood psychotic disorders (F20-F29)",F28
C2874857,F20-F29,"Schizophrenia, schizotypal, delusional, and other non-mood psychotic disorders (F20-F29)",F29
C0525045,F30-F39,Mood [affective] disorders (F30-F39),F30
C0525045,F30-F39,Mood [affective] disorders (F30-F39),F31
C0525045,F30-F39,Mood [affective] disorders (F30-F39),F32
C0525045,F30-F39,Mood [affective] disorders (F30-F39),F33
C0525045,F30-F39,Mood [affective] disorders (F30-F39),F34
C0525045,F30-F39,Mood [affective] disorders (F30-F39),F35
C0525045,F30-F39,Mood [affective] disorders (F30-F39),F36
C0525045,F30-F39,Mood [affective] disorders (F30-F39),F37
C0525045,F30-F39,Mood [affective] disorders (F30-F39),F38
C0525045,F30-F39,Mood [affective] disorders (F30-F39),F39
C2874935,F40-F48,"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders (F40-F48)",F40
C2874935,F40-F48,"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders (F40-F48)",F41
C2874935,F40-F48,"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders (F40-F48)",F42
C2874935,F40-F48,"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders (F40-F48)",F43
C2874935,F40-F48,"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders (F40-F48)",F44
C2874935,F40-F48,"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders (F40-F48)",F45
C2874935,F40-F48,"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders (F40-F48)",F46
C2874935,F40-F48,"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders (F40-F48)",F47
C2874935,F40-F48,"Anxiety, dissociative, stress-related, somatoform and other nonpsychotic mental disorders (F40-F48)",F48
C0349251,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors (F50-F59),F50
C0349251,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors (F50-F59),F51
C0349251,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors (F50-F59),F52
C0349251,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors (F50-F59),F53
C0349251,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors (F50-F59),F54
C0349251,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors (F50-F59),F55
C0349251,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors (F50-F59),F56
