CUI,CODE,STR,PREFIX_CODE
C0178238,A00-A09,Intestinal infectious diseases (A00-A09),A00
C0178238,A00-A09,Intestinal infectious diseases (A00-A09),A01
C0178238,A00-A09,Intestinal infectious diseases (A00-A09),A02
C0178238,A00-A09,Intestinal infectious diseases (A00-A09),A03
C0178238,A00-A09,Intestinal infectious diseases (A00-A09),A04
C0178238,A00-A09,Intestinal infectious diseases (A00-A09),A05
C0178238,A00-A09,Intestinal infectious diseases (A00-A09),A06
C0178238,A00-A09,Intestinal infectious diseases (A00-A09),A07
C0178238,A00-A09,Intestinal infectious diseases (A00-A09),A08
C0178238,A00-A09,Intestinal infectious diseases (A00-A09),A09
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A00
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A01
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A02
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A03
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A04
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A05
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A06
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A07
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A08
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A09
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A10
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A11
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A12
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A13
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A14
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A15
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A16
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A17
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A18
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A19
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A20
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A21
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A22
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A23
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A24
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A25
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A26
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A27
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A28
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A29
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A30
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A31
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A32
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A33
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A34
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A35
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A36
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A37
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A38
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A39
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A40
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A41
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A42
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A43
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A44
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A45
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A46
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A47
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A48
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A49
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A50
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A51
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A52
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A53
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A54
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A55
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A56
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A57
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A58
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A59
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A60
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A61
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A62
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A63
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A64
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A65
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A66
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A67
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A68
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A69
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A70
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A71
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A72
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A73
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A74
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A75
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A76
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A77
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A78
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A79
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A80
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A81
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A82
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A83
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A84
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A85
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A86
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A87
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A88
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A89
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A90
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A91
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A92
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A93
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A94
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A95
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A96
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A97
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A98
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),A99
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B00
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B01
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B02
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B03
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B04
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B05
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B06
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B07
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B08
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B09
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B10
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B11
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B12
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B13
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B14
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B15
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B16
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B17
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B18
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B19
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B20
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B21
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B22
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B23
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B24
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B25
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B26
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B27
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B28
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B29
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B30
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B31
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B32
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B33
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B34
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B35
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B36
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B37
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B38
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B39
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B40
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B41
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B42
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B43
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B44
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B45
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B46
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B47
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B48
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B49
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B50
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B51
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B52
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B53
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B54
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B55
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B56
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B57
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B58
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B59
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B60
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B61
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B62
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B63
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B64
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B65
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B66
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B67
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B68
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B69
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B70
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B71
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B72
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B73
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B74
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B75
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B76
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B77
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B78
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B79
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B80
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B81
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B82
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B83
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B84
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B85
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B86
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B87
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B88
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B89
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B90
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B91
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B92
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B93
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B94
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B95
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B96
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B97
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B98
C0694449,A00-B99,Certain infectious and parasitic diseases (A00-B99),B99
C0041296,A15-A19,Tuberculosis (A15-A19),A15
C0041296,A15-A19,Tuberculosis (A15-A19),A16
C0041296,A15-A19,Tuberculosis (A15-A19),A17
C0041296,A15-A19,Tuberculosis (A15-A19),A18
C0041296,A15-A19,Tuberculosis (A15-A19),A19
C0348110,A20-A28,Certain zoonotic bacterial diseases (A20-A28),A20
C0348110,A20-A28,Certain zoonotic bacterial diseases (A20-A28),A21
C0348110,A20-A28,Certain zoonotic bacterial diseases (A20-A28),A22
C0348110,A20-A28,Certain zoonotic bacterial diseases (A20-A28),A23
C0348110,A20-A28,Certain zoonotic bacterial diseases (A20-A28),A24
C0348110,A20-A28,Certain zoonotic bacterial diseases (A20-A28),A25
C0348110,A20-A28,Certain zoonotic bacterial diseases (A20-A28),A26
C0348110,A20-A28,Certain zoonotic bacterial diseases (A20-A28),A27
C0348110,A20-A28,Certain zoonotic bacterial diseases (A20-A28),A28
C2939130,A30-A49,Other bacterial diseases (A30-A49),A30
C2939130,A30-A49,Other bacterial diseases (A30-A49),A31
C2939130,A30-A49,Other bacterial diseases (A30-A49),A32
C2939130,A30-A49,Other bacterial diseases (A30-A49),A33
C2939130,A30-A49,Other bacterial diseases (A30-A49),A34
C2939130,A30-A49,Other bacterial diseases (A30-A49),A35
C2939130,A30-A49,Other bacterial diseases (A30-A49),A36
C2939130,A30-A49,Other bacterial diseases (A30-A49),A37
C2939130,A30-A49,Other bacterial diseases (A30-A49),A38
C2939130,A30-A49,Other bacterial diseases (A30-A49),A39
C2939130,A30-A49,Other bacterial diseases (A30-A49),A40
C2939130,A30-A49,Other bacterial diseases (A30-A49),A41
C2939130,A30-A49,Other bacterial diseases (A30-A49),A42
C2939130,A30-A49,Other bacterial diseases (A30-A49),A43
C2939130,A30-A49,Other bacterial diseases (A30-A49),A44
C2939130,A30-A49,Other bacterial diseases (A30-A49),A45
C2939130,A30-A49,Other bacterial diseases (A30-A49),A46
C2939130,A30-A49,Other bacterial diseases (A30-A49),A47
C2939130,A30-A49,Other bacterial diseases (A30-A49),A48
C2939130,A30-A49,Other bacterial diseases (A30-A49),A49
C0036916,A50-A64,Infections with a predominantly sexual mode of transmission (A50-A64),A50
C0036916,A50-A64,Infections with a predominantly sexual mode of transmission (A50-A64),A51
C0036916,A50-A64,Infections with a predominantly sexual mode of transmission (A50-A64),A52
C0036916,A50-A64,Infections with a predominantly sexual mode of transmission (A50-A64),A53
C0036916,A50-A64,Infections with a predominantly sexual mode of transmission (A50-A64),A54
C0036916,A50-A64,Infections with a predominantly sexual mode of transmission (A50-A64),A55
C0036916,A50-A64,Infections with a predominantly sexual mode of transmission (A50-A64),A56
C0036916,A50-A64,Infections with a predominantly sexual mode of transmission (A50-A64),A57
C0036916,A50-A64,Infections with a predominantly sexual mode of transmission (A50-A64),A58
C0036916,A50-A64,Infections with a predominantly sexual mode of transmission (A50-A64),A59
C0036916,A50-A64,Infections with a predominantly sexual mode of transmission (A50-A64),A60
C0036916,A50-A64,Infections with a predominantly sexual mode of transmission (A50-A64),A61
C0036916,A50-A64,Infections with a predominantly sexual mode of transmission (A50-A64),A62
C0036916,A50-A64,Infections with a predominantly sexual mode of transmission (A50-A64),A63
C0036916,A50-A64,Infections with a predominantly sexual mode of transmission (A50-A64),A64
C0178244,A65-A69,Other spirochetal diseases (A65-A69),A65
C0178244,A65-A69,Other spirochetal diseases (A65-A69),A66
C0178244,A65-A69,Other spirochetal diseases (A65-A69),A67
C0178244,A65-A69,Other spirochetal diseases (A65-A69),A68
C0178244,A65-A69,Other spirochetal diseases (A65-A69),A69
C0348161,A70-A74,Other diseases caused by chlamydiae (A70-A74),A70
C0348161,A70-A74,Other diseases caused by chlamydiae (A70-A74),A71
C0348161,A70-A74,Other diseases caused by chlamydiae (A70-A74),A72
C0348161,A70-A74,Other diseases caused by chlamydiae (A70-A74),A73
C0348161,A70-A74,Other diseases caused by chlamydiae (A70-A74),A74
C0035585,A75-A79,Rickettsioses (A75-A79),A75
C0035585,A75-A79,Rickettsioses (A75-A79),A76
C0035585,A75-A79,Rickettsioses (A75-A79),A77
C0035585,A75-A79,Rickettsioses (A75-A79),A78
C0035585,A75-A79,Rickettsioses (A75-A79),A79
C2900446,A80-A89,Viral and prion infections of the central nervous system (A80-A89),A80
C2900446,A80-A89,Viral and prion infections of the central nervous system (A80-A89),A81
C2900446,A80-A89,Viral and prion infections of the central nervous system (A80-A89),A82
C2900446,A80-A89,Viral and prion infections of the central nervous system (A80-A89),A83
C2900446,A80-A89,Viral and prion infections of the central nervous system (A80-A89),A84
C2900446,A80-A89,Viral and prion infections of the central nervous system (A80-A89),A85
C2900446,A80-A89,Viral and prion infections of the central nervous system (A80-A89),A86
C2900446,A80-A89,Viral and prion infections of the central nervous system (A80-A89),A87
C2900446,A80-A89,Viral and prion infections of the central nervous system (A80-A89),A88
C2900446,A80-A89,Viral and prion infections of the central nervous system (A80-A89),A89
C0348175,A90-A99,Arthropod-borne viral fevers and viral hemorrhagic fevers (A90-A99),A90
C0348175,A90-A99,Arthropod-borne viral fevers and viral hemorrhagic fevers (A90-A99),A91
C0348175,A90-A99,Arthropod-borne viral fevers and viral hemorrhagic fevers (A90-A99),A92
C0348175,A90-A99,Arthropod-borne viral fevers and viral hemorrhagic fevers (A90-A99),A93
C0348175,A90-A99,Arthropod-borne viral fevers and viral hemorrhagic fevers (A90-A99),A94
C0348175,A90-A99,Arthropod-borne viral fevers and viral hemorrhagic fevers (A90-A99),A95
C0348175,A90-A99,Arthropod-borne viral fevers and viral hemorrhagic fevers (A90-A99),A96
C0348175,A90-A99,Arthropod-borne viral fevers and viral hemorrhagic fevers (A90-A99),A97
C0348175,A90-A99,Arthropod-borne viral fevers and viral hemorrhagic fevers (A90-A99),A98
C0348175,A90-A99,Arthropod-borne viral fevers and viral hemorrhagic fevers (A90-A99),A99
C0348184,B00-B09,Viral infections characterized by skin and mucous membrane lesions (B00-B09),B00
C0348184,B00-B09,Viral infections characterized by skin and mucous membrane lesions (B00-B09),B01
C0348184,B00-B09,Viral infections characterized by skin and mucous membrane lesions (B00-B09),B02
C0348184,B00-B09,Viral infections characterized by skin and mucous membrane lesions (B00-B09),B03
C0348184,B00-B09,Viral infections characterized by skin and mucous membrane lesions (B00-B09),B04
C0348184,B00-B09,Viral infections characterized by skin and mucous membrane lesions (B00-B09),B05
C0348184,B00-B09,Viral infections characterized by skin and mucous membrane lesions (B00-B09),B06
C0348184,B00-B09,Viral infections characterized by skin and mucous membrane lesions (B00-B09),B07
C0348184,B00-B09,Viral infections characterized by skin and mucous membrane lesions (B00-B09),B08
C0348184,B00-B09,Viral infections characterized by skin and mucous membrane lesions (B00-B09),B09
C1955628,B10-B10,Other human herpesviruses (B10),B10
C0042721,B15-B19,Viral hepatitis (B15-B19),B15
C0042721,B15-B19,Viral hepatitis (B15-B19),B16
C0042721,B15-B19,Viral hepatitis (B15-B19),B17
C0042721,B15-B19,Viral hepatitis (B15-B19),B18
C0042721,B15-B19,Viral hepatitis (B15-B19),B19
C0019693,B20-B20,Human immunodeficiency virus [HIV] disease (B20),B20
C0348217,B25-B34,Other viral diseases (B25-B34),B25
C0348217,B25-B34,Other viral diseases (B25-B34),B26
C0348217,B25-B34,Other viral diseases (B25-B34),B27
C0348217,B25-B34,Other viral diseases (B25-B34),B28
C0348217,B25-B34,Other viral diseases (B25-B34),B29
C0348217,B25-B34,Other viral diseases (B25-B34),B30
C0348217,B25-B34,Other viral diseases (B25-B34),B31
C0348217,B25-B34,Other viral diseases (B25-B34),B32
C0348217,B25-B34,Other viral diseases (B25-B34),B33
C0348217,B25-B34,Other viral diseases (B25-B34),B34
C0026946,B35-B49,Mycoses (B35-B49),B35
C0026946,B35-B49,Mycoses (B35-B49),B36
C0026946,B35-B49,Mycoses (B35-B49),B37
C0026946,B35-B49,Mycoses (B35-B49),B38
C0026946,B35-B49,Mycoses (B35-B49),B39
C0026946,B35-B49,Mycoses (B35-B49),B40
C0026946,B35-B49,Mycoses (B35-B49),B41
C0026946,B35-B49,Mycoses (B35-B49),B42
C0026946,B35-B49,Mycoses (B35-B49),B43
C0026946,B35-B49,Mycoses (B35-B49),B44
C0026946,B35-B49,Mycoses (B35-B49),B45
C0026946,B35-B49,Mycoses (B35-B49),B46
C0026946,B35-B49,Mycoses (B35-B49),B47
C0026946,B35-B49,Mycoses (B35-B49),B48
C0026946,B35-B49,Mycoses (B35-B49),B49
C0033740,B50-B64,Protozoal diseases (B50-B64),B50
C0033740,B50-B64,Protozoal diseases (B50-B64),B51
C0033740,B50-B64,Protozoal diseases (B50-B64),B52
C0033740,B50-B64,Protozoal diseases (B50-B64),B53
C0033740,B50-B64,Protozoal diseases (B50-B64),B54
C0033740,B50-B64,Protozoal diseases (B50-B64),B55
C0033740,B50-B64,Protozoal diseases (B50-B64),B56
C0033740,B50-B64,Protozoal diseases (B50-B64),B57
C0033740,B50-B64,Protozoal diseases (B50-B64),B58
C0033740,B50-B64,Protozoal diseases (B50-B64),B59
C0033740,B50-B64,Protozoal diseases (B50-B64),B60
C0033740,B50-B64,Protozoal diseases (B50-B64),B61
C0033740,B50-B64,Protozoal diseases (B50-B64),B62
C0033740,B50-B64,Protozoal diseases (B50-B64),B63
C0033740,B50-B64,Protozoal diseases (B50-B64),B64
C0018889,B65-B83,Helminthiases (B65-B83),B65
C0018889,B65-B83,Helminthiases (B65-B83),B66
C0018889,B65-B83,Helminthiases (B65-B83),B67
C0018889,B65-B83,Helminthiases (B65-B83),B68
C0018889,B65-B83,Helminthiases (B65-B83),B69
C0018889,B65-B83,Helminthiases (B65-B83),B70
C0018889,B65-B83,Helminthiases (B65-B83),B71
C0018889,B65-B83,Helminthiases (B65-B83),B72
C0018889,B65-B83,Helminthiases (B65-B83),B73
C0018889,B65-B83,Helminthiases (B65-B83),B74
C0018889,B65-B83,Helminthiases (B65-B83),B75
C0018889,B65-B83,Helminthiases (B65-B83),B76
C0018889,B65-B83,Helminthiases (B65-B83),B77
C0018889,B65-B83,Helminthiases (B65-B83),B78
C0018889,B65-B83,Helminthiases (B65-B83),B79
C0018889,B65-B83,Helminthiases (B65-B83),B80
C0018889,B65-B83,Helminthiases (B65-B83),B81
C0018889,B65-B83,Helminthiases (B65-B83),B82
C0018889,B65-B83,Helminthiases (B65-B83),B83
C0348290,B85-B89,"Pediculosis, acariasis and other infestations (B85-B89)",B85
C0348290,B85-B89,"Pediculosis, acariasis and other infestations (B85-B89)",B86
C0348290,B85-B89,"Pediculosis, acariasis and other infestations (B85-B89)",B87
C0348290,B85-B89,"Pediculosis, acariasis and other infestations (B85-B89)",B88
C0348290,B85-B89,"Pediculosis, acariasis and other infestations (B85-B89)",B89
C0348296,B90-B94,Sequelae of infectious and parasitic diseases (B90-B94),B90
C0348296,B90-B94,Sequelae of infectious and parasitic diseases (B90-B94),B91
C0348296,B90-B94,Sequelae of infectious and parasitic diseases (B90-B94),B92
C0348296,B90-B94,Sequelae of infectious and parasitic diseases (B90-B94),B93
C0348296,B90-B94,Sequelae of infectious and parasitic diseases (B90-B94),B94
C2833793,B95-B97,Bacterial and viral infectious agents (B95-B97),B95
C2833793,B95-B97,Bacterial and viral infectious agents (B95-B97),B96
C2833793,B95-B97,Bacterial and viral infectious agents (B95-B97),B97
C0497442,B99-B99,Other infectious diseases (B99),B99
C0178247,C00-C14,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",C00
C0178247,C00-C14,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",C01
C0178247,C00-C14,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",C02
C0178247,C00-C14,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",C03
C0178247,C00-C14,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",C04
C0178247,C00-C14,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",C05
C0178247,C00-C14,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",C06
C0178247,C00-C14,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",C07
C0178247,C00-C14,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",C08
C0178247,C00-C14,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",C09
C0178247,C00-C14,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",C10
C0178247,C00-C14,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",C11
C0178247,C00-C14,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",C12
C0178247,C00-C14,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",C13
C0178247,C00-C14,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",C14
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C00
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C01
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C02
