code,code_type,description,concept_id,code_class
I69.228,ICD10CM,Other speech and language deficits following other nontraumatic intracranial hemorrhage,45601059,cevd
I69.231,ICD10CM,Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting right dominant side,45572107,cevd
I69.251,ICD10CM,Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting right dominant side,45538408,cevd
I69.292,ICD10CM,Facial weakness following other nontraumatic intracranial hemorrhage,45533475,cevd
I69.392,ICD10CM,Facial weakness following cerebral infarction,45548049,cevd
I69.863,ICD10CM,Other paralytic syndrome following other cerebrovascular disease affecting right non-dominant side,45552821,cevd
I69.928,ICD10CM,Other speech and language deficits following unspecified cerebrovascular disease,45572115,cevd
I69.941,ICD10CM,Monoplegia of lower limb following unspecified cerebrovascular disease affecting right dominant side,45548055,cevd
I69.949,ICD10CM,Monoplegia of lower limb following unspecified cerebrovascular disease affecting unspecified side,45533481,cevd
I69.951,ICD10CM,Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting right dominant side,45538418,cevd
I69.992,ICD10CM,Facial weakness following unspecified cerebrovascular disease,45562383,cevd
I67.841,ICD10CM,Reversible cerebrovascular vasoconstriction syndrome,45538403,cevd
I67.848,ICD10CM,Other cerebrovascular vasospasm and vasoconstriction,45567192,cevd
I63.233,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of bilateral carotid arteries,37200501,cevd
I63.543,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of bilateral cerebellar arteries,37200513,cevd
I69.013,ICD10CM,Psychomotor deficit following nontraumatic subarachnoid hemorrhage,37200517,cevd
I69.310,ICD10CM,Attention and concentration deficit following cerebral infarction,37200538,cevd
I69.312,ICD10CM,Visuospatial deficit and spatial neglect following cerebral infarction,37200540,cevd
I69.810,ICD10CM,Attention and concentration deficit following other cerebrovascular disease,37200546,cevd
I69.918,ICD10CM,Other symptoms and signs involving cognitive functions following unspecified cerebrovascular disease,37200560,cevd
I69.919,ICD10CM,Unspecified symptoms and signs involving cognitive functions following unspecified cerebrovascular disease,37200561,cevd
I63.81,ICD10CM,Other cerebral infarction due to occlusion or stenosis of small artery,1595597,cevd
I65.1,ICD10CM,Occlusion and stenosis of basilar artery,35207822,cevd
I63.29,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of other precerebral arteries,45548027,cevd
G46.3,ICD10CM,Brain stem stroke syndrome,35207403,cevd
G45.1,ICD10CM,Carotid artery syndrome (hemispheric),35207394,cevd
I62.01,ICD10CM,Nontraumatic acute subdural hemorrhage,45557548,cevd
I60.30,ICD10CM,Nontraumatic subarachnoid hemorrhage from unspecified posterior communicating artery,45538389,cevd
I60.6,ICD10CM,Nontraumatic subarachnoid hemorrhage from other intracranial arteries,35207804,cevd
I62.03,ICD10CM,Nontraumatic chronic subdural hemorrhage,45557549,cevd
I63.211,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of right vertebral artery,45572098,cevd
I63.219,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of unspecified vertebral artery,45548026,cevd
I63.232,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of left carotid arteries,45562365,cevd
I63.331,ICD10CM,Cerebral infarction due to thrombosis of right posterior cerebral artery,45576887,cevd
I63.431,ICD10CM,Cerebral infarction due to embolism of right posterior cerebral artery,45548029,cevd
I63.49,ICD10CM,Cerebral infarction due to embolism of other cerebral artery,45601045,cevd
I63.512,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of left middle cerebral artery,45586595,cevd
I63.539,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of unspecified posterior cerebral artery,45586597,cevd
I65.02,ICD10CM,Occlusion and stenosis of left vertebral artery,45591477,cevd
I69.023,ICD10CM,Fluency disorder following nontraumatic subarachnoid hemorrhage,45543194,cevd
I69.028,ICD10CM,Other speech and language deficits following nontraumatic subarachnoid hemorrhage,45581788,cevd
I69.049,ICD10CM,Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting unspecified side,45552812,cevd
I69.054,ICD10CM,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left non-dominant side,45605814,cevd
I69.090,ICD10CM,Apraxia following nontraumatic subarachnoid hemorrhage,45576893,cevd
I69.092,ICD10CM,Facial weakness following nontraumatic subarachnoid hemorrhage,45557558,cevd
I69.122,ICD10CM,Dysarthria following nontraumatic intracerebral hemorrhage,45552813,cevd
I69.144,ICD10CM,Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting left non-dominant side,45548043,cevd
I69.162,ICD10CM,Other paralytic syndrome following nontraumatic intracerebral hemorrhage affecting left dominant side,45548044,cevd
I69.163,ICD10CM,Other paralytic syndrome following nontraumatic intracerebral hemorrhage affecting right non-dominant side,45538407,cevd
I69.193,ICD10CM,Ataxia following nontraumatic intracerebral hemorrhage,45586605,cevd
I69.20,ICD10CM,Unspecified sequelae of other nontraumatic intracranial hemorrhage,45533472,cevd
I69.233,ICD10CM,Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting right non-dominant side,45581791,cevd
I69.234,ICD10CM,Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting left non-dominant side,45533473,cevd
I69.243,ICD10CM,Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting right non-dominant side,45591488,cevd
I69.261,ICD10CM,Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting right dominant side,45605820,cevd
I69.290,ICD10CM,Apraxia following other nontraumatic intracranial hemorrhage,45538411,cevd
I69.320,ICD10CM,Aphasia following cerebral infarction,45548047,cevd
I69.331,ICD10CM,Monoplegia of upper limb following cerebral infarction affecting right dominant side,45533478,cevd
I69.332,ICD10CM,Monoplegia of upper limb following cerebral infarction affecting left dominant side,45562378,cevd
I69.361,ICD10CM,Other paralytic syndrome following cerebral infarction affecting right dominant side,45533480,cevd
I69.364,ICD10CM,Other paralytic syndrome following cerebral infarction affecting left non-dominant side,45557563,cevd
I69.841,ICD10CM,Monoplegia of lower limb following other cerebrovascular disease affecting right dominant side,45572113,cevd
I69.853,ICD10CM,Hemiplegia and hemiparesis following other cerebrovascular disease affecting right non-dominant side,45596224,cevd
I69.892,ICD10CM,Facial weakness following other cerebrovascular disease,45601063,cevd
I69.90,ICD10CM,Unspecified sequelae of unspecified cerebrovascular disease,45596225,cevd
I69.922,ICD10CM,Dysarthria following unspecified cerebrovascular disease,45567203,cevd
I69.942,ICD10CM,Monoplegia of lower limb following unspecified cerebrovascular disease affecting left dominant side,45538417,cevd
I63.033,ICD10CM,Cerebral infarction due to thrombosis of bilateral carotid arteries,37200497,cevd
I63.423,ICD10CM,Cerebral infarction due to embolism of bilateral anterior cerebral arteries,37200507,cevd
I69.014,ICD10CM,Frontal lobe and executive function deficit following nontraumatic subarachnoid hemorrhage,37200518,cevd
I69.015,ICD10CM,Cognitive social or emotional deficit following nontraumatic subarachnoid hemorrhage,37200519,cevd
I69.019,ICD10CM,Unspecified symptoms and signs involving cognitive functions following nontraumatic subarachnoid hemorrhage,37200521,cevd
I69.112,ICD10CM,Visuospatial deficit and spatial neglect following nontraumatic intracerebral hemorrhage,37200524,cevd
I69.118,ICD10CM,Other symptoms and signs involving cognitive functions following nontraumatic intracerebral hemorrhage,37200528,cevd
I69.315,ICD10CM,Cognitive social or emotional deficit following cerebral infarction,37200543,cevd
I69.818,ICD10CM,Other symptoms and signs involving cognitive functions following other cerebrovascular disease,37200552,cevd
G45.9,ICD10CM,"Transient cerebral ischemic attack, unspecified",35207399,cevd
G46.2,ICD10CM,Posterior cerebral artery syndrome,35207402,cevd
G45.8,ICD10CM,Other transient cerebral ischemic attacks and related syndromes,35207398,cevd
I66.9,ICD10CM,Occlusion and stenosis of unspecified cerebral artery,35207827,cevd
I67.7,ICD10CM,"Cerebral arteritis, not elsewhere classified",35207835,cevd
I67.82,ICD10CM,Cerebral ischemia,45581787,cevd
I62.1,ICD10CM,Nontraumatic extradural hemorrhage,35207817,cevd
I61.1,ICD10CM,"Nontraumatic intracerebral hemorrhage in hemisphere, cortical",35207809,cevd
H34.01,ICD10CM,"Transient retinal artery occlusion, right eye",45596068,cevd
H34.02,ICD10CM,"Transient retinal artery occlusion, left eye",45576728,cevd
I60.10,ICD10CM,Nontraumatic subarachnoid hemorrhage from unspecified middle cerebral artery,45538388,cevd
I60.32,ICD10CM,Nontraumatic subarachnoid hemorrhage from left posterior communicating artery,45562359,cevd
I61.5,ICD10CM,"Nontraumatic intracerebral hemorrhage, intraventricular",35207813,cevd
I61.8,ICD10CM,Other nontraumatic intracerebral hemorrhage,35207815,cevd
I63.012,ICD10CM,Cerebral infarction due to thrombosis of left vertebral artery,45533462,cevd
I63.032,ICD10CM,Cerebral infarction due to thrombosis of left carotid artery,45562363,cevd
I63.039,ICD10CM,Cerebral infarction due to thrombosis of unspecified carotid artery,45538394,cevd
I63.10,ICD10CM,Cerebral infarction due to embolism of unspecified precerebral artery,45567187,cevd
I63.139,ICD10CM,Cerebral infarction due to embolism of unspecified carotid artery,45576884,cevd
I63.19,ICD10CM,Cerebral infarction due to embolism of other precerebral artery,45605806,cevd
I63.30,ICD10CM,Cerebral infarction due to thrombosis of unspecified cerebral artery,45591474,cevd
I63.329,ICD10CM,Cerebral infarction due to thrombosis of unspecified anterior cerebral artery,45543188,cevd
I63.339,ICD10CM,Cerebral infarction due to thrombosis of unspecified posterior cerebral artery,45567189,cevd
I63.341,ICD10CM,Cerebral infarction due to thrombosis of right cerebellar artery,45586593,cevd
I66.01,ICD10CM,Occlusion and stenosis of right middle cerebral artery,45581785,cevd
I66.02,ICD10CM,Occlusion and stenosis of left middle cerebral artery,45557557,cevd
I66.03,ICD10CM,Occlusion and stenosis of bilateral middle cerebral arteries,45533466,cevd
I66.29,ICD10CM,Occlusion and stenosis of unspecified posterior cerebral artery,45596217,cevd
I69.044,ICD10CM,Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting left non-dominant side,45591483,cevd
I69.051,ICD10CM,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right dominant side,45562373,cevd
I69.065,ICD10CM,"Other paralytic syndrome following nontraumatic subarachnoid hemorrhage, bilateral",45562374,cevd
I69.132,ICD10CM,Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting left dominant side,45548041,cevd
I69.149,ICD10CM,Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting unspecified side,45591485,cevd
I69.151,ICD10CM,Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting right dominant side,45538405,cevd
I69.190,ICD10CM,Apraxia following nontraumatic intracerebral hemorrhage,45548045,cevd
I69.222,ICD10CM,Dysarthria following other nontraumatic intracranial hemorrhage,45548046,cevd
I69.249,ICD10CM,Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting unspecified side,45586608,cevd
I69.253,ICD10CM,Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting right non-dominant side,45533474,cevd
I69.265,ICD10CM,"Other paralytic syndrome following other nontraumatic intracranial hemorrhage, bilateral",45538410,cevd
I69.321,ICD10CM,Dysphasia following cerebral infarction,45533477,cevd
I69.334,ICD10CM,Monoplegia of upper limb following cerebral infarction affecting left non-dominant side,45538413,cevd
I69.365,ICD10CM,"Other paralytic syndrome following cerebral infarction, bilateral",45552817,cevd
I69.839,ICD10CM,Monoplegia of upper limb following other cerebrovascular disease affecting unspecified side,45581795,cevd
I69.854,ICD10CM,Hemiplegia and hemiparesis following other cerebrovascular disease affecting left non-dominant side,45591492,cevd
I69.923,ICD10CM,Fluency disorder following unspecified cerebrovascular disease,45572114,cevd
I69.931,ICD10CM,Monoplegia of upper limb following unspecified cerebrovascular disease affecting right dominant side,45557566,cevd
I69.962,ICD10CM,Other paralytic syndrome following unspecified cerebrovascular disease affecting left dominant side,45581796,cevd
I69.963,ICD10CM,Other paralytic syndrome following unspecified cerebrovascular disease affecting right non-dominant side,45605826,cevd
I69.990,ICD10CM,Apraxia following unspecified cerebrovascular disease,45557567,cevd
I69.991,ICD10CM,Dysphagia following unspecified cerebrovascular disease,45581797,cevd
I67.83,ICD10CM,Posterior reversible encephalopathy syndrome,45562371,cevd
I61.9,ICD10CM,"Nontraumatic intracerebral hemorrhage, unspecified",35207816,cevd
I63.323,ICD10CM,Cerebral infarction due to thrombosis of bilateral anterior cerebral arteries,37200503,cevd
I63.343,ICD10CM,Cerebral infarction due to thrombosis of bilateral cerebellar arteries,37200505,cevd
I69.111,ICD10CM,Memory deficit following nontraumatic intracerebral hemorrhage,37200523,cevd
I69.213,ICD10CM,Psychomotor deficit following other nontraumatic intracranial hemorrhage,37200533,cevd
I69.314,ICD10CM,Frontal lobe and executive function deficit following cerebral infarction,37200542,cevd
I69.813,ICD10CM,Psychomotor deficit following other cerebrovascular disease,37200549,cevd
I69.814,ICD10CM,Frontal lobe and executive function deficit following other cerebrovascular disease,37200550,cevd
I67.858,ICD10CM,Other hereditary cerebrovascular disease,1595601,cevd
I63.89,ICD10CM,Other cerebral infarction,1595598,cevd
I68.2,ICD10CM,Cerebral arteritis in other diseases classified elsewhere,35207839,cevd
I67.0,ICD10CM,"Dissection of cerebral arteries, nonruptured",35207828,cevd
G46.7,ICD10CM,Other lacunar syndromes,35207407,cevd
I67.850,ICD10CM,Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy,1595600,cevd
I60.9,ICD10CM,"Nontraumatic subarachnoid hemorrhage, unspecified",35207807,cevd
I60.11,ICD10CM,Nontraumatic subarachnoid hemorrhage from right middle cerebral artery,45552799,cevd
I60.52,ICD10CM,Nontraumatic subarachnoid hemorrhage from left vertebral artery,45543185,cevd
I63.019,ICD10CM,Cerebral infarction due to thrombosis of unspecified vertebral artery,45562362,cevd
I63.02,ICD10CM,Cerebral infarction due to thrombosis of basilar artery,45552801,cevd
I63.212,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of left vertebral artery,45576885,cevd
I63.342,ICD10CM,Cerebral infarction due to thrombosis of left cerebellar artery,45543189,cevd
I63.429,ICD10CM,Cerebral infarction due to embolism of unspecified anterior cerebral artery,45596214,cevd
I63.519,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of unspecified middle cerebral artery,45601046,cevd
I63.59,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery,45601047,cevd
I66.12,ICD10CM,Occlusion and stenosis of left anterior cerebral artery,45572102,cevd
I66.22,ICD10CM,Occlusion and stenosis of left posterior cerebral artery,45567191,cevd
I69.064,ICD10CM,Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting left non-dominant side,45601055,cevd
I69.098,ICD10CM,Other sequelae following nontraumatic subarachnoid hemorrhage,45601056,cevd
I69.134,ICD10CM,Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting left non-dominant side,45576894,cevd
I69.153,ICD10CM,Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting right non-dominant side,45562376,cevd
I69.169,ICD10CM,Other paralytic syndrome following nontraumatic intracerebral hemorrhage affecting unspecified side,45572106,cevd
I69.232,ICD10CM,Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting left dominant side,45552814,cevd
I69.241,ICD10CM,Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting right dominant side,45591487,cevd
I69.259,ICD10CM,Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting unspecified side,45576896,cevd
I69.322,ICD10CM,Dysarthria following cerebral infarction,45538412,cevd
I69.328,ICD10CM,Other speech and language deficits following cerebral infarction,45557562,cevd
I69.351,ICD10CM,Hemiplegia and hemiparesis following cerebral infarction affecting right dominant side,45591489,cevd
I69.390,ICD10CM,Apraxia following cerebral infarction,45562379,cevd
I69.828,ICD10CM,Other speech and language deficits following other cerebrovascular disease,45543204,cevd
I69.834,ICD10CM,Monoplegia of upper limb following other cerebrovascular disease affecting left non-dominant side,45548050,cevd
I69.843,ICD10CM,Monoplegia of lower limb following other cerebrovascular disease affecting right non-dominant side,45562380,cevd
I69.844,ICD10CM,Monoplegia of lower limb following other cerebrovascular disease affecting left non-dominant side,45552819,cevd
I69.852,ICD10CM,Hemiplegia and hemiparesis following other cerebrovascular disease affecting left dominant side,45567200,cevd
I69.859,ICD10CM,Hemiplegia and hemiparesis following other cerebrovascular disease affecting unspecified side,45576900,cevd
I69.864,ICD10CM,Other paralytic syndrome following other cerebrovascular disease affecting left non-dominant side,45543207,cevd
I69.943,ICD10CM,Monoplegia of lower limb following unspecified cerebrovascular disease affecting right non-dominant side,45596228,cevd
I69.953,ICD10CM,Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting right non-dominant side,45601064,cevd
I69.954,ICD10CM,Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting left non-dominant side,45567205,cevd
I69.959,ICD10CM,Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting unspecified side,45538419,cevd
I69.965,ICD10CM,"Other paralytic syndrome following unspecified cerebrovascular disease, bilateral",45605827,cevd
I63.213,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of bilateral vertebral arteries,37200500,cevd
I63.443,ICD10CM,Cerebral infarction due to embolism of bilateral cerebellar arteries,37200509,cevd
I63.513,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of bilateral middle cerebral arteries,37200510,cevd
I69.010,ICD10CM,Attention and concentration deficit following nontraumatic subarachnoid hemorrhage,37200514,cevd
I69.113,ICD10CM,Psychomotor deficit following nontraumatic intracerebral hemorrhage,37200525,cevd
I69.114,ICD10CM,Frontal lobe and executive function deficit following nontraumatic intracerebral hemorrhage,37200526,cevd
I69.210,ICD10CM,Attention and concentration deficit following other nontraumatic intracranial hemorrhage,37200530,cevd
I69.211,ICD10CM,Memory deficit following other nontraumatic intracranial hemorrhage,37200531,cevd
I69.212,ICD10CM,Visuospatial deficit and spatial neglect following other nontraumatic intracranial hemorrhage,37200532,cevd
I69.214,ICD10CM,Frontal lobe and executive function deficit following other nontraumatic intracranial hemorrhage,37200534,cevd
I69.218,ICD10CM,Other symptoms and signs involving cognitive functions following other nontraumatic intracranial hemorrhage,37200536,cevd
I69.219,ICD10CM,Unspecified symptoms and signs involving cognitive functions following other nontraumatic intracranial hemorrhage,37200537,cevd
I69.311,ICD10CM,Memory deficit following cerebral infarction,37200539,cevd
I69.812,ICD10CM,Visuospatial deficit and spatial neglect following other cerebrovascular disease,37200548,cevd
I69.911,ICD10CM,Memory deficit following unspecified cerebrovascular disease,37200555,cevd
I67.2,ICD10CM,Cerebral atherosclerosis,35207830,cevd
G45.3,ICD10CM,Amaurosis fugax,35207396,cevd
I62.00,ICD10CM,"Nontraumatic subdural hemorrhage, unspecified",45538392,cevd
I65.8,ICD10CM,Occlusion and stenosis of other precerebral arteries,35207823,cevd
I67.89,ICD10CM,Other cerebrovascular disease,45576890,cevd
G46.1,ICD10CM,Anterior cerebral artery syndrome,35207401,cevd
G46.8,ICD10CM,Other vascular syndromes of brain in cerebrovascular diseases,35207408,cevd
I60.00,ICD10CM,Nontraumatic subarachnoid hemorrhage from unspecified carotid siphon and bifurcation,45605800,cevd
I60.4,ICD10CM,Nontraumatic subarachnoid hemorrhage from basilar artery,35207803,cevd
I61.6,ICD10CM,"Nontraumatic intracerebral hemorrhage, multiple localized",35207814,cevd
I63.00,ICD10CM,Cerebral infarction due to thrombosis of unspecified precerebral artery,45601041,cevd
I63.031,ICD10CM,Cerebral infarction due to thrombosis of right carotid artery,45581781,cevd
I63.111,ICD10CM,Cerebral infarction due to embolism of right vertebral artery,45538395,cevd
I63.112,ICD10CM,Cerebral infarction due to embolism of left vertebral artery,45557551,cevd
I63.311,ICD10CM,Cerebral infarction due to thrombosis of right middle cerebral artery,45557552,cevd
I63.411,ICD10CM,Cerebral infarction due to embolism of right middle cerebral artery,45562367,cevd
I63.439,ICD10CM,Cerebral infarction due to embolism of unspecified posterior cerebral artery,45581783,cevd
I63.522,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of left anterior cerebral artery,45533464,cevd
I65.09,ICD10CM,Occlusion and stenosis of unspecified vertebral artery,45552807,cevd
I66.19,ICD10CM,Occlusion and stenosis of unspecified anterior cerebral artery,45601051,cevd
I66.21,ICD10CM,Occlusion and stenosis of right posterior cerebral artery,45601052,cevd
I69.034,ICD10CM,Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting left non-dominant side,45591482,cevd
I69.039,ICD10CM,Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting unspecified side,45576892,cevd
I69.041,ICD10CM,Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting right dominant side,45548037,cevd
I69.052,ICD10CM,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left dominant side,45543196,cevd
I69.053,ICD10CM,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right non-dominant side,45591484,cevd
I69.091,ICD10CM,Dysphagia following nontraumatic subarachnoid hemorrhage,45543197,cevd
I69.123,ICD10CM,Fluency disorder following nontraumatic intracerebral hemorrhage,45548040,cevd
I69.128,ICD10CM,Other speech and language deficits following nontraumatic intracerebral hemorrhage,45605816,cevd
I69.131,ICD10CM,Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting right dominant side,45605817,cevd
I69.133,ICD10CM,Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting right non-dominant side,45601057,cevd
I69.142,ICD10CM,Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting left dominant side,45548042,cevd
I69.254,ICD10CM,Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting left non-dominant side,45567197,cevd
I69.262,ICD10CM,Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting left dominant side,45543200,cevd
I69.263,ICD10CM,Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting right non-dominant side,45586609,cevd
I69.264,ICD10CM,Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting left non-dominant side,45552815,cevd
I69.291,ICD10CM,Dysphagia following other nontraumatic intracranial hemorrhage,45572109,cevd
I69.323,ICD10CM,Fluency disorder following cerebral infarction,45581794,cevd
I69.333,ICD10CM,Monoplegia of upper limb following cerebral infarction affecting right non-dominant side,45576898,cevd
I69.339,ICD10CM,Monoplegia of upper limb following cerebral infarction affecting unspecified side,45576899,cevd
I69.341,ICD10CM,Monoplegia of lower limb following cerebral infarction affecting right dominant side,45548048,cevd
I69.363,ICD10CM,Other paralytic syndrome following cerebral infarction affecting right non-dominant side,45572112,cevd
I69.391,ICD10CM,Dysphagia following cerebral infarction,45557564,cevd
I69.393,ICD10CM,Ataxia following cerebral infarction,45605822,cevd
I69.842,ICD10CM,Monoplegia of lower limb following other cerebrovascular disease affecting left dominant side,45591491,cevd
I69.890,ICD10CM,Apraxia following other cerebrovascular disease,45567201,cevd
I69.920,ICD10CM,Aphasia following unspecified cerebrovascular disease,45562381,cevd
I69.932,ICD10CM,Monoplegia of upper limb following unspecified cerebrovascular disease affecting left dominant side,45596227,cevd
I69.939,ICD10CM,Monoplegia of upper limb following unspecified cerebrovascular disease affecting unspecified side,45567204,cevd
I69.944,ICD10CM,Monoplegia of lower limb following unspecified cerebrovascular disease affecting left non-dominant side,45576901,cevd
I69.961,ICD10CM,Other paralytic syndrome following unspecified cerebrovascular disease affecting right dominant side,45533482,cevd
I69.993,ICD10CM,Ataxia following unspecified cerebrovascular disease,45567206,cevd
I63.523,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of bilateral anterior cerebral arteries,37200511,cevd
I69.313,ICD10CM,Psychomotor deficit following cerebral infarction,37200541,cevd
I69.319,ICD10CM,Unspecified symptoms and signs involving cognitive functions following cerebral infarction,37200545,cevd
I69.819,ICD10CM,Unspecified symptoms and signs involving cognitive functions following other cerebrovascular disease,37200553,cevd
I67.9,ICD10CM,"Cerebrovascular disease, unspecified",35207837,cevd
G45.0,ICD10CM,Vertebro-basilar artery syndrome,35207393,cevd
I67.4,ICD10CM,Hypertensive encephalopathy,35207832,cevd
G46.4,ICD10CM,Cerebellar stroke syndrome,35207404,cevd
H34.03,ICD10CM,"Transient retinal artery occlusion, bilateral",45538259,cevd
I60.12,ICD10CM,Nontraumatic subarachnoid hemorrhage from left middle cerebral artery,45533460,cevd
I63.231,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of right carotid arteries,45601043,cevd
I63.239,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of unspecified carotid artery,45543187,cevd
I63.332,ICD10CM,Cerebral infarction due to thrombosis of left posterior cerebral artery,45596213,cevd
I63.39,ICD10CM,Cerebral infarction due to thrombosis of other cerebral artery,45576888,cevd
I63.412,ICD10CM,Cerebral infarction due to embolism of left middle cerebral artery,45586594,cevd
I63.432,ICD10CM,Cerebral infarction due to embolism of left posterior cerebral artery,45548030,cevd
I63.531,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of right posterior cerebral artery,45586596,cevd
I63.541,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of right cerebellar artery,45581784,cevd
I63.549,ICD10CM,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebellar artery,45591476,cevd
I65.01,ICD10CM,Occlusion and stenosis of right vertebral artery,45586598,cevd
I65.29,ICD10CM,Occlusion and stenosis of unspecified carotid artery,45601050,cevd
I66.13,ICD10CM,Occlusion and stenosis of bilateral anterior cerebral arteries,45552809,cevd
I69.031,ICD10CM,Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting right dominant side,45543195,cevd
I69.033,ICD10CM,Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting right non-dominant side,45586602,cevd
I69.042,ICD10CM,Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting left dominant side,45548038,cevd
I69.061,ICD10CM,Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting right dominant side,45567194,cevd
I69.063,ICD10CM,Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting right non-dominant side,45533470,cevd
I69.120,ICD10CM,Aphasia following nontraumatic intracerebral hemorrhage,45557559,cevd
I69.121,ICD10CM,Dysphasia following nontraumatic intracerebral hemorrhage,45548039,cevd
I69.141,ICD10CM,Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting right dominant side,45581789,cevd
I69.191,ICD10CM,Dysphagia following nontraumatic intracerebral hemorrhage,45601058,cevd
I69.192,ICD10CM,Facial weakness following nontraumatic intracerebral hemorrhage,45567196,cevd
I69.220,ICD10CM,Aphasia following other nontraumatic intracranial hemorrhage,45605819,cevd
I69.221,ICD10CM,Dysphasia following other nontraumatic intracranial hemorrhage,45586607,cevd
I69.242,ICD10CM,Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting left dominant side,45581792,cevd
I69.244,ICD10CM,Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting left non-dominant side,45581793,cevd
I69.298,ICD10CM,Other sequelae of other nontraumatic intracranial hemorrhage,45557561,cevd
I69.352,ICD10CM,Hemiplegia and hemiparesis following cerebral infarction affecting left dominant side,45543201,cevd
I69.398,ICD10CM,Other sequelae of cerebral infarction,45596223,cevd
I69.823,ICD10CM,Fluency disorder following other cerebrovascular disease,45552818,cevd
I69.831,ICD10CM,Monoplegia of upper limb following other cerebrovascular disease affecting right dominant side,45543205,cevd
I69.833,ICD10CM,Monoplegia of upper limb following other cerebrovascular disease affecting right non-dominant side,45605824,cevd
I69.849,ICD10CM,Monoplegia of lower limb following other cerebrovascular disease affecting unspecified side,45552820,cevd
I69.861,ICD10CM,Other paralytic syndrome following other cerebrovascular disease affecting right dominant side,45543206,cevd
I69.891,ICD10CM,Dysphagia following other cerebrovascular disease,45538416,cevd
