CUI,LAT,TS,LUI,STT,SUI,ISPREF,AUI,SAUI,SCUI,SDUI,SAB,TTY,CODE,STR,SRL,SUPPRESS,CVF,dummy,STYs,PREFIX_CODE,ICD10CMCode,concept_code,concept_id,domain_id
C2856594,ENG,P,L9408783,PF,S11628615,N,A17793788,,,S72.021J,ICD10CM,PT,S72.021J,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",4,N,,,['Injury or Poisoning'],S72,S72021J,S72.021J,45554997,Condition
C2856604,ENG,P,L9337312,PF,S11628587,N,A17832373,,,S72.022B,ICD10CM,PT,S72.022B,"Displaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for open fracture type I or II",4,N,,,['Injury or Poisoning'],S72,S72022B,S72.022B,45579107,Condition
C2856616,ENG,P,L9357678,PF,S11628595,N,A17832376,,,S72.022Q,ICD10CM,PT,S72.022Q,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with malunion",4,N,,,['Injury or Poisoning'],S72,S72022Q,S72.022Q,45579108,Condition
C2856617,ENG,P,L9388508,PF,S11628599,N,A17857639,,,S72.022R,ICD10CM,PT,S72.022R,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",4,N,,,['Injury or Poisoning'],S72,S72022R,S72.022R,45593664,Condition
C2856622,ENG,P,L9357680,PF,S11628622,Y,A17845103,,,S72.023C,ICD10CM,PT,S72.023C,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",4,N,,,['Injury or Poisoning'],S72,S72023C,S72.023C,45588789,Condition
C2856627,ENG,P,L9408785,PF,S11628628,Y,A17793794,,,S72.023H,ICD10CM,PT,S72.023H,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing",4,N,,,['Injury or Poisoning'],S72,S72023H,S72.023H,45579110,Condition
C2856640,ENG,P,L9350210,PF,S11651894,N,A17845104,,,S72.024D,ICD10CM,PT,S72.024D,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for closed fracture with routine healing",4,N,,,['Injury or Poisoning'],S72,S72024D,S72.024D,45588792,Condition
C2856642,ENG,P,L9411618,PF,S11651902,N,A17832378,,,S72.024F,ICD10CM,PT,S72.024F,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",4,N,,,['Injury or Poisoning'],S72,S72024F,S72.024F,45579111,Condition
C2856646,ENG,P,L9350209,PF,S11651893,N,A17793797,,,S72.024K,ICD10CM,PT,S72.024K,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for closed fracture with nonunion",4,N,,,['Injury or Poisoning'],S72,S72024K,S72.024K,45535760,Condition
C2856652,ENG,P,L9411613,PF,S11651890,N,A17832379,,,S72.024S,ICD10CM,PT,S72.024S,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, sequela",4,N,,,['Injury or Poisoning'],S72,S72024S,S72.024S,45540597,Condition
C2856654,ENG,P,L9391173,PF,S11651870,N,A17870499,,,S72.025A,ICD10CM,PT,S72.025A,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S72,S72025A,S72.025A,45574338,Condition
C2856665,ENG,P,L9350207,PF,S11651884,N,A17781125,,,S72.025N,ICD10CM,PT,S72.025N,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",4,N,,,['Injury or Poisoning'],S72,S72025N,S72.025N,45588795,Condition
C2856691,ENG,P,L9357955,PF,S11630837,Y,A17857647,,,S72.031B,ICD10CM,PT,S72.031B,"Displaced midcervical fracture of right femur, initial encounter for open fracture type I or II",4,N,,,['Injury or Poisoning'],S72,S72031B,S72.031B,45603335,Condition
C2856703,ENG,P,L9337572,PF,S11630845,N,A17819563,,,S72.031Q,ICD10CM,PT,S72.031Q,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with malunion",4,N,,,['Injury or Poisoning'],S72,S72031Q,S72.031Q,45588796,Condition
C2856707,ENG,P,L9398850,PF,S11630819,N,A17806710,,,S72.032A,ICD10CM,PT,S72.032A,"Displaced midcervical fracture of left femur, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S72,S72032A,S72.032A,45559739,Condition
C2856709,ENG,P,L9357950,PF,S11630821,N,A17806711,,,S72.032C,ICD10CM,PT,S72.032C,"Displaced midcervical fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",4,N,,,['Injury or Poisoning'],S72,S72032C,S72.032C,45564594,Condition
C2856712,ENG,P,L9398853,PF,S11630834,N,A17793804,,,S72.032F,ICD10CM,PT,S72.032F,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",4,N,,,['Injury or Poisoning'],S72,S72032F,S72.032F,45555003,Condition
C2856721,ENG,P,L9398852,PF,S11630832,N,A17857650,,,S72.032R,ICD10CM,PT,S72.032R,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",4,N,,,['Injury or Poisoning'],S72,S72032R,S72.032R,45540604,Condition
C2856743,ENG,P,L9391458,PF,S11654145,N,A17832393,,,S72.034C,ICD10CM,PT,S72.034C,"Nondisplaced midcervical fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",4,N,,,['Injury or Poisoning'],S72,S72034C,S72.034C,45593669,Condition
C2856759,ENG,P,L9371118,PF,S11654127,N,A17845112,,,S72.035B,ICD10CM,PT,S72.035B,"Nondisplaced midcervical fracture of left femur, initial encounter for open fracture type I or II",4,N,,,['Injury or Poisoning'],S72,S72035B,S72.035B,45598512,Condition
C2856776,ENG,P,L9391460,PF,S11654161,N,A17819574,,,S72.036B,ICD10CM,PT,S72.036B,"Nondisplaced midcervical fracture of unspecified femur, initial encounter for open fracture type I or II",4,N,,,['Injury or Poisoning'],S72,S72036B,S72.036B,45598514,Condition
C2856777,ENG,P,L9411920,PF,S11654162,Y,A17857655,,,S72.036C,ICD10CM,PT,S72.036C,"Nondisplaced midcervical fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",4,N,,,['Injury or Poisoning'],S72,S72036C,S72.036C,45564599,Condition
C2856781,ENG,P,L9391461,PF,S11654164,N,A17870516,,,S72.036G,ICD10CM,PT,S72.036G,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing",4,N,,,['Injury or Poisoning'],S72,S72036G,S72.036G,45579122,Condition
C2856787,ENG,P,L9360755,PF,S11654165,Y,A17806721,,,S72.036P,ICD10CM,PT,S72.036P,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with malunion",4,N,,,['Injury or Poisoning'],S72,S72036P,S72.036P,45583954,Condition
C2856789,ENG,P,L9381377,PF,S11654173,N,A17845116,,,S72.036R,ICD10CM,PT,S72.036R,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",4,N,,,['Injury or Poisoning'],S72,S72036R,S72.036R,45583955,Condition
C2856790,ENG,P,L9360754,PF,S11654163,Y,A17857657,,,S72.036S,ICD10CM,PT,S72.036S,"Nondisplaced midcervical fracture of unspecified femur, sequela",4,N,,,['Injury or Poisoning'],S72,S72036S,S72.036S,45569432,Condition
C2856818,ENG,P,L9337249,PF,S11628101,N,A17870523,,,S72.042J,ICD10CM,PT,S72.042J,"Displaced fracture of base of neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",4,N,,,['Injury or Poisoning'],S72,S72042J,S72.042J,45603344,Condition
C2856829,ENG,P,L9367981,PF,S11628125,N,A17781142,,,S72.043C,ICD10CM,PT,S72.043C,"Displaced fracture of base of neck of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",4,N,,,['Injury or Poisoning'],S72,S72043C,S72.043C,45535775,Condition
C2856835,ENG,P,L9378319,PF,S11628135,N,A17781143,,,S72.043J,ICD10CM,PT,S72.043J,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",4,N,,,['Injury or Poisoning'],S72,S72043J,S72.043J,45535776,Condition
C2856856,ENG,P,L9360421,PF,S11651395,Y,A17806730,,,S72.044P,ICD10CM,PT,S72.044P,"Nondisplaced fracture of base of neck of right femur, subsequent encounter for closed fracture with malunion",4,N,,,['Injury or Poisoning'],S72,S72044P,S72.044P,45588805,Condition
C2856879,ENG,P,L9350135,PF,S11651408,Y,A17781149,,,S72.046B,ICD10CM,PT,S72.046B,"Nondisplaced fracture of base of neck of unspecified femur, initial encounter for open fracture type I or II",4,N,,,['Injury or Poisoning'],S72,S72046B,S72.046B,45564605,Condition
C2856881,ENG,P,L9381038,PF,S11651414,N,A17806733,,,S72.046D,ICD10CM,PT,S72.046D,"Nondisplaced fracture of base of neck of unspecified femur, subsequent encounter for closed fracture with routine healing",4,N,,,['Injury or Poisoning'],S72,S72046D,S72.046D,45540611,Condition
C2856897,ENG,P,L9344495,PF,S11689170,Y,A17781152,,,S72.051B,ICD10CM,PT,S72.051B,"Unspecified fracture of head of right femur, initial encounter for open fracture type I or II",4,N,,,['Injury or Poisoning'],S72,S72051B,S72.051B,45579128,Condition
C2856898,ENG,P,L9405738,PF,S11689171,Y,A17870538,,,S72.051C,ICD10CM,PT,S72.051C,"Unspecified fracture of head of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",4,N,,,['Injury or Poisoning'],S72,S72051C,S72.051C,45550218,Condition
C2856909,ENG,P,L9354683,PF,S11689178,Y,A17857668,,,S72.051Q,ICD10CM,PT,S72.051Q,"Unspecified fracture of head of right femur, subsequent encounter for open fracture type I or II with malunion",4,N,,,['Injury or Poisoning'],S72,S72051Q,S72.051Q,45603353,Condition
C2856932,ENG,P,L9354685,PF,S11689188,Y,A17793832,,,S72.059C,ICD10CM,PT,S72.059C,"Unspecified fracture of head of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",4,N,,,['Injury or Poisoning'],S72,S72059C,S72.059C,45545432,Condition
C2856943,ENG,P,L9385553,PF,S11689195,Y,A17806742,,,S72.059Q,ICD10CM,PT,S72.059Q,"Unspecified fracture of head of unspecified femur, subsequent encounter for open fracture type I or II with malunion",4,N,,,['Injury or Poisoning'],S72,S72059Q,S72.059Q,45574353,Condition
C2856951,ENG,P,L9408624,PF,S11627280,Y,A17832417,,,S72.061D,ICD10CM,PT,S72.061D,"Displaced articular fracture of head of right femur, subsequent encounter for closed fracture with routine healing",4,N,,,['Injury or Poisoning'],S72,S72061D,S72.061D,45550220,Condition
C2856958,ENG,P,L9378210,PF,S11627283,N,A17819600,,,S72.061M,ICD10CM,PT,S72.061M,"Displaced articular fracture of head of right femur, subsequent encounter for open fracture type I or II with nonunion",4,N,,,['Injury or Poisoning'],S72,S72061M,S72.061M,45574354,Condition
C2856959,ENG,P,L9378212,PF,S11627287,N,A17857674,,,S72.061N,ICD10CM,PT,S72.061N,"Displaced articular fracture of head of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",4,N,,,['Injury or Poisoning'],S72,S72061N,S72.061N,45598520,Condition
C2856967,ENG,P,L9357519,PF,S11627258,Y,A17819602,,,S72.062C,ICD10CM,PT,S72.062C,"Displaced articular fracture of head of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",4,N,,,['Injury or Poisoning'],S72,S72062C,S72.062C,45559754,Condition
C2856968,ENG,P,L9337143,PF,S11627263,Y,A17793839,,,S72.062D,ICD10CM,PT,S72.062D,"Displaced articular fracture of head of left femur, subsequent encounter for closed fracture with routine healing",4,N,,,['Injury or Poisoning'],S72,S72062D,S72.062D,45545435,Condition
C2856972,ENG,P,L9398381,PF,S11627264,N,A17793840,,,S72.062H,ICD10CM,PT,S72.062H,"Displaced articular fracture of head of left femur, subsequent encounter for open fracture type I or II with delayed healing",4,N,,,['Injury or Poisoning'],S72,S72062H,S72.062H,45574355,Condition
C2856977,ENG,P,L9367874,PF,S11627261,Y,A17793841,,,S72.062P,ICD10CM,PT,S72.062P,"Displaced articular fracture of head of left femur, subsequent encounter for closed fracture with malunion",4,N,,,['Injury or Poisoning'],S72,S72062P,S72.062P,45545436,Condition
C2856995,ENG,P,L9388346,PF,S11627299,N,A17870549,,,S72.063Q,ICD10CM,PT,S72.063Q,"Displaced articular fracture of head of unspecified femur, subsequent encounter for open fracture type I or II with malunion",4,N,,,['Injury or Poisoning'],S72,S72063Q,S72.063Q,45608126,Condition
C2857009,ENG,P,L9411453,PF,S11650567,N,A17857680,,,S72.064M,ICD10CM,PT,S72.064M,"Nondisplaced articular fracture of head of right femur, subsequent encounter for open fracture type I or II with nonunion",4,N,,,['Injury or Poisoning'],S72,S72064M,S72.064M,45593686,Condition
C2857010,ENG,P,L9370667,PF,S11650571,N,A17793845,,,S72.064N,ICD10CM,PT,S72.064N,"Nondisplaced articular fracture of head of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",4,N,,,['Injury or Poisoning'],S72,S72064N,S72.064N,45574357,Condition
C2857017,ENG,P,L9350034,PF,S11650541,Y,A17832422,,,S72.065B,ICD10CM,PT,S72.065B,"Nondisplaced articular fracture of head of left femur, initial encounter for open fracture type I or II",4,N,,,['Injury or Poisoning'],S72,S72065B,S72.065B,45588816,Condition
C2857020,ENG,P,L9401084,PF,S11650551,N,A17845145,,,S72.065E,ICD10CM,PT,S72.065E,"Nondisplaced articular fracture of head of left femur, subsequent encounter for open fracture type I or II with routine healing",4,N,,,['Injury or Poisoning'],S72,S72065E,S72.065E,45603360,Condition
C2857025,ENG,P,L9339876,PF,S11650546,Y,A17806755,,,S72.065K,ICD10CM,PT,S72.065K,"Nondisplaced articular fracture of head of left femur, subsequent encounter for closed fracture with nonunion",4,N,,,['Injury or Poisoning'],S72,S72065K,S72.065K,45559756,Condition
C2857042,ENG,P,L9411456,PF,S11650580,N,A17806758,,,S72.066K,ICD10CM,PT,S72.066K,"Nondisplaced articular fracture of head of unspecified femur, subsequent encounter for closed fracture with nonunion",4,N,,,['Injury or Poisoning'],S72,S72066K,S72.066K,45559758,Condition
C2857068,ENG,P,L9402168,PF,S11659394,Y,A17857690,,,S72.092A,ICD10CM,PT,S72.092A,"Other fracture of head and neck of left femur, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S72,S72092A,S72.092A,45603363,Condition
C2857080,ENG,P,L9382048,PF,S11659399,Y,A17793851,,,S72.092P,ICD10CM,PT,S72.092P,"Other fracture of head and neck of left femur, subsequent encounter for closed fracture with malunion",4,N,,,['Injury or Poisoning'],S72,S72092P,S72.092P,45593690,Condition
C2857082,ENG,P,L9412539,PF,S11659407,Y,A17832433,,,S72.092R,ICD10CM,PT,S72.092R,"Other fracture of head and neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",4,N,,,['Injury or Poisoning'],S72,S72092R,S72.092R,45555029,Condition
C2857086,ENG,P,L9371766,PF,S11659429,Y,A17806763,,,S72.099B,ICD10CM,PT,S72.099B,"Other fracture of head and neck of unspecified femur, initial encounter for open fracture type I or II",4,N,,,['Injury or Poisoning'],S72,S72099B,S72.099B,45555030,Condition
C2857091,ENG,P,L9402173,PF,S11659432,Y,A17819615,,,S72.099G,ICD10CM,PT,S72.099G,"Other fracture of head and neck of unspecified femur, subsequent encounter for closed fracture with delayed healing",4,N,,,['Injury or Poisoning'],S72,S72099G,S72.099G,45593691,Condition
C2857097,ENG,P,L9392030,PF,S11659433,Y,A17819618,,,S72.099P,ICD10CM,PT,S72.099P,"Other fracture of head and neck of unspecified femur, subsequent encounter for closed fracture with malunion",4,N,,,['Injury or Poisoning'],S72,S72099P,S72.099P,45583970,Condition
C2857112,ENG,P,L9355418,PF,S11695154,Y,A17819622,,,S72.101K,ICD10CM,PT,S72.101K,"Unspecified trochanteric fracture of right femur, subsequent encounter for closed fracture with nonunion",4,N,,,['Injury or Poisoning'],S72,S72101K,S72.101K,45583971,Condition
C2857114,ENG,P,L9365792,PF,S11695162,Y,A17870564,,,S72.101N,ICD10CM,PT,S72.101N,"Unspecified trochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",4,N,,,['Injury or Poisoning'],S72,S72101N,S72.101N,45593692,Condition
C2857120,ENG,P,L9386245,PF,S11695131,Y,A17832435,,,S72.102A,ICD10CM,PT,S72.102A,"Unspecified trochanteric fracture of left femur, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S72,S72102A,S72.102A,45550230,Condition
C2857122,ENG,P,L9345169,PF,S11695133,Y,A17819623,,,S72.102C,ICD10CM,PT,S72.102C,"Unspecified trochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",4,N,,,['Injury or Poisoning'],S72,S72102C,S72.102C,45588820,Condition
C2857128,ENG,P,L9376105,PF,S11695143,Y,A17819625,,,S72.102J,ICD10CM,PT,S72.102J,"Unspecified trochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",4,N,,,['Injury or Poisoning'],S72,S72102J,S72.102J,45555033,Condition
C2857139,ENG,P,L9406486,PF,S11695167,Y,A17832437,,,S72.109C,ICD10CM,PT,S72.109C,"Unspecified trochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",4,N,,,['Injury or Poisoning'],S72,S72109C,S72.109C,45545449,Condition
C2857146,ENG,P,L9376108,PF,S11695171,Y,A17793866,,,S72.109K,ICD10CM,PT,S72.109K,"Unspecified trochanteric fracture of unspecified femur, subsequent encounter for closed fracture with nonunion",4,N,,,['Injury or Poisoning'],S72,S72109K,S72.109K,45535792,Condition
C2857147,ENG,P,L9376110,PF,S11695175,Y,A17870569,,,S72.109M,ICD10CM,PT,S72.109M,"Unspecified trochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",4,N,,,['Injury or Poisoning'],S72,S72109M,S72.109M,45608135,Condition
C2857188,ENG,P,L9368068,PF,S11628767,N,A17806772,,,S72.113A,ICD10CM,PT,S72.113A,"Displaced fracture of greater trochanter of unspecified femur, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S72,S72113A,S72.113A,45593696,Condition
C2857209,ENG,P,L9411636,PF,S11652045,N,A17793873,,,S72.114E,ICD10CM,PT,S72.114E,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type I or II with routine healing",4,N,,,['Injury or Poisoning'],S72,S72114E,S72.114E,45588826,Condition
C2857229,ENG,P,L9391189,PF,S11652025,N,A17793878,,,S72.115H,ICD10CM,PT,S72.115H,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type I or II with delayed healing",4,N,,,['Injury or Poisoning'],S72,S72115H,S72.115H,45535802,Condition
C2857230,ENG,P,L9360489,PF,S11652029,N,A17870585,,,S72.115J,ICD10CM,PT,S72.115J,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",4,N,,,['Injury or Poisoning'],S72,S72115J,S72.115J,45574367,Condition
C2857252,ENG,P,L9391191,PF,S11652060,N,A17832451,,,S72.116Q,ICD10CM,PT,S72.116Q,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with malunion",4,N,,,['Injury or Poisoning'],S72,S72116Q,S72.116Q,45569454,Condition
C2857253,ENG,P,L9350241,PF,S11652064,N,A17793882,,,S72.116R,ICD10CM,PT,S72.116R,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",4,N,,,['Injury or Poisoning'],S72,S72116R,S72.116R,45535804,Condition
C2857260,ENG,P,L9388592,PF,S11629224,N,A17781187,,,S72.121D,ICD10CM,PT,S72.121D,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for closed fracture with routine healing",4,N,,,['Injury or Poisoning'],S72,S72121D,S72.121D,45579147,Condition
