code,code_type,description,concept_id,code_class
F10.150,ICD10CM,Alcohol abuse with alcohol-induced psychotic disorder with delusions,45600692,alcohol
F10.229,ICD10CM,"Alcohol dependence with intoxication, unspecified",45538007,alcohol
F10.231,ICD10CM,Alcohol dependence with withdrawal delirium,45552431,alcohol
F10.239,ICD10CM,"Alcohol dependence with withdrawal, unspecified",45533065,alcohol
F10.259,ICD10CM,"Alcohol dependence with alcohol-induced psychotic disorder, unspecified",45571708,alcohol
F10.981,ICD10CM,"Alcohol use, unspecified with alcohol-induced sexual dysfunction",45538009,alcohol
T51.0X1D,ICD10CM,"Toxic effect of ethanol, accidental (unintentional), subsequent encounter",45536867,alcohol
T51.1X2A,ICD10CM,"Toxic effect of methanol, intentional self-harm, initial encounter",45580251,alcohol
T51.3X1S,ICD10CM,"Toxic effect of fusel oil, accidental (unintentional), sequela",45580253,alcohol
T51.3X3S,ICD10CM,"Toxic effect of fusel oil, assault, sequela",45599577,alcohol
T51.3X4A,ICD10CM,"Toxic effect of fusel oil, undetermined, initial encounter",45589893,alcohol
T51.8X1A,ICD10CM,"Toxic effect of other alcohols, accidental (unintentional), initial encounter",45604396,alcohol
T51.8X1D,ICD10CM,"Toxic effect of other alcohols, accidental (unintentional), subsequent encounter",45575403,alcohol
T51.8X2D,ICD10CM,"Toxic effect of other alcohols, intentional self-harm, subsequent encounter",45589894,alcohol
F10.131,ICD10CM,Alcohol abuse with withdrawal delirium,725273,alcohol
F10.139,ICD10CM,"Alcohol abuse with withdrawal, unspecified",725275,alcohol
F10.930,ICD10CM,"Alcohol use, unspecified with withdrawal, uncomplicated",725277,alcohol
F12.11,ICD10CM,"Cannabis abuse, in remission",1326499,drug
F11.21,ICD10CM,"Opioid dependence, in remission",45605459,drug
F11.19,ICD10CM,Opioid abuse with unspecified opioid-induced disorder,45576500,drug
F11.288,ICD10CM,Opioid dependence with other opioid-induced disorder,45566785,drug
F11.90,ICD10CM,"Opioid use, unspecified, uncomplicated",45586196,drug
F12.120,ICD10CM,"Cannabis abuse with intoxication, uncomplicated",45547676,drug
F12.151,ICD10CM,Cannabis abuse with psychotic disorder with hallucinations,45581413,drug
F12.250,ICD10CM,Cannabis dependence with psychotic disorder with delusions,45571721,drug
F12.288,ICD10CM,Cannabis dependence with other cannabis-induced disorder,45576502,drug
F12.921,ICD10CM,"Cannabis use, unspecified with intoxication delirium",45595862,drug
F12.951,ICD10CM,"Cannabis use, unspecified with psychotic disorder with hallucinations",45533071,drug
F12.99,ICD10CM,"Cannabis use, unspecified with unspecified cannabis-induced disorder",45591101,drug
F13.120,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with intoxication, uncomplicated",45552436,drug
F13.129,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with intoxication, unspecified",45562011,drug
F13.182,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced sleep disorder",45552437,drug
F13.280,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced anxiety disorder",45562013,drug
F13.920,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with intoxication, uncomplicated",45542805,drug
F13.932,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal with perceptual disturbances",45538027,drug
F13.939,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal, unspecified",45566797,drug
F13.980,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced anxiety disorder",45562015,drug
F14.129,ICD10CM,"Cocaine abuse with intoxication, unspecified",45586207,drug
F14.182,ICD10CM,Cocaine abuse with cocaine-induced sleep disorder,45557170,drug
F14.251,ICD10CM,Cocaine dependence with cocaine-induced psychotic disorder with hallucinations,45600708,drug
F14.282,ICD10CM,Cocaine dependence with cocaine-induced sleep disorder,45542807,drug
F14.29,ICD10CM,Cocaine dependence with unspecified cocaine-induced disorder,45566800,drug
F15.221,ICD10CM,Other stimulant dependence with intoxication delirium,45595877,drug
F15.288,ICD10CM,Other stimulant dependence with other stimulant-induced disorder,45557178,drug
F15.90,ICD10CM,"Other stimulant use, unspecified, uncomplicated",45538038,drug
F15.982,ICD10CM,"Other stimulant use, unspecified with stimulant-induced sleep disorder",45586214,drug
F16.20,ICD10CM,"Hallucinogen dependence, uncomplicated",45576519,drug
F16.283,ICD10CM,Hallucinogen dependence with hallucinogen persisting perception disorder (flashbacks),45595880,drug
F16.951,ICD10CM,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder with hallucinations",45542820,drug
F16.959,ICD10CM,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder, unspecified",45571738,drug
F16.988,ICD10CM,"Hallucinogen use, unspecified with other hallucinogen-induced disorder",45538045,drug
F18.121,ICD10CM,Inhalant abuse with intoxication delirium,45538048,drug
F18.921,ICD10CM,"Inhalant use, unspecified with intoxication with delirium",45600724,drug
F18.959,ICD10CM,"Inhalant use, unspecified with inhalant-induced psychotic disorder, unspecified",45605481,drug
F19.10,ICD10CM,"Other psychoactive substance abuse, uncomplicated",45533088,drug
F19.19,ICD10CM,Other psychoactive substance abuse with unspecified psychoactive substance-induced disorder,45566819,drug
F19.20,ICD10CM,"Other psychoactive substance dependence, uncomplicated",45542830,drug
F19.259,ICD10CM,"Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder, unspecified",45562032,drug
F19.26,ICD10CM,Other psychoactive substance dependence with psychoactive substance-induced persisting amnestic disorder,45542833,drug
F19.90,ICD10CM,"Other psychoactive substance use, unspecified, uncomplicated",45552463,drug
F19.950,ICD10CM,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder with delusions",45566828,drug
F19.982,ICD10CM,"Other psychoactive substance use, unspecified with psychoactive substance-induced sleep disorder",45542834,drug
F15.13,ICD10CM,Other stimulant abuse with withdrawal,725290,drug
F14.21,ICD10CM,"Cocaine dependence, in remission",45581425,drug
F16.21,ICD10CM,"Hallucinogen dependence, in remission",45571734,drug
F18.11,ICD10CM,"Inhalant abuse, in remission",1326504,drug
F18.21,ICD10CM,"Inhalant dependence, in remission",45576523,drug
F11.122,ICD10CM,Opioid abuse with intoxication with perceptual disturbance,45600697,drug
F11.129,ICD10CM,"Opioid abuse with intoxication, unspecified",45581409,drug
F11.181,ICD10CM,Opioid abuse with opioid-induced sexual dysfunction,45542793,drug
F11.229,ICD10CM,"Opioid dependence with intoxication, unspecified",45557159,drug
F11.282,ICD10CM,Opioid dependence with opioid-induced sleep disorder,45533067,drug
F11.93,ICD10CM,"Opioid use, unspecified with withdrawal",45586197,drug
F12.121,ICD10CM,Cannabis abuse with intoxication delirium,45542799,drug
F12.159,ICD10CM,"Cannabis abuse with psychotic disorder, unspecified",45581414,drug
F12.188,ICD10CM,Cannabis abuse with other cannabis-induced disorder,45571720,drug
F12.20,ICD10CM,"Cannabis dependence, uncomplicated",45586200,drug
F12.259,ICD10CM,"Cannabis dependence with psychotic disorder, unspecified",45538014,drug
F12.959,ICD10CM,"Cannabis use, unspecified with psychotic disorder, unspecified",45566791,drug
F13.150,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions",45538020,drug
F13.19,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with unspecified sedative, hypnotic or anxiolytic-induced disorder",45571724,drug
F13.20,ICD10CM,"Sedative, hypnotic or anxiolytic dependence, uncomplicated",45576505,drug
F13.239,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with withdrawal, unspecified",45566792,drug
F13.930,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal, uncomplicated",45562014,drug
F13.99,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with unspecified sedative, hypnotic or anxiolytic-induced disorder",45547679,drug
F14.159,ICD10CM,"Cocaine abuse with cocaine-induced psychotic disorder, unspecified",45581424,drug
F14.922,ICD10CM,"Cocaine use, unspecified with intoxication with perceptual disturbance",45538035,drug
F15.121,ICD10CM,Other stimulant abuse with intoxication delirium,45576514,drug
F15.14,ICD10CM,Other stimulant abuse with stimulant-induced mood disorder,45595874,drug
F15.220,ICD10CM,"Other stimulant dependence with intoxication, uncomplicated",45600712,drug
F15.251,ICD10CM,Other stimulant dependence with stimulant-induced psychotic disorder with hallucinations,45542810,drug
F15.282,ICD10CM,Other stimulant dependence with stimulant-induced sleep disorder,45542812,drug
F15.988,ICD10CM,"Other stimulant use, unspecified with other stimulant-induced disorder",45542814,drug
F15.981,ICD10CM,"Other stimulant use, unspecified with stimulant-induced sexual dysfunction",45605473,drug
F15.99,ICD10CM,"Other stimulant use, unspecified with unspecified stimulant-induced disorder",45571733,drug
F16.10,ICD10CM,"Hallucinogen abuse, uncomplicated",45538041,drug
F16.24,ICD10CM,Hallucinogen dependence with hallucinogen-induced mood disorder,45581432,drug
F16.29,ICD10CM,Hallucinogen dependence with unspecified hallucinogen-induced disorder,45538043,drug
F16.90,ICD10CM,"Hallucinogen use, unspecified, uncomplicated",45605475,drug
F16.920,ICD10CM,"Hallucinogen use, unspecified with intoxication, uncomplicated",45566809,drug
F18.250,ICD10CM,Inhalant dependence with inhalant-induced psychotic disorder with delusions,45533087,drug
F18.97,ICD10CM,"Inhalant use, unspecified with inhalant-induced persisting dementia",45552458,drug
F19.159,ICD10CM,"Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder, unspecified",45562030,drug
F19.180,ICD10CM,Other psychoactive substance abuse with psychoactive substance-induced anxiety disorder,45562031,drug
F19.282,ICD10CM,Other psychoactive substance dependence with psychoactive substance-induced sleep disorder,45600730,drug
F19.959,ICD10CM,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder, unspecified",45566829,drug
F14.93,ICD10CM,"Cocaine use, unspecified with withdrawal",725289,drug
F19.130,ICD10CM,"Other psychoactive substance abuse with withdrawal, uncomplicated",725292,drug
F19.139,ICD10CM,"Other psychoactive substance abuse with withdrawal, unspecified",725295,drug
F11.11,ICD10CM,"Opioid abuse, in remission",1326498,drug
F11.159,ICD10CM,"Opioid abuse with opioid-induced psychotic disorder, unspecified",45562007,drug
F11.20,ICD10CM,"Opioid dependence, uncomplicated",45586193,drug
F11.24,ICD10CM,Opioid dependence with opioid-induced mood disorder,45605460,drug
F12.150,ICD10CM,Cannabis abuse with psychotic disorder with delusions,45591096,drug
F12.920,ICD10CM,"Cannabis use, unspecified with intoxication, uncomplicated",45595861,drug
F12.929,ICD10CM,"Cannabis use, unspecified with intoxication, unspecified",45542801,drug
F13.14,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced mood disorder",45595863,drug
F13.181,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced sexual dysfunction",45591102,drug
F13.188,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with other sedative, hypnotic or anxiolytic-induced disorder",45581418,drug
F13.251,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",45542803,drug
F13.259,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified",45576506,drug
F13.27,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced persisting dementia",45552440,drug
F13.281,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced sexual dysfunction",45552441,drug
F13.29,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with unspecified sedative, hypnotic or anxiolytic-induced disorder",45576507,drug
F13.931,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal delirium",45581421,drug
F13.950,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions",45581422,drug
F14.14,ICD10CM,Cocaine abuse with cocaine-induced mood disorder,45538030,drug
F14.90,ICD10CM,"Cocaine use, unspecified, uncomplicated",45557174,drug
F14.929,ICD10CM,"Cocaine use, unspecified with intoxication, unspecified",45557175,drug
F14.94,ICD10CM,"Cocaine use, unspecified with cocaine-induced mood disorder",45542808,drug
F14.951,ICD10CM,"Cocaine use, unspecified with cocaine-induced psychotic disorder with hallucinations",45533077,drug
F15.122,ICD10CM,Other stimulant abuse with intoxication with perceptual disturbance,45591107,drug
F15.23,ICD10CM,Other stimulant dependence with withdrawal,45576516,drug
F15.921,ICD10CM,"Other stimulant use, unspecified with intoxication delirium",45552447,drug
F15.950,ICD10CM,"Other stimulant use, unspecified with stimulant-induced psychotic disorder with delusions",45566805,drug
F16.983,ICD10CM,"Hallucinogen use, unspecified with hallucinogen persisting perception disorder (flashbacks)",45581434,drug
F18.151,ICD10CM,Inhalant abuse with inhalant-induced psychotic disorder with hallucinations,45581437,drug
F18.17,ICD10CM,Inhalant abuse with inhalant-induced dementia,45566812,drug
F18.180,ICD10CM,Inhalant abuse with inhalant-induced anxiety disorder,45566813,drug
F18.19,ICD10CM,Inhalant abuse with unspecified inhalant-induced disorder,45595888,drug
F18.29,ICD10CM,Inhalant dependence with unspecified inhalant-induced disorder,45600721,drug
F19.188,ICD10CM,Other psychoactive substance abuse with other psychoactive substance-induced disorder,45595891,drug
F19.920,ICD10CM,"Other psychoactive substance use, unspecified with intoxication, uncomplicated",45566825,drug
F19.97,ICD10CM,"Other psychoactive substance use, unspecified with psychoactive substance-induced persisting dementia",45547690,drug
F19.988,ICD10CM,"Other psychoactive substance use, unspecified with other psychoactive substance-induced disorder",45547692,drug
F12.93,ICD10CM,"Cannabis use, unspecified with withdrawal",1595538,drug
F13.131,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with withdrawal delirium",725285,drug
F13.132,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with withdrawal with perceptual disturbance",725286,drug
F16.11,ICD10CM,"Hallucinogen abuse, in remission",1326503,drug
F14.11,ICD10CM,"Cocaine abuse, in remission",1326501,drug
F11.220,ICD10CM,"Opioid dependence with intoxication, uncomplicated",45542795,drug
F11.221,ICD10CM,Opioid dependence with intoxication delirium,45542796,drug
F11.259,ICD10CM,"Opioid dependence with opioid-induced psychotic disorder, unspecified",45566784,drug
F11.959,ICD10CM,"Opioid use, unspecified with opioid-induced psychotic disorder, unspecified",45595856,drug
F12.19,ICD10CM,Cannabis abuse with unspecified cannabis-induced disorder,45552435,drug
F12.988,ICD10CM,"Cannabis use, unspecified with other cannabis-induced disorder",45605465,drug
F13.230,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with withdrawal, uncomplicated",45538023,drug
F13.231,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with withdrawal delirium",45538024,drug
F13.250,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions",45581419,drug
F13.282,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced sleep disorder",45552442,drug
F13.959,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified",45586204,drug
F13.96,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting amnestic disorder",45533073,drug
F13.97,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting dementia",45542806,drug
F13.988,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with other sedative, hypnotic or anxiolytic-induced disorder",45595868,drug
F14.19,ICD10CM,Cocaine abuse with unspecified cocaine-induced disorder,45552443,drug
F14.259,ICD10CM,"Cocaine dependence with cocaine-induced psychotic disorder, unspecified",45538032,drug
F14.281,ICD10CM,Cocaine dependence with cocaine-induced sexual dysfunction,45600709,drug
F14.920,ICD10CM,"Cocaine use, unspecified with intoxication, uncomplicated",45576510,drug
F14.959,ICD10CM,"Cocaine use, unspecified with cocaine-induced psychotic disorder, unspecified",45557176,drug
F15.150,ICD10CM,Other stimulant abuse with stimulant-induced psychotic disorder with delusions,45538036,drug
F15.181,ICD10CM,Other stimulant abuse with stimulant-induced sexual dysfunction,45591109,drug
F15.21,ICD10CM,"Other stimulant dependence, in remission",45542809,drug
F15.229,ICD10CM,"Other stimulant dependence with intoxication, unspecified",45552446,drug
F15.24,ICD10CM,Other stimulant dependence with stimulant-induced mood disorder,45605472,drug
F15.281,ICD10CM,Other stimulant dependence with stimulant-induced sexual dysfunction,45542811,drug
F15.980,ICD10CM,"Other stimulant use, unspecified with stimulant-induced anxiety disorder",45538040,drug
F16.121,ICD10CM,Hallucinogen abuse with intoxication with delirium,45533080,drug
F16.122,ICD10CM,Hallucinogen abuse with intoxication with perceptual disturbance,45600714,drug
F16.188,ICD10CM,Hallucinogen abuse with other hallucinogen-induced disorder,45552450,drug
F16.19,ICD10CM,Hallucinogen abuse with unspecified hallucinogen-induced disorder,45576518,drug
F16.929,ICD10CM,"Hallucinogen use, unspecified with intoxication, unspecified",45542818,drug
