"Code","Description","id"
"T63082D","Toxic effect of venom of other African and Asian snake, intentional self-harm, subsequent encounter",61696
"T63082S","Toxic effect of venom of other African and Asian snake, intentional self-harm, sequela",61697
"T63083A","Toxic effect of venom of other African and Asian snake, assault, initial encounter",61698
"T63083D","Toxic effect of venom of other African and Asian snake, assault, subsequent encounter",61699
"T63083S","Toxic effect of venom of other African and Asian snake, assault, sequela",61700
"T63084A","Toxic effect of venom of other African and Asian snake, undetermined, initial encounter",61701
"T63084D","Toxic effect of venom of other African and Asian snake, undetermined, subsequent encounter",61702
"T63084S","Toxic effect of venom of other African and Asian snake, undetermined, sequela",61703
"T63091A","Toxic effect of venom of other snake, accidental (unintentional), initial encounter",61704
"T63091D","Toxic effect of venom of other snake, accidental (unintentional), subsequent encounter",61705
"T63091S","Toxic effect of venom of other snake, accidental (unintentional), sequela",61706
"T63092A","Toxic effect of venom of other snake, intentional self-harm, initial encounter",61707
"T63092D","Toxic effect of venom of other snake, intentional self-harm, subsequent encounter",61708
"T63092S","Toxic effect of venom of other snake, intentional self-harm, sequela",61709
"T63093A","Toxic effect of venom of other snake, assault, initial encounter",61710
"T63093D","Toxic effect of venom of other snake, assault, subsequent encounter",61711
"T63093S","Toxic effect of venom of other snake, assault, sequela",61712
"T63094A","Toxic effect of venom of other snake, undetermined, initial encounter",61713
"T63094D","Toxic effect of venom of other snake, undetermined, subsequent encounter",61714
"T63094S","Toxic effect of venom of other snake, undetermined, sequela",61715
"T63111A","Toxic effect of venom of gila monster, accidental (unintentional), initial encounter",61716
"T63111D","Toxic effect of venom of gila monster, accidental (unintentional), subsequent encounter",61717
"T63111S","Toxic effect of venom of gila monster, accidental (unintentional), sequela",61718
"T63112A","Toxic effect of venom of gila monster, intentional self-harm, initial encounter",61719
"T63112D","Toxic effect of venom of gila monster, intentional self-harm, subsequent encounter",61720
"T63112S","Toxic effect of venom of gila monster, intentional self-harm, sequela",61721
"T63113A","Toxic effect of venom of gila monster, assault, initial encounter",61722
"T63113D","Toxic effect of venom of gila monster, assault, subsequent encounter",61723
"T63113S","Toxic effect of venom of gila monster, assault, sequela",61724
"T63114A","Toxic effect of venom of gila monster, undetermined, initial encounter",61725
"T63114D","Toxic effect of venom of gila monster, undetermined, subsequent encounter",61726
"T63114S","Toxic effect of venom of gila monster, undetermined, sequela",61727
"T63121A","Toxic effect of venom of other venomous lizard, accidental (unintentional), initial encounter",61728
"T63121D","Toxic effect of venom of other venomous lizard, accidental (unintentional), subsequent encounter",61729
"T63121S","Toxic effect of venom of other venomous lizard, accidental (unintentional), sequela",61730
"T63122A","Toxic effect of venom of other venomous lizard, intentional self-harm, initial encounter",61731
"T63122D","Toxic effect of venom of other venomous lizard, intentional self-harm, subsequent encounter",61732
"T63122S","Toxic effect of venom of other venomous lizard, intentional self-harm, sequela",61733
"T63123A","Toxic effect of venom of other venomous lizard, assault, initial encounter",61734
"T63123D","Toxic effect of venom of other venomous lizard, assault, subsequent encounter",61735
"T63123S","Toxic effect of venom of other venomous lizard, assault, sequela",61736
"T63124A","Toxic effect of venom of other venomous lizard, undetermined, initial encounter",61737
"T63124D","Toxic effect of venom of other venomous lizard, undetermined, subsequent encounter",61738
"T63124S","Toxic effect of venom of other venomous lizard, undetermined, sequela",61739
"T63191A","Toxic effect of venom of other reptiles, accidental (unintentional), initial encounter",61740
"T63191D","Toxic effect of venom of other reptiles, accidental (unintentional), subsequent encounter",61741
"T63191S","Toxic effect of venom of other reptiles, accidental (unintentional), sequela",61742
"T63192A","Toxic effect of venom of other reptiles, intentional self-harm, initial encounter",61743
"T63192D","Toxic effect of venom of other reptiles, intentional self-harm, subsequent encounter",61744
"T63192S","Toxic effect of venom of other reptiles, intentional self-harm, sequela",61745
"T63193A","Toxic effect of venom of other reptiles, assault, initial encounter",61746
"T63193D","Toxic effect of venom of other reptiles, assault, subsequent encounter",61747
"T63193S","Toxic effect of venom of other reptiles, assault, sequela",61748
"T63194A","Toxic effect of venom of other reptiles, undetermined, initial encounter",61749
"T63194D","Toxic effect of venom of other reptiles, undetermined, subsequent encounter",61750
"T63194S","Toxic effect of venom of other reptiles, undetermined, sequela",61751
"T632X1A","Toxic effect of venom of scorpion, accidental (unintentional), initial encounter",61752
"T632X1D","Toxic effect of venom of scorpion, accidental (unintentional), subsequent encounter",61753
"T632X1S","Toxic effect of venom of scorpion, accidental (unintentional), sequela",61754
"T632X2A","Toxic effect of venom of scorpion, intentional self-harm, initial encounter",61755
"T632X2D","Toxic effect of venom of scorpion, intentional self-harm, subsequent encounter",61756
"T632X2S","Toxic effect of venom of scorpion, intentional self-harm, sequela",61757
"T632X3A","Toxic effect of venom of scorpion, assault, initial encounter",61758
"T632X3D","Toxic effect of venom of scorpion, assault, subsequent encounter",61759
"T632X3S","Toxic effect of venom of scorpion, assault, sequela",61760
"T632X4A","Toxic effect of venom of scorpion, undetermined, initial encounter",61761
"T632X4D","Toxic effect of venom of scorpion, undetermined, subsequent encounter",61762
"T632X4S","Toxic effect of venom of scorpion, undetermined, sequela",61763
"T63301A","Toxic effect of unspecified spider venom, accidental (unintentional), initial encounter",61764
"T63301D","Toxic effect of unspecified spider venom, accidental (unintentional), subsequent encounter",61765
"T63301S","Toxic effect of unspecified spider venom, accidental (unintentional), sequela",61766
"T63302A","Toxic effect of unspecified spider venom, intentional self-harm, initial encounter",61767
"T63302D","Toxic effect of unspecified spider venom, intentional self-harm, subsequent encounter",61768
"T63302S","Toxic effect of unspecified spider venom, intentional self-harm, sequela",61769
"T63303A","Toxic effect of unspecified spider venom, assault, initial encounter",61770
"T63303D","Toxic effect of unspecified spider venom, assault, subsequent encounter",61771
"T63303S","Toxic effect of unspecified spider venom, assault, sequela",61772
"T63304A","Toxic effect of unspecified spider venom, undetermined, initial encounter",61773
"T63304D","Toxic effect of unspecified spider venom, undetermined, subsequent encounter",61774
"T63304S","Toxic effect of unspecified spider venom, undetermined, sequela",61775
"T63311A","Toxic effect of venom of black widow spider, accidental (unintentional), initial encounter",61776
"T63311D","Toxic effect of venom of black widow spider, accidental (unintentional), subsequent encounter",61777
"T63311S","Toxic effect of venom of black widow spider, accidental (unintentional), sequela",61778
"T63312A","Toxic effect of venom of black widow spider, intentional self-harm, initial encounter",61779
"T63312D","Toxic effect of venom of black widow spider, intentional self-harm, subsequent encounter",61780
"T63312S","Toxic effect of venom of black widow spider, intentional self-harm, sequela",61781
"T63313A","Toxic effect of venom of black widow spider, assault, initial encounter",61782
"T63313D","Toxic effect of venom of black widow spider, assault, subsequent encounter",61783
"T63313S","Toxic effect of venom of black widow spider, assault, sequela",61784
"T63314A","Toxic effect of venom of black widow spider, undetermined, initial encounter",61785
"T63314D","Toxic effect of venom of black widow spider, undetermined, subsequent encounter",61786
"T63314S","Toxic effect of venom of black widow spider, undetermined, sequela",61787
"T63321A","Toxic effect of venom of tarantula, accidental (unintentional), initial encounter",61788
"T63321D","Toxic effect of venom of tarantula, accidental (unintentional), subsequent encounter",61789
"T63321S","Toxic effect of venom of tarantula, accidental (unintentional), sequela",61790
"T63322A","Toxic effect of venom of tarantula, intentional self-harm, initial encounter",61791
"T63322D","Toxic effect of venom of tarantula, intentional self-harm, subsequent encounter",61792
"T63322S","Toxic effect of venom of tarantula, intentional self-harm, sequela",61793
"T63323A","Toxic effect of venom of tarantula, assault, initial encounter",61794
"T63323D","Toxic effect of venom of tarantula, assault, subsequent encounter",61795
"T63323S","Toxic effect of venom of tarantula, assault, sequela",61796
"T63324A","Toxic effect of venom of tarantula, undetermined, initial encounter",61797
"T63324D","Toxic effect of venom of tarantula, undetermined, subsequent encounter",61798
"T63324S","Toxic effect of venom of tarantula, undetermined, sequela",61799
"T63331A","Toxic effect of venom of brown recluse spider, accidental (unintentional), initial encounter",61800
"T63331D","Toxic effect of venom of brown recluse spider, accidental (unintentional), subsequent encounter",61801
"T63331S","Toxic effect of venom of brown recluse spider, accidental (unintentional), sequela",61802
"T63332A","Toxic effect of venom of brown recluse spider, intentional self-harm, initial encounter",61803
"T63332D","Toxic effect of venom of brown recluse spider, intentional self-harm, subsequent encounter",61804
"T63332S","Toxic effect of venom of brown recluse spider, intentional self-harm, sequela",61805
"T63333A","Toxic effect of venom of brown recluse spider, assault, initial encounter",61806
"T63333D","Toxic effect of venom of brown recluse spider, assault, subsequent encounter",61807
"T63333S","Toxic effect of venom of brown recluse spider, assault, sequela",61808
"T63334A","Toxic effect of venom of brown recluse spider, undetermined, initial encounter",61809
"T63334D","Toxic effect of venom of brown recluse spider, undetermined, subsequent encounter",61810
"T63334S","Toxic effect of venom of brown recluse spider, undetermined, sequela",61811
"T63391A","Toxic effect of venom of other spider, accidental (unintentional), initial encounter",61812
"T63391D","Toxic effect of venom of other spider, accidental (unintentional), subsequent encounter",61813
"T63391S","Toxic effect of venom of other spider, accidental (unintentional), sequela",61814
"T63392A","Toxic effect of venom of other spider, intentional self-harm, initial encounter",61815
"T63392D","Toxic effect of venom of other spider, intentional self-harm, subsequent encounter",61816
"T63392S","Toxic effect of venom of other spider, intentional self-harm, sequela",61817
"T63393A","Toxic effect of venom of other spider, assault, initial encounter",61818
"T63393D","Toxic effect of venom of other spider, assault, subsequent encounter",61819
"T63393S","Toxic effect of venom of other spider, assault, sequela",61820
"T63394A","Toxic effect of venom of other spider, undetermined, initial encounter",61821
"T63394D","Toxic effect of venom of other spider, undetermined, subsequent encounter",61822
"T63394S","Toxic effect of venom of other spider, undetermined, sequela",61823
"T63411A","Toxic effect of venom of centipedes and venomous millipedes, accidental (unintentional), initial encounter",61824
"T63411D","Toxic effect of venom of centipedes and venomous millipedes, accidental (unintentional), subsequent encounter",61825
"T63411S","Toxic effect of venom of centipedes and venomous millipedes, accidental (unintentional), sequela",61826
"T63412A","Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, initial encounter",61827
"T63412D","Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, subsequent encounter",61828
"T63412S","Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, sequela",61829
"T63413A","Toxic effect of venom of centipedes and venomous millipedes, assault, initial encounter",61830
"T63413D","Toxic effect of venom of centipedes and venomous millipedes, assault, subsequent encounter",61831
"T63413S","Toxic effect of venom of centipedes and venomous millipedes, assault, sequela",61832
"T63414A","Toxic effect of venom of centipedes and venomous millipedes, undetermined, initial encounter",61833
"T63414D","Toxic effect of venom of centipedes and venomous millipedes, undetermined, subsequent encounter",61834
"T63414S","Toxic effect of venom of centipedes and venomous millipedes, undetermined, sequela",61835
"T63421A","Toxic effect of venom of ants, accidental (unintentional), initial encounter",61836
"T63421D","Toxic effect of venom of ants, accidental (unintentional), subsequent encounter",61837
"T63421S","Toxic effect of venom of ants, accidental (unintentional), sequela",61838
"T63422A","Toxic effect of venom of ants, intentional self-harm, initial encounter",61839
"T63422D","Toxic effect of venom of ants, intentional self-harm, subsequent encounter",61840
"T63422S","Toxic effect of venom of ants, intentional self-harm, sequela",61841
"T63423A","Toxic effect of venom of ants, assault, initial encounter",61842
"T63423D","Toxic effect of venom of ants, assault, subsequent encounter",61843
"T63423S","Toxic effect of venom of ants, assault, sequela",61844
"T63424A","Toxic effect of venom of ants, undetermined, initial encounter",61845
"T63424D","Toxic effect of venom of ants, undetermined, subsequent encounter",61846
"T63424S","Toxic effect of venom of ants, undetermined, sequela",61847
"T63431A","Toxic effect of venom of caterpillars, accidental (unintentional), initial encounter",61848
"T63431D","Toxic effect of venom of caterpillars, accidental (unintentional), subsequent encounter",61849
"T63431S","Toxic effect of venom of caterpillars, accidental (unintentional), sequela",61850
"T63432A","Toxic effect of venom of caterpillars, intentional self-harm, initial encounter",61851
"T63432D","Toxic effect of venom of caterpillars, intentional self-harm, subsequent encounter",61852
"T63432S","Toxic effect of venom of caterpillars, intentional self-harm, sequela",61853
"T63433A","Toxic effect of venom of caterpillars, assault, initial encounter",61854
"T63433D","Toxic effect of venom of caterpillars, assault, subsequent encounter",61855
"T63433S","Toxic effect of venom of caterpillars, assault, sequela",61856
"T63434A","Toxic effect of venom of caterpillars, undetermined, initial encounter",61857
"T63434D","Toxic effect of venom of caterpillars, undetermined, subsequent encounter",61858
"T63434S","Toxic effect of venom of caterpillars, undetermined, sequela",61859
"T63441A","Toxic effect of venom of bees, accidental (unintentional), initial encounter",61860
"T63441D","Toxic effect of venom of bees, accidental (unintentional), subsequent encounter",61861
"T63441S","Toxic effect of venom of bees, accidental (unintentional), sequela",61862
"T63442A","Toxic effect of venom of bees, intentional self-harm, initial encounter",61863
"T63442D","Toxic effect of venom of bees, intentional self-harm, subsequent encounter",61864
"T63442S","Toxic effect of venom of bees, intentional self-harm, sequela",61865
"T63443A","Toxic effect of venom of bees, assault, initial encounter",61866
"T63443D","Toxic effect of venom of bees, assault, subsequent encounter",61867
"T63443S","Toxic effect of venom of bees, assault, sequela",61868
"T63444A","Toxic effect of venom of bees, undetermined, initial encounter",61869
"T63444D","Toxic effect of venom of bees, undetermined, subsequent encounter",61870
"T63444S","Toxic effect of venom of bees, undetermined, sequela",61871
"T63451A","Toxic effect of venom of hornets, accidental (unintentional), initial encounter",61872
"T63451D","Toxic effect of venom of hornets, accidental (unintentional), subsequent encounter",61873
"T63451S","Toxic effect of venom of hornets, accidental (unintentional), sequela",61874
"T63452A","Toxic effect of venom of hornets, intentional self-harm, initial encounter",61875
"T63452D","Toxic effect of venom of hornets, intentional self-harm, subsequent encounter",61876
"T63452S","Toxic effect of venom of hornets, intentional self-harm, sequela",61877
"T63453A","Toxic effect of venom of hornets, assault, initial encounter",61878
"T63453D","Toxic effect of venom of hornets, assault, subsequent encounter",61879
"T63453S","Toxic effect of venom of hornets, assault, sequela",61880
"T63454A","Toxic effect of venom of hornets, undetermined, initial encounter",61881
"T63454D","Toxic effect of venom of hornets, undetermined, subsequent encounter",61882
"T63454S","Toxic effect of venom of hornets, undetermined, sequela",61883
"T63461A","Toxic effect of venom of wasps, accidental (unintentional), initial encounter",61884
"T63461D","Toxic effect of venom of wasps, accidental (unintentional), subsequent encounter",61885
"T63461S","Toxic effect of venom of wasps, accidental (unintentional), sequela",61886
"T63462A","Toxic effect of venom of wasps, intentional self-harm, initial encounter",61887
"T63462D","Toxic effect of venom of wasps, intentional self-harm, subsequent encounter",61888
"T63462S","Toxic effect of venom of wasps, intentional self-harm, sequela",61889
"T63463A","Toxic effect of venom of wasps, assault, initial encounter",61890
"T63463D","Toxic effect of venom of wasps, assault, subsequent encounter",61891
"T63463S","Toxic effect of venom of wasps, assault, sequela",61892
"T63464A","Toxic effect of venom of wasps, undetermined, initial encounter",61893
"T63464D","Toxic effect of venom of wasps, undetermined, subsequent encounter",61894
"T63464S","Toxic effect of venom of wasps, undetermined, sequela",61895
"T63481A","Toxic effect of venom of other arthropod, accidental (unintentional), initial encounter",61896
"T63481D","Toxic effect of venom of other arthropod, accidental (unintentional), subsequent encounter",61897
"T63481S","Toxic effect of venom of other arthropod, accidental (unintentional), sequela",61898
"T63482A","Toxic effect of venom of other arthropod, intentional self-harm, initial encounter",61899
"T63482D","Toxic effect of venom of other arthropod, intentional self-harm, subsequent encounter",61900
"T63482S","Toxic effect of venom of other arthropod, intentional self-harm, sequela",61901
"T63483A","Toxic effect of venom of other arthropod, assault, initial encounter",61902
"T63483D","Toxic effect of venom of other arthropod, assault, subsequent encounter",61903
"T63483S","Toxic effect of venom of other arthropod, assault, sequela",61904
"T63484A","Toxic effect of venom of other arthropod, undetermined, initial encounter",61905
"T63484D","Toxic effect of venom of other arthropod, undetermined, subsequent encounter",61906
"T63484S","Toxic effect of venom of other arthropod, undetermined, sequela",61907
"T63511A","Toxic effect of contact with stingray, accidental (unintentional), initial encounter",61908
"T63511D","Toxic effect of contact with stingray, accidental (unintentional), subsequent encounter",61909
"T63511S","Toxic effect of contact with stingray, accidental (unintentional), sequela",61910
"T63512A","Toxic effect of contact with stingray, intentional self-harm, initial encounter",61911
"T63512D","Toxic effect of contact with stingray, intentional self-harm, subsequent encounter",61912
"T63512S","Toxic effect of contact with stingray, intentional self-harm, sequela",61913
"T63513A","Toxic effect of contact with stingray, assault, initial encounter",61914
"T63513D","Toxic effect of contact with stingray, assault, subsequent encounter",61915
"T63513S","Toxic effect of contact with stingray, assault, sequela",61916
"T63514A","Toxic effect of contact with stingray, undetermined, initial encounter",61917
"T63514D","Toxic effect of contact with stingray, undetermined, subsequent encounter",61918
"T63514S","Toxic effect of contact with stingray, undetermined, sequela",61919
"T63591A","Toxic effect of contact with other venomous fish, accidental (unintentional), initial encounter",61920
"T63591D","Toxic effect of contact with other venomous fish, accidental (unintentional), subsequent encounter",61921
"T63591S","Toxic effect of contact with other venomous fish, accidental (unintentional), sequela",61922
"T63592A","Toxic effect of contact with other venomous fish, intentional self-harm, initial encounter",61923
"T63592D","Toxic effect of contact with other venomous fish, intentional self-harm, subsequent encounter",61924
"T63592S","Toxic effect of contact with other venomous fish, intentional self-harm, sequela",61925
"T63593A","Toxic effect of contact with other venomous fish, assault, initial encounter",61926
"T63593D","Toxic effect of contact with other venomous fish, assault, subsequent encounter",61927
"T63593S","Toxic effect of contact with other venomous fish, assault, sequela",61928
"T63594A","Toxic effect of contact with other venomous fish, undetermined, initial encounter",61929
"T63594D","Toxic effect of contact with other venomous fish, undetermined, subsequent encounter",61930
"T63594S","Toxic effect of contact with other venomous fish, undetermined, sequela",61931
"T63611A","Toxic effect of contact with Portuguese Man-o-war, accidental (unintentional), initial encounter",61932
"T63611D","Toxic effect of contact with Portuguese Man-o-war, accidental (unintentional), subsequent encounter",61933
"T63611S","Toxic effect of contact with Portuguese Man-o-war, accidental (unintentional), sequela",61934
"T63612A","Toxic effect of contact with Portuguese Man-o-war, intentional self-harm, initial encounter",61935
"T63612D","Toxic effect of contact with Portuguese Man-o-war, intentional self-harm, subsequent encounter",61936
"T63612S","Toxic effect of contact with Portuguese Man-o-war, intentional self-harm, sequela",61937
"T63613A","Toxic effect of contact with Portuguese Man-o-war, assault, initial encounter",61938
"T63613D","Toxic effect of contact with Portuguese Man-o-war, assault, subsequent encounter",61939
"T63613S","Toxic effect of contact with Portuguese Man-o-war, assault, sequela",61940
"T63614A","Toxic effect of contact with Portuguese Man-o-war, undetermined, initial encounter",61941
"T63614D","Toxic effect of contact with Portuguese Man-o-war, undetermined, subsequent encounter",61942
"T63614S","Toxic effect of contact with Portuguese Man-o-war, undetermined, sequela",61943
"T63621A","Toxic effect of contact with other jellyfish, accidental (unintentional), initial encounter",61944
"T63621D","Toxic effect of contact with other jellyfish, accidental (unintentional), subsequent encounter",61945
"T63621S","Toxic effect of contact with other jellyfish, accidental (unintentional), sequela",61946
"T63622A","Toxic effect of contact with other jellyfish, intentional self-harm, initial encounter",61947
"T63622D","Toxic effect of contact with other jellyfish, intentional self-harm, subsequent encounter",61948
"T63622S","Toxic effect of contact with other jellyfish, intentional self-harm, sequela",61949
"T63623A","Toxic effect of contact with other jellyfish, assault, initial encounter",61950
"T63623D","Toxic effect of contact with other jellyfish, assault, subsequent encounter",61951
"T63623S","Toxic effect of contact with other jellyfish, assault, sequela",61952
"T63624A","Toxic effect of contact with other jellyfish, undetermined, initial encounter",61953
"T63624D","Toxic effect of contact with other jellyfish, undetermined, subsequent encounter",61954
"T63624S","Toxic effect of contact with other jellyfish, undetermined, sequela",61955
"T63631A","Toxic effect of contact with sea anemone, accidental (unintentional), initial encounter",61956
"T63631D","Toxic effect of contact with sea anemone, accidental (unintentional), subsequent encounter",61957
"T63631S","Toxic effect of contact with sea anemone, accidental (unintentional), sequela",61958
"T63632A","Toxic effect of contact with sea anemone, intentional self-harm, initial encounter",61959
"T63632D","Toxic effect of contact with sea anemone, intentional self-harm, subsequent encounter",61960
"T63632S","Toxic effect of contact with sea anemone, intentional self-harm, sequela",61961
"T63633A","Toxic effect of contact with sea anemone, assault, initial encounter",61962
"T63633D","Toxic effect of contact with sea anemone, assault, subsequent encounter",61963
"T63633S","Toxic effect of contact with sea anemone, assault, sequela",61964
"T63634A","Toxic effect of contact with sea anemone, undetermined, initial encounter",61965
"T63634D","Toxic effect of contact with sea anemone, undetermined, subsequent encounter",61966
"T63634S","Toxic effect of contact with sea anemone, undetermined, sequela",61967
"T63691A","Toxic effect of contact with other venomous marine animals, accidental (unintentional), initial encounter",61968
"T63691D","Toxic effect of contact with other venomous marine animals, accidental (unintentional), subsequent encounter",61969
"T63691S","Toxic effect of contact with other venomous marine animals, accidental (unintentional), sequela",61970
"T63692A","Toxic effect of contact with other venomous marine animals, intentional self-harm, initial encounter",61971
"T63692D","Toxic effect of contact with other venomous marine animals, intentional self-harm, subsequent encounter",61972
"T63692S","Toxic effect of contact with other venomous marine animals, intentional self-harm, sequela",61973
"T63693A","Toxic effect of contact with other venomous marine animals, assault, initial encounter",61974
"T63693D","Toxic effect of contact with other venomous marine animals, assault, subsequent encounter",61975
"T63693S","Toxic effect of contact with other venomous marine animals, assault, sequela",61976
"T63694A","Toxic effect of contact with other venomous marine animals, undetermined, initial encounter",61977
"T63694D","Toxic effect of contact with other venomous marine animals, undetermined, subsequent encounter",61978
"T63694S","Toxic effect of contact with other venomous marine animals, undetermined, sequela",61979
"T63711A","Toxic effect of contact with venomous marine plant, accidental (unintentional), initial encounter",61980
"T63711D","Toxic effect of contact with venomous marine plant, accidental (unintentional), subsequent encounter",61981
"T63711S","Toxic effect of contact with venomous marine plant, accidental (unintentional), sequela",61982
"T63712A","Toxic effect of contact with venomous marine plant, intentional self-harm, initial encounter",61983
"T63712D","Toxic effect of contact with venomous marine plant, intentional self-harm, subsequent encounter",61984
"T63712S","Toxic effect of contact with venomous marine plant, intentional self-harm, sequela",61985
"T63713A","Toxic effect of contact with venomous marine plant, assault, initial encounter",61986
"T63713D","Toxic effect of contact with venomous marine plant, assault, subsequent encounter",61987
"T63713S","Toxic effect of contact with venomous marine plant, assault, sequela",61988
"T63714A","Toxic effect of contact with venomous marine plant, undetermined, initial encounter",61989
"T63714D","Toxic effect of contact with venomous marine plant, undetermined, subsequent encounter",61990
"T63714S","Toxic effect of contact with venomous marine plant, undetermined, sequela",61991
"T63791A","Toxic effect of contact with other venomous plant, accidental (unintentional), initial encounter",61992
"T63791D","Toxic effect of contact with other venomous plant, accidental (unintentional), subsequent encounter",61993
"T63791S","Toxic effect of contact with other venomous plant, accidental (unintentional), sequela",61994
"T63792A","Toxic effect of contact with other venomous plant, intentional self-harm, initial encounter",61995
"T63792D","Toxic effect of contact with other venomous plant, intentional self-harm, subsequent encounter",61996
"T63792S","Toxic effect of contact with other venomous plant, intentional self-harm, sequela",61997
"T63793A","Toxic effect of contact with other venomous plant, assault, initial encounter",61998
"T63793D","Toxic effect of contact with other venomous plant, assault, subsequent encounter",61999
"T63793S","Toxic effect of contact with other venomous plant, assault, sequela",62000
"T63794A","Toxic effect of contact with other venomous plant, undetermined, initial encounter",62001
"T63794D","Toxic effect of contact with other venomous plant, undetermined, subsequent encounter",62002
"T63794S","Toxic effect of contact with other venomous plant, undetermined, sequela",62003
"T63811A","Toxic effect of contact with venomous frog, accidental (unintentional), initial encounter",62004
"T63811D","Toxic effect of contact with venomous frog, accidental (unintentional), subsequent encounter",62005
"T63811S","Toxic effect of contact with venomous frog, accidental (unintentional), sequela",62006
"T63812A","Toxic effect of contact with venomous frog, intentional self-harm, initial encounter",62007
"T63812D","Toxic effect of contact with venomous frog, intentional self-harm, subsequent encounter",62008
"T63812S","Toxic effect of contact with venomous frog, intentional self-harm, sequela",62009
"T63813A","Toxic effect of contact with venomous frog, assault, initial encounter",62010
"T63813D","Toxic effect of contact with venomous frog, assault, subsequent encounter",62011
"T63813S","Toxic effect of contact with venomous frog, assault, sequela",62012
"T63814A","Toxic effect of contact with venomous frog, undetermined, initial encounter",62013
"T63814D","Toxic effect of contact with venomous frog, undetermined, subsequent encounter",62014
"T63814S","Toxic effect of contact with venomous frog, undetermined, sequela",62015
"T63821A","Toxic effect of contact with venomous toad, accidental (unintentional), initial encounter",62016
"T63821D","Toxic effect of contact with venomous toad, accidental (unintentional), subsequent encounter",62017
"T63821S","Toxic effect of contact with venomous toad, accidental (unintentional), sequela",62018
"T63822A","Toxic effect of contact with venomous toad, intentional self-harm, initial encounter",62019
"T63822D","Toxic effect of contact with venomous toad, intentional self-harm, subsequent encounter",62020
"T63822S","Toxic effect of contact with venomous toad, intentional self-harm, sequela",62021
"T63823A","Toxic effect of contact with venomous toad, assault, initial encounter",62022
"T63823D","Toxic effect of contact with venomous toad, assault, subsequent encounter",62023
"T63823S","Toxic effect of contact with venomous toad, assault, sequela",62024
"T63824A","Toxic effect of contact with venomous toad, undetermined, initial encounter",62025
"T63824D","Toxic effect of contact with venomous toad, undetermined, subsequent encounter",62026
"T63824S","Toxic effect of contact with venomous toad, undetermined, sequela",62027
"T63831A","Toxic effect of contact with other venomous amphibian, accidental (unintentional), initial encounter",62028
"T63831D","Toxic effect of contact with other venomous amphibian, accidental (unintentional), subsequent encounter",62029
"T63831S","Toxic effect of contact with other venomous amphibian, accidental (unintentional), sequela",62030
"T63832A","Toxic effect of contact with other venomous amphibian, intentional self-harm, initial encounter",62031
"T63832D","Toxic effect of contact with other venomous amphibian, intentional self-harm, subsequent encounter",62032
"T63832S","Toxic effect of contact with other venomous amphibian, intentional self-harm, sequela",62033
"T63833A","Toxic effect of contact with other venomous amphibian, assault, initial encounter",62034
"T63833D","Toxic effect of contact with other venomous amphibian, assault, subsequent encounter",62035
"T63833S","Toxic effect of contact with other venomous amphibian, assault, sequela",62036
"T63834A","Toxic effect of contact with other venomous amphibian, undetermined, initial encounter",62037
"T63834D","Toxic effect of contact with other venomous amphibian, undetermined, subsequent encounter",62038
"T63834S","Toxic effect of contact with other venomous amphibian, undetermined, sequela",62039
"T63891A","Toxic effect of contact with other venomous animals, accidental (unintentional), initial encounter",62040
"T63891D","Toxic effect of contact with other venomous animals, accidental (unintentional), subsequent encounter",62041
"T63891S","Toxic effect of contact with other venomous animals, accidental (unintentional), sequela",62042
"T63892A","Toxic effect of contact with other venomous animals, intentional self-harm, initial encounter",62043
"T63892D","Toxic effect of contact with other venomous animals, intentional self-harm, subsequent encounter",62044
"T63892S","Toxic effect of contact with other venomous animals, intentional self-harm, sequela",62045
"T63893A","Toxic effect of contact with other venomous animals, assault, initial encounter",62046
"T63893D","Toxic effect of contact with other venomous animals, assault, subsequent encounter",62047
"T63893S","Toxic effect of contact with other venomous animals, assault, sequela",62048
"T63894A","Toxic effect of contact with other venomous animals, undetermined, initial encounter",62049
"T63894D","Toxic effect of contact with other venomous animals, undetermined, subsequent encounter",62050
"T63894S","Toxic effect of contact with other venomous animals, undetermined, sequela",62051
"T6391XA","Toxic effect of contact with unspecified venomous animal, accidental (unintentional), initial encounter",62052
"T6391XD","Toxic effect of contact with unspecified venomous animal, accidental (unintentional), subsequent encounter",62053
"T6391XS","Toxic effect of contact with unspecified venomous animal, accidental (unintentional), sequela",62054
"T6392XA","Toxic effect of contact with unspecified venomous animal, intentional self-harm, initial encounter",62055
"T6392XD","Toxic effect of contact with unspecified venomous animal, intentional self-harm, subsequent encounter",62056
"T6392XS","Toxic effect of contact with unspecified venomous animal, intentional self-harm, sequela",62057
"T6393XA","Toxic effect of contact with unspecified venomous animal, assault, initial encounter",62058
"T6393XD","Toxic effect of contact with unspecified venomous animal, assault, subsequent encounter",62059
"T6393XS","Toxic effect of contact with unspecified venomous animal, assault, sequela",62060
"T6394XA","Toxic effect of contact with unspecified venomous animal, undetermined, initial encounter",62061
"T6394XD","Toxic effect of contact with unspecified venomous animal, undetermined, subsequent encounter",62062
"T6394XS","Toxic effect of contact with unspecified venomous animal, undetermined, sequela",62063
"T6401XA","Toxic effect of aflatoxin, accidental (unintentional), initial encounter",62064
