"Code","Description","id"
"M61321","Calcification and ossification of muscles associated with burns, right upper arm",15222
"M61322","Calcification and ossification of muscles associated with burns, left upper arm",15223
"M61329","Calcification and ossification of muscles associated with burns, unspecified upper arm",15224
"M61331","Calcification and ossification of muscles associated with burns, right forearm",15225
"M61332","Calcification and ossification of muscles associated with burns, left forearm",15226
"M61339","Calcification and ossification of muscles associated with burns, unspecified forearm",15227
"M61341","Calcification and ossification of muscles associated with burns, right hand",15228
"M61342","Calcification and ossification of muscles associated with burns, left hand",15229
"M61349","Calcification and ossification of muscles associated with burns, unspecified hand",15230
"M61351","Calcification and ossification of muscles associated with burns, right thigh",15231
"M61352","Calcification and ossification of muscles associated with burns, left thigh",15232
"M61359","Calcification and ossification of muscles associated with burns, unspecified thigh",15233
"M61361","Calcification and ossification of muscles associated with burns, right lower leg",15234
"M61362","Calcification and ossification of muscles associated with burns, left lower leg",15235
"M61369","Calcification and ossification of muscles associated with burns, unspecified lower leg",15236
"M61371","Calcification and ossification of muscles associated with burns, right ankle and foot",15237
"M61372","Calcification and ossification of muscles associated with burns, left ankle and foot",15238
"M61379","Calcification and ossification of muscles associated with burns, unspecified ankle and foot",15239
"M6138","Calcification and ossification of muscles associated with burns, other site",15240
"M6139","Calcification and ossification of muscles associated with burns, multiple sites",15241
"M6140","Other calcification of muscle, unspecified site",15242
"M61411","Other calcification of muscle, right shoulder",15243
"M61412","Other calcification of muscle, left shoulder",15244
"M61419","Other calcification of muscle, unspecified shoulder",15245
"M61421","Other calcification of muscle, right upper arm",15246
"M61422","Other calcification of muscle, left upper arm",15247
"M61429","Other calcification of muscle, unspecified upper arm",15248
"M61431","Other calcification of muscle, right forearm",15249
"M61432","Other calcification of muscle, left forearm",15250
"M61439","Other calcification of muscle, unspecified forearm",15251
"M61441","Other calcification of muscle, right hand",15252
"M61442","Other calcification of muscle, left hand",15253
"M61449","Other calcification of muscle, unspecified hand",15254
"M61451","Other calcification of muscle, right thigh",15255
"M61452","Other calcification of muscle, left thigh",15256
"M61459","Other calcification of muscle, unspecified thigh",15257
"M61461","Other calcification of muscle, right lower leg",15258
"M61462","Other calcification of muscle, left lower leg",15259
"M61469","Other calcification of muscle, unspecified lower leg",15260
"M61471","Other calcification of muscle, right ankle and foot",15261
"M61472","Other calcification of muscle, left ankle and foot",15262
"M61479","Other calcification of muscle, unspecified ankle and foot",15263
"M6148","Other calcification of muscle, other site",15264
"M6149","Other calcification of muscle, multiple sites",15265
"M6150","Other ossification of muscle, unspecified site",15266
"M61511","Other ossification of muscle, right shoulder",15267
"M61512","Other ossification of muscle, left shoulder",15268
"M61519","Other ossification of muscle, unspecified shoulder",15269
"M61521","Other ossification of muscle, right upper arm",15270
"M61522","Other ossification of muscle, left upper arm",15271
"M61529","Other ossification of muscle, unspecified upper arm",15272
"M61531","Other ossification of muscle, right forearm",15273
"M61532","Other ossification of muscle, left forearm",15274
"M61539","Other ossification of muscle, unspecified forearm",15275
"M61541","Other ossification of muscle, right hand",15276
"M61542","Other ossification of muscle, left hand",15277
"M61549","Other ossification of muscle, unspecified hand",15278
"M61551","Other ossification of muscle, right thigh",15279
"M61552","Other ossification of muscle, left thigh",15280
"M61559","Other ossification of muscle, unspecified thigh",15281
"M61561","Other ossification of muscle, right lower leg",15282
"M61562","Other ossification of muscle, left lower leg",15283
"M61569","Other ossification of muscle, unspecified lower leg",15284
"M61571","Other ossification of muscle, right ankle and foot",15285
"M61572","Other ossification of muscle, left ankle and foot",15286
"M61579","Other ossification of muscle, unspecified ankle and foot",15287
"M6158","Other ossification of muscle, other site",15288
"M6159","Other ossification of muscle, multiple sites",15289
"M619","Calcification and ossification of muscle, unspecified",15290
"M6200","Separation of muscle (nontraumatic), unspecified site",15291
"M62011","Separation of muscle (nontraumatic), right shoulder",15292
"M62012","Separation of muscle (nontraumatic), left shoulder",15293
"M62019","Separation of muscle (nontraumatic), unspecified shoulder",15294
"M62021","Separation of muscle (nontraumatic), right upper arm",15295
"M62022","Separation of muscle (nontraumatic), left upper arm",15296
"M62029","Separation of muscle (nontraumatic), unspecified upper arm",15297
"M62031","Separation of muscle (nontraumatic), right forearm",15298
"M62032","Separation of muscle (nontraumatic), left forearm",15299
"M62039","Separation of muscle (nontraumatic), unspecified forearm",15300
"M62041","Separation of muscle (nontraumatic), right hand",15301
"M62042","Separation of muscle (nontraumatic), left hand",15302
"M62049","Separation of muscle (nontraumatic), unspecified hand",15303
"M62051","Separation of muscle (nontraumatic), right thigh",15304
"M62052","Separation of muscle (nontraumatic), left thigh",15305
"M62059","Separation of muscle (nontraumatic), unspecified thigh",15306
"M62061","Separation of muscle (nontraumatic), right lower leg",15307
"M62062","Separation of muscle (nontraumatic), left lower leg",15308
"M62069","Separation of muscle (nontraumatic), unspecified lower leg",15309
"M62071","Separation of muscle (nontraumatic), right ankle and foot",15310
"M62072","Separation of muscle (nontraumatic), left ankle and foot",15311
"M62079","Separation of muscle (nontraumatic), unspecified ankle and foot",15312
"M6208","Separation of muscle (nontraumatic), other site",15313
"M6210","Other rupture of muscle (nontraumatic), unspecified site",15314
"M62111","Other rupture of muscle (nontraumatic), right shoulder",15315
"M62112","Other rupture of muscle (nontraumatic), left shoulder",15316
"M62119","Other rupture of muscle (nontraumatic), unspecified shoulder",15317
"M62121","Other rupture of muscle (nontraumatic), right upper arm",15318
"M62122","Other rupture of muscle (nontraumatic), left upper arm",15319
"M62129","Other rupture of muscle (nontraumatic), unspecified upper arm",15320
"M62131","Other rupture of muscle (nontraumatic), right forearm",15321
"M62132","Other rupture of muscle (nontraumatic), left forearm",15322
"M62139","Other rupture of muscle (nontraumatic), unspecified forearm",15323
"M62141","Other rupture of muscle (nontraumatic), right hand",15324
"M62142","Other rupture of muscle (nontraumatic), left hand",15325
"M62149","Other rupture of muscle (nontraumatic), unspecified hand",15326
"M62151","Other rupture of muscle (nontraumatic), right thigh",15327
"M62152","Other rupture of muscle (nontraumatic), left thigh",15328
"M62159","Other rupture of muscle (nontraumatic), unspecified thigh",15329
"M62161","Other rupture of muscle (nontraumatic), right lower leg",15330
"M62162","Other rupture of muscle (nontraumatic), left lower leg",15331
"M62169","Other rupture of muscle (nontraumatic), unspecified lower leg",15332
"M62171","Other rupture of muscle (nontraumatic), right ankle and foot",15333
"M62172","Other rupture of muscle (nontraumatic), left ankle and foot",15334
"M62179","Other rupture of muscle (nontraumatic), unspecified ankle and foot",15335
"M6218","Other rupture of muscle (nontraumatic), other site",15336
"M6220","Nontraumatic ischemic infarction of muscle, unspecified site",15337
"M62211","Nontraumatic ischemic infarction of muscle, right shoulder",15338
"M62212","Nontraumatic ischemic infarction of muscle, left shoulder",15339
"M62219","Nontraumatic ischemic infarction of muscle, unspecified shoulder",15340
"M62221","Nontraumatic ischemic infarction of muscle, right upper arm",15341
"M62222","Nontraumatic ischemic infarction of muscle, left upper arm",15342
"M62229","Nontraumatic ischemic infarction of muscle, unspecified upper arm",15343
"M62231","Nontraumatic ischemic infarction of muscle, right forearm",15344
"M62232","Nontraumatic ischemic infarction of muscle, left forearm",15345
"M62239","Nontraumatic ischemic infarction of muscle, unspecified forearm",15346
"M62241","Nontraumatic ischemic infarction of muscle, right hand",15347
"M62242","Nontraumatic ischemic infarction of muscle, left hand",15348
"M62249","Nontraumatic ischemic infarction of muscle, unspecified hand",15349
"M62251","Nontraumatic ischemic infarction of muscle, right thigh",15350
"M62252","Nontraumatic ischemic infarction of muscle, left thigh",15351
"M62259","Nontraumatic ischemic infarction of muscle, unspecified thigh",15352
"M62261","Nontraumatic ischemic infarction of muscle, right lower leg",15353
"M62262","Nontraumatic ischemic infarction of muscle, left lower leg",15354
"M62269","Nontraumatic ischemic infarction of muscle, unspecified lower leg",15355
"M62271","Nontraumatic ischemic infarction of muscle, right ankle and foot",15356
"M62272","Nontraumatic ischemic infarction of muscle, left ankle and foot",15357
"M62279","Nontraumatic ischemic infarction of muscle, unspecified ankle and foot",15358
"M6228","Nontraumatic ischemic infarction of muscle, other site",15359
"M623","Immobility syndrome (paraplegic)",15360
"M6240","Contracture of muscle, unspecified site",15361
"M62411","Contracture of muscle, right shoulder",15362
"M62412","Contracture of muscle, left shoulder",15363
"M62419","Contracture of muscle, unspecified shoulder",15364
"M62421","Contracture of muscle, right upper arm",15365
"M62422","Contracture of muscle, left upper arm",15366
"M62429","Contracture of muscle, unspecified upper arm",15367
"M62431","Contracture of muscle, right forearm",15368
"M62432","Contracture of muscle, left forearm",15369
"M62439","Contracture of muscle, unspecified forearm",15370
"M62441","Contracture of muscle, right hand",15371
"M62442","Contracture of muscle, left hand",15372
"M62449","Contracture of muscle, unspecified hand",15373
"M62451","Contracture of muscle, right thigh",15374
"M62452","Contracture of muscle, left thigh",15375
"M62459","Contracture of muscle, unspecified thigh",15376
"M62461","Contracture of muscle, right lower leg",15377
"M62462","Contracture of muscle, left lower leg",15378
"M62469","Contracture of muscle, unspecified lower leg",15379
"M62471","Contracture of muscle, right ankle and foot",15380
"M62472","Contracture of muscle, left ankle and foot",15381
"M62479","Contracture of muscle, unspecified ankle and foot",15382
"M6248","Contracture of muscle, other site",15383
"M6249","Contracture of muscle, multiple sites",15384
"M6250","Muscle wasting and atrophy, not elsewhere classified, unspecified site",15385
"M62511","Muscle wasting and atrophy, not elsewhere classified, right shoulder",15386
"M62512","Muscle wasting and atrophy, not elsewhere classified, left shoulder",15387
"M62519","Muscle wasting and atrophy, not elsewhere classified, unspecified shoulder",15388
"M62521","Muscle wasting and atrophy, not elsewhere classified, right upper arm",15389
"M62522","Muscle wasting and atrophy, not elsewhere classified, left upper arm",15390
"M62529","Muscle wasting and atrophy, not elsewhere classified, unspecified upper arm",15391
"M62531","Muscle wasting and atrophy, not elsewhere classified, right forearm",15392
"M62532","Muscle wasting and atrophy, not elsewhere classified, left forearm",15393
"M62539","Muscle wasting and atrophy, not elsewhere classified, unspecified forearm",15394
"M62541","Muscle wasting and atrophy, not elsewhere classified, right hand",15395
"M62542","Muscle wasting and atrophy, not elsewhere classified, left hand",15396
"M62549","Muscle wasting and atrophy, not elsewhere classified, unspecified hand",15397
"M62551","Muscle wasting and atrophy, not elsewhere classified, right thigh",15398
"M62552","Muscle wasting and atrophy, not elsewhere classified, left thigh",15399
"M62559","Muscle wasting and atrophy, not elsewhere classified, unspecified thigh",15400
"M62561","Muscle wasting and atrophy, not elsewhere classified, right lower leg",15401
"M62562","Muscle wasting and atrophy, not elsewhere classified, left lower leg",15402
"M62569","Muscle wasting and atrophy, not elsewhere classified, unspecified lower leg",15403
"M62571","Muscle wasting and atrophy, not elsewhere classified, right ankle and foot",15404
"M62572","Muscle wasting and atrophy, not elsewhere classified, left ankle and foot",15405
"M62579","Muscle wasting and atrophy, not elsewhere classified, unspecified ankle and foot",15406
"M6258","Muscle wasting and atrophy, not elsewhere classified, other site",15407
"M6259","Muscle wasting and atrophy, not elsewhere classified, multiple sites",15408
"M6281","Muscle weakness (generalized)",15409
"M6282","Rhabdomyolysis",15410
"M62830","Muscle spasm of back",15411
"M62831","Muscle spasm of calf",15412
"M62838","Other muscle spasm",15413
"M6284","Sarcopenia",15414
"M6289","Other specified disorders of muscle",15415
"M629","Disorder of muscle, unspecified",15416
"M6380","Disorders of muscle in diseases classified elsewhere, unspecified site",15417
"M63811","Disorders of muscle in diseases classified elsewhere, right shoulder",15418
"M63812","Disorders of muscle in diseases classified elsewhere, left shoulder",15419
"M63819","Disorders of muscle in diseases classified elsewhere, unspecified shoulder",15420
"M63821","Disorders of muscle in diseases classified elsewhere, right upper arm",15421
"M63822","Disorders of muscle in diseases classified elsewhere, left upper arm",15422
"M63829","Disorders of muscle in diseases classified elsewhere, unspecified upper arm",15423
"M63831","Disorders of muscle in diseases classified elsewhere, right forearm",15424
"M63832","Disorders of muscle in diseases classified elsewhere, left forearm",15425
"M63839","Disorders of muscle in diseases classified elsewhere, unspecified forearm",15426
"M63841","Disorders of muscle in diseases classified elsewhere, right hand",15427
"M63842","Disorders of muscle in diseases classified elsewhere, left hand",15428
"M63849","Disorders of muscle in diseases classified elsewhere, unspecified hand",15429
"M63851","Disorders of muscle in diseases classified elsewhere, right thigh",15430
"M63852","Disorders of muscle in diseases classified elsewhere, left thigh",15431
"M63859","Disorders of muscle in diseases classified elsewhere, unspecified thigh",15432
"M63861","Disorders of muscle in diseases classified elsewhere, right lower leg",15433
"M63862","Disorders of muscle in diseases classified elsewhere, left lower leg",15434
"M63869","Disorders of muscle in diseases classified elsewhere, unspecified lower leg",15435
"M63871","Disorders of muscle in diseases classified elsewhere, right ankle and foot",15436
"M63872","Disorders of muscle in diseases classified elsewhere, left ankle and foot",15437
"M63879","Disorders of muscle in diseases classified elsewhere, unspecified ankle and foot",15438
"M6388","Disorders of muscle in diseases classified elsewhere, other site",15439
"M6389","Disorders of muscle in diseases classified elsewhere, multiple sites",15440
"M6500","Abscess of tendon sheath, unspecified site",15441
"M65011","Abscess of tendon sheath, right shoulder",15442
"M65012","Abscess of tendon sheath, left shoulder",15443
"M65019","Abscess of tendon sheath, unspecified shoulder",15444
"M65021","Abscess of tendon sheath, right upper arm",15445
"M65022","Abscess of tendon sheath, left upper arm",15446
"M65029","Abscess of tendon sheath, unspecified upper arm",15447
"M65031","Abscess of tendon sheath, right forearm",15448
"M65032","Abscess of tendon sheath, left forearm",15449
"M65039","Abscess of tendon sheath, unspecified forearm",15450
"M65041","Abscess of tendon sheath, right hand",15451
"M65042","Abscess of tendon sheath, left hand",15452
"M65049","Abscess of tendon sheath, unspecified hand",15453
"M65051","Abscess of tendon sheath, right thigh",15454
"M65052","Abscess of tendon sheath, left thigh",15455
"M65059","Abscess of tendon sheath, unspecified thigh",15456
"M65061","Abscess of tendon sheath, right lower leg",15457
"M65062","Abscess of tendon sheath, left lower leg",15458
"M65069","Abscess of tendon sheath, unspecified lower leg",15459
"M65071","Abscess of tendon sheath, right ankle and foot",15460
"M65072","Abscess of tendon sheath, left ankle and foot",15461
"M65079","Abscess of tendon sheath, unspecified ankle and foot",15462
"M6508","Abscess of tendon sheath, other site",15463
"M6510","Other infective (teno)synovitis, unspecified site",15464
"M65111","Other infective (teno)synovitis, right shoulder",15465
"M65112","Other infective (teno)synovitis, left shoulder",15466
"M65119","Other infective (teno)synovitis, unspecified shoulder",15467
"M65121","Other infective (teno)synovitis, right elbow",15468
"M65122","Other infective (teno)synovitis, left elbow",15469
"M65129","Other infective (teno)synovitis, unspecified elbow",15470
"M65131","Other infective (teno)synovitis, right wrist",15471
"M65132","Other infective (teno)synovitis, left wrist",15472
"M65139","Other infective (teno)synovitis, unspecified wrist",15473
"M65141","Other infective (teno)synovitis, right hand",15474
"M65142","Other infective (teno)synovitis, left hand",15475
"M65149","Other infective (teno)synovitis, unspecified hand",15476
"M65151","Other infective (teno)synovitis, right hip",15477
"M65152","Other infective (teno)synovitis, left hip",15478
"M65159","Other infective (teno)synovitis, unspecified hip",15479
"M65161","Other infective (teno)synovitis, right knee",15480
"M65162","Other infective (teno)synovitis, left knee",15481
"M65169","Other infective (teno)synovitis, unspecified knee",15482
"M65171","Other infective (teno)synovitis, right ankle and foot",15483
"M65172","Other infective (teno)synovitis, left ankle and foot",15484
"M65179","Other infective (teno)synovitis, unspecified ankle and foot",15485
"M6518","Other infective (teno)synovitis, other site",15486
"M6519","Other infective (teno)synovitis, multiple sites",15487
"M6520","Calcific tendinitis, unspecified site",15488
"M65221","Calcific tendinitis, right upper arm",15489
"M65222","Calcific tendinitis, left upper arm",15490
"M65229","Calcific tendinitis, unspecified upper arm",15491
"M65231","Calcific tendinitis, right forearm",15492
"M65232","Calcific tendinitis, left forearm",15493
"M65239","Calcific tendinitis, unspecified forearm",15494
"M65241","Calcific tendinitis, right hand",15495
"M65242","Calcific tendinitis, left hand",15496
"M65249","Calcific tendinitis, unspecified hand",15497
"M65251","Calcific tendinitis, right thigh",15498
"M65252","Calcific tendinitis, left thigh",15499
"M65259","Calcific tendinitis, unspecified thigh",15500
"M65261","Calcific tendinitis, right lower leg",15501
"M65262","Calcific tendinitis, left lower leg",15502
"M65269","Calcific tendinitis, unspecified lower leg",15503
"M65271","Calcific tendinitis, right ankle and foot",15504
"M65272","Calcific tendinitis, left ankle and foot",15505
"M65279","Calcific tendinitis, unspecified ankle and foot",15506
"M6528","Calcific tendinitis, other site",15507
"M6529","Calcific tendinitis, multiple sites",15508
"M6530","Trigger finger, unspecified finger",15509
"M65311","Trigger thumb, right thumb",15510
"M65312","Trigger thumb, left thumb",15511
"M65319","Trigger thumb, unspecified thumb",15512
"M65321","Trigger finger, right index finger",15513
"M65322","Trigger finger, left index finger",15514
"M65329","Trigger finger, unspecified index finger",15515
"M65331","Trigger finger, right middle finger",15516
"M65332","Trigger finger, left middle finger",15517
"M65339","Trigger finger, unspecified middle finger",15518
"M65341","Trigger finger, right ring finger",15519
"M65342","Trigger finger, left ring finger",15520
"M65349","Trigger finger, unspecified ring finger",15521
"M65351","Trigger finger, right little finger",15522
"M65352","Trigger finger, left little finger",15523
"M65359","Trigger finger, unspecified little finger",15524
"M654","Radial styloid tenosynovitis [de Quervain]",15525
"M6580","Other synovitis and tenosynovitis, unspecified site",15526
"M65811","Other synovitis and tenosynovitis, right shoulder",15527
"M65812","Other synovitis and tenosynovitis, left shoulder",15528
"M65819","Other synovitis and tenosynovitis, unspecified shoulder",15529
"M65821","Other synovitis and tenosynovitis, right upper arm",15530
"M65822","Other synovitis and tenosynovitis, left upper arm",15531
"M65829","Other synovitis and tenosynovitis, unspecified upper arm",15532
"M65831","Other synovitis and tenosynovitis, right forearm",15533
"M65832","Other synovitis and tenosynovitis, left forearm",15534
"M65839","Other synovitis and tenosynovitis, unspecified forearm",15535
"M65841","Other synovitis and tenosynovitis, right hand",15536
"M65842","Other synovitis and tenosynovitis, left hand",15537
"M65849","Other synovitis and tenosynovitis, unspecified hand",15538
"M65851","Other synovitis and tenosynovitis, right thigh",15539
"M65852","Other synovitis and tenosynovitis, left thigh",15540
"M65859","Other synovitis and tenosynovitis, unspecified thigh",15541
"M65861","Other synovitis and tenosynovitis, right lower leg",15542
"M65862","Other synovitis and tenosynovitis, left lower leg",15543
"M65869","Other synovitis and tenosynovitis, unspecified lower leg",15544
"M65871","Other synovitis and tenosynovitis, right ankle and foot",15545
"M65872","Other synovitis and tenosynovitis, left ankle and foot",15546
"M65879","Other synovitis and tenosynovitis, unspecified ankle and foot",15547
"M6588","Other synovitis and tenosynovitis, other site",15548
"M6589","Other synovitis and tenosynovitis, multiple sites",15549
"M659","Synovitis and tenosynovitis, unspecified",15550
"M660","Rupture of popliteal cyst",15551
"M6610","Rupture of synovium, unspecified joint",15552
"M66111","Rupture of synovium, right shoulder",15553
"M66112","Rupture of synovium, left shoulder",15554
"M66119","Rupture of synovium, unspecified shoulder",15555
"M66121","Rupture of synovium, right elbow",15556
"M66122","Rupture of synovium, left elbow",15557
"M66129","Rupture of synovium, unspecified elbow",15558
"M66131","Rupture of synovium, right wrist",15559
"M66132","Rupture of synovium, left wrist",15560
"M66139","Rupture of synovium, unspecified wrist",15561
"M66141","Rupture of synovium, right hand",15562
"M66142","Rupture of synovium, left hand",15563
"M66143","Rupture of synovium, unspecified hand",15564
"M66144","Rupture of synovium, right finger(s)",15565
"M66145","Rupture of synovium, left finger(s)",15566
"M66146","Rupture of synovium, unspecified finger(s)",15567
"M66151","Rupture of synovium, right hip",15568
"M66152","Rupture of synovium, left hip",15569
"M66159","Rupture of synovium, unspecified hip",15570
"M66171","Rupture of synovium, right ankle",15571
"M66172","Rupture of synovium, left ankle",15572
"M66173","Rupture of synovium, unspecified ankle",15573
"M66174","Rupture of synovium, right foot",15574
"M66175","Rupture of synovium, left foot",15575
"M66176","Rupture of synovium, unspecified foot",15576
"M66177","Rupture of synovium, right toe(s)",15577
"M66178","Rupture of synovium, left toe(s)",15578
"M66179","Rupture of synovium, unspecified toe(s)",15579
"M6618","Rupture of synovium, other site",15580
"M6620","Spontaneous rupture of extensor tendons, unspecified site",15581
"M66211","Spontaneous rupture of extensor tendons, right shoulder",15582
"M66212","Spontaneous rupture of extensor tendons, left shoulder",15583
"M66219","Spontaneous rupture of extensor tendons, unspecified shoulder",15584
"M66221","Spontaneous rupture of extensor tendons, right upper arm",15585
"M66222","Spontaneous rupture of extensor tendons, left upper arm",15586
"M66229","Spontaneous rupture of extensor tendons, unspecified upper arm",15587
"M66231","Spontaneous rupture of extensor tendons, right forearm",15588
"M66232","Spontaneous rupture of extensor tendons, left forearm",15589
"M66239","Spontaneous rupture of extensor tendons, unspecified forearm",15590
"M66241","Spontaneous rupture of extensor tendons, right hand",15591
"M66242","Spontaneous rupture of extensor tendons, left hand",15592
"M66249","Spontaneous rupture of extensor tendons, unspecified hand",15593
"M66251","Spontaneous rupture of extensor tendons, right thigh",15594
"M66252","Spontaneous rupture of extensor tendons, left thigh",15595
"M66259","Spontaneous rupture of extensor tendons, unspecified thigh",15596
"M66261","Spontaneous rupture of extensor tendons, right lower leg",15597
"M66262","Spontaneous rupture of extensor tendons, left lower leg",15598
"M66269","Spontaneous rupture of extensor tendons, unspecified lower leg",15599
"M66271","Spontaneous rupture of extensor tendons, right ankle and foot",15600
"M66272","Spontaneous rupture of extensor tendons, left ankle and foot",15601
"M66279","Spontaneous rupture of extensor tendons, unspecified ankle and foot",15602
"M6628","Spontaneous rupture of extensor tendons, other site",15603
"M6629","Spontaneous rupture of extensor tendons, multiple sites",15604
"M6630","Spontaneous rupture of flexor tendons, unspecified site",15605
"M66311","Spontaneous rupture of flexor tendons, right shoulder",15606
"M66312","Spontaneous rupture of flexor tendons, left shoulder",15607
"M66319","Spontaneous rupture of flexor tendons, unspecified shoulder",15608
"M66321","Spontaneous rupture of flexor tendons, right upper arm",15609
"M66322","Spontaneous rupture of flexor tendons, left upper arm",15610
"M66329","Spontaneous rupture of flexor tendons, unspecified upper arm",15611
"M66331","Spontaneous rupture of flexor tendons, right forearm",15612
"M66332","Spontaneous rupture of flexor tendons, left forearm",15613
"M66339","Spontaneous rupture of flexor tendons, unspecified forearm",15614
"M66341","Spontaneous rupture of flexor tendons, right hand",15615
"M66342","Spontaneous rupture of flexor tendons, left hand",15616
"M66349","Spontaneous rupture of flexor tendons, unspecified hand",15617
"M66351","Spontaneous rupture of flexor tendons, right thigh",15618
"M66352","Spontaneous rupture of flexor tendons, left thigh",15619
"M66359","Spontaneous rupture of flexor tendons, unspecified thigh",15620
"M66361","Spontaneous rupture of flexor tendons, right lower leg",15621
"M66362","Spontaneous rupture of flexor tendons, left lower leg",15622
"M66369","Spontaneous rupture of flexor tendons, unspecified lower leg",15623
"M66371","Spontaneous rupture of flexor tendons, right ankle and foot",15624
"M66372","Spontaneous rupture of flexor tendons, left ankle and foot",15625
"M66379","Spontaneous rupture of flexor tendons, unspecified ankle and foot",15626
"M6638","Spontaneous rupture of flexor tendons, other site",15627
"M6639","Spontaneous rupture of flexor tendons, multiple sites",15628
"M6680","Spontaneous rupture of other tendons, unspecified site",15629
"M66811","Spontaneous rupture of other tendons, right shoulder",15630
"M66812","Spontaneous rupture of other tendons, left shoulder",15631
"M66819","Spontaneous rupture of other tendons, unspecified shoulder",15632
"M66821","Spontaneous rupture of other tendons, right upper arm",15633
"M66822","Spontaneous rupture of other tendons, left upper arm",15634
"M66829","Spontaneous rupture of other tendons, unspecified upper arm",15635
"M66831","Spontaneous rupture of other tendons, right forearm",15636
"M66832","Spontaneous rupture of other tendons, left forearm",15637
"M66839","Spontaneous rupture of other tendons, unspecified forearm",15638
"M66841","Spontaneous rupture of other tendons, right hand",15639
"M66842","Spontaneous rupture of other tendons, left hand",15640
"M66849","Spontaneous rupture of other tendons, unspecified hand",15641
"M66851","Spontaneous rupture of other tendons, right thigh",15642
"M66852","Spontaneous rupture of other tendons, left thigh",15643
"M66859","Spontaneous rupture of other tendons, unspecified thigh",15644
"M66861","Spontaneous rupture of other tendons, right lower leg",15645
"M66862","Spontaneous rupture of other tendons, left lower leg",15646
"M66869","Spontaneous rupture of other tendons, unspecified lower leg",15647
"M66871","Spontaneous rupture of other tendons, right ankle and foot",15648
"M66872","Spontaneous rupture of other tendons, left ankle and foot",15649
"M66879","Spontaneous rupture of other tendons, unspecified ankle and foot",15650
"M6688","Spontaneous rupture of other tendons, other sites",15651
"M6689","Spontaneous rupture of other tendons, multiple sites",15652
"M669","Spontaneous rupture of unspecified tendon",15653
"M6700","Short Achilles tendon (acquired), unspecified ankle",15654
"M6701","Short Achilles tendon (acquired), right ankle",15655
"M6702","Short Achilles tendon (acquired), left ankle",15656
"M6720","Synovial hypertrophy, not elsewhere classified, unspecified site",15657
"M67211","Synovial hypertrophy, not elsewhere classified, right shoulder",15658
"M67212","Synovial hypertrophy, not elsewhere classified, left shoulder",15659
"M67219","Synovial hypertrophy, not elsewhere classified, unspecified shoulder",15660
"M67221","Synovial hypertrophy, not elsewhere classified, right upper arm",15661
"M67222","Synovial hypertrophy, not elsewhere classified, left upper arm",15662
"M67229","Synovial hypertrophy, not elsewhere classified, unspecified upper arm",15663
"M67231","Synovial hypertrophy, not elsewhere classified, right forearm",15664
"M67232","Synovial hypertrophy, not elsewhere classified, left forearm",15665
"M67239","Synovial hypertrophy, not elsewhere classified, unspecified forearm",15666
"M67241","Synovial hypertrophy, not elsewhere classified, right hand",15667
"M67242","Synovial hypertrophy, not elsewhere classified, left hand",15668
"M67249","Synovial hypertrophy, not elsewhere classified, unspecified hand",15669
"M67251","Synovial hypertrophy, not elsewhere classified, right thigh",15670
"M67252","Synovial hypertrophy, not elsewhere classified, left thigh",15671
"M67259","Synovial hypertrophy, not elsewhere classified, unspecified thigh",15672
"M67261","Synovial hypertrophy, not elsewhere classified, right lower leg",15673
"M67262","Synovial hypertrophy, not elsewhere classified, left lower leg",15674
"M67269","Synovial hypertrophy, not elsewhere classified, unspecified lower leg",15675
"M67271","Synovial hypertrophy, not elsewhere classified, right ankle and foot",15676
"M67272","Synovial hypertrophy, not elsewhere classified, left ankle and foot",15677
"M67279","Synovial hypertrophy, not elsewhere classified, unspecified ankle and foot",15678
"M6728","Synovial hypertrophy, not elsewhere classified, other site",15679
"M6729","Synovial hypertrophy, not elsewhere classified, multiple sites",15680
"M6730","Transient synovitis, unspecified site",15681
"M67311","Transient synovitis, right shoulder",15682
"M67312","Transient synovitis, left shoulder",15683
"M67319","Transient synovitis, unspecified shoulder",15684
"M67321","Transient synovitis, right elbow",15685
"M67322","Transient synovitis, left elbow",15686
"M67329","Transient synovitis, unspecified elbow",15687
"M67331","Transient synovitis, right wrist",15688
"M67332","Transient synovitis, left wrist",15689
"M67339","Transient synovitis, unspecified wrist",15690
"M67341","Transient synovitis, right hand",15691
"M67342","Transient synovitis, left hand",15692
"M67349","Transient synovitis, unspecified hand",15693
"M67351","Transient synovitis, right hip",15694
"M67352","Transient synovitis, left hip",15695
"M67359","Transient synovitis, unspecified hip",15696
"M67361","Transient synovitis, right knee",15697
"M67362","Transient synovitis, left knee",15698
"M67369","Transient synovitis, unspecified knee",15699
"M67371","Transient synovitis, right ankle and foot",15700
"M67372","Transient synovitis, left ankle and foot",15701
"M67379","Transient synovitis, unspecified ankle and foot",15702
"M6738","Transient synovitis, other site",15703
"M6739","Transient synovitis, multiple sites",15704
"M6740","Ganglion, unspecified site",15705
"M67411","Ganglion, right shoulder",15706
"M67412","Ganglion, left shoulder",15707
"M67419","Ganglion, unspecified shoulder",15708
"M67421","Ganglion, right elbow",15709
"M67422","Ganglion, left elbow",15710
"M67429","Ganglion, unspecified elbow",15711
"M67431","Ganglion, right wrist",15712
"M67432","Ganglion, left wrist",15713
"M67439","Ganglion, unspecified wrist",15714
"M67441","Ganglion, right hand",15715
"M67442","Ganglion, left hand",15716
"M67449","Ganglion, unspecified hand",15717
